 time            v(vout)         @l1[i]          @l2[i]          v(nl2,nd1)      @d1[id]         @rl[i]         
 7.80535739e-02 -3.57940206e+01  2.99999681e+00 -4.13737647e+00  8.36506035e+01  7.13737319e+00 -3.97711340e+00 
 7.80535740e-02 -3.57940334e+01  2.99999645e+00 -4.13737287e+00  8.36506065e+01  7.13736923e+00 -3.97711482e+00 
 7.80535742e-02 -3.57940589e+01  2.99999573e+00 -4.13736566e+00  8.36506125e+01  7.13736130e+00 -3.97711765e+00 
 7.80535746e-02 -3.57941099e+01  2.99999429e+00 -4.13735125e+00  8.36506245e+01  7.13734546e+00 -3.97712332e+00 
 7.80535754e-02 -3.57942119e+01  2.99999142e+00 -4.13732244e+00  8.36506485e+01  7.13731378e+00 -3.97713466e+00 
 7.80535770e-02 -3.57944160e+01  2.99998568e+00 -4.13726480e+00  8.36506965e+01  7.13725040e+00 -3.97715733e+00 
 7.80535802e-02 -3.57948237e+01  2.99997420e+00 -4.13714952e+00  8.36507925e+01  7.13712364e+00 -3.97720263e+00 
 7.80535866e-02 -3.57956379e+01  2.99995124e+00 -4.13691896e+00  8.36509845e+01  7.13687012e+00 -3.97729310e+00 
 7.80535994e-02 -3.57972614e+01  2.99990531e+00 -4.13645783e+00  8.36513685e+01  7.13636306e+00 -3.97747348e+00 
 7.80536250e-02 -3.58004887e+01  2.99981345e+00 -4.13553550e+00  8.36521364e+01  7.13534887e+00 -3.97783208e+00 
 7.80536762e-02 -3.58068654e+01  2.99962974e+00 -4.13369060e+00  8.36536723e+01  7.13332026e+00 -3.97854060e+00 
 7.80537786e-02 -3.58193077e+01  2.99926228e+00 -4.12999984e+00  8.36567437e+01  7.12926204e+00 -3.97992308e+00 
 7.80539349e-02 -3.58375015e+01  2.99870152e+00 -4.12436580e+00  8.36614296e+01  7.12306724e+00 -3.98194462e+00 
 7.80540911e-02 -3.58547493e+01  2.99814069e+00 -4.11872899e+00  8.36661147e+01  7.11686960e+00 -3.98386104e+00 
 7.80542474e-02 -3.58710637e+01  2.99757978e+00 -4.11308957e+00  8.36707988e+01  7.11066926e+00 -3.98567375e+00 
 7.80544036e-02 -3.58864573e+01  2.99701881e+00 -4.10744766e+00  8.36754821e+01  7.10446639e+00 -3.98738415e+00 
 7.80545599e-02 -3.59009424e+01  2.99645776e+00 -4.10180343e+00  8.36801645e+01  7.09826110e+00 -3.98899360e+00 
 7.80547161e-02 -3.59145311e+01  2.99589663e+00 -4.09615701e+00  8.36848460e+01  7.09205356e+00 -3.99050346e+00 
 7.80548724e-02 -3.59272356e+01  2.99533544e+00 -4.09050854e+00  8.36895267e+01  7.08584389e+00 -3.99191506e+00 
 7.80550286e-02 -3.59390676e+01  2.99477417e+00 -4.08485815e+00  8.36942065e+01  7.07963224e+00 -3.99322974e+00 
 7.80551849e-02 -3.59500391e+01  2.99421283e+00 -4.07920599e+00  8.36988854e+01  7.07341873e+00 -3.99444879e+00 
 7.80553411e-02 -3.59601615e+01  2.99365141e+00 -4.07355218e+00  8.37035634e+01  7.06720351e+00 -3.99557350e+00 
 7.80554974e-02 -3.59694463e+01  2.99308993e+00 -4.06789686e+00  8.37082405e+01  7.06098671e+00 -3.99660515e+00 
 7.80556536e-02 -3.59779049e+01  2.99252837e+00 -4.06224016e+00  8.37129168e+01  7.05476844e+00 -3.99754499e+00 
 7.80558099e-02 -3.59855484e+01  2.99196673e+00 -4.05658220e+00  8.37175922e+01  7.04854885e+00 -3.99839427e+00 
 7.80559661e-02 -3.59923879e+01  2.99140503e+00 -4.05092312e+00  8.37222667e+01  7.04232806e+00 -3.99915421e+00 
 7.80561224e-02 -3.59984342e+01  2.99084325e+00 -4.04526303e+00  8.37269403e+01  7.03610620e+00 -3.99982602e+00 
 7.80562786e-02 -3.60036982e+01  2.99028140e+00 -4.03960206e+00  8.37316131e+01  7.02988338e+00 -4.00041091e+00 
 7.80564349e-02 -3.60081905e+01  2.98971948e+00 -4.03394033e+00  8.37362849e+01  7.02365973e+00 -4.00091005e+00 
 7.80565911e-02 -3.60119216e+01  2.98915748e+00 -4.02827797e+00  8.37409559e+01  7.01743537e+00 -4.00132462e+00 
 7.80567474e-02 -3.60149018e+01  2.98859542e+00 -4.02261508e+00  8.37456261e+01  7.01121041e+00 -4.00165576e+00 
 7.80569036e-02 -3.60171415e+01  2.98803328e+00 -4.01695179e+00  8.37502953e+01  7.00498498e+00 -4.00190461e+00 
 7.80570599e-02 -3.60186507e+01  2.98747106e+00 -4.01128821e+00  8.37549637e+01  6.99875919e+00 -4.00207229e+00 
 7.80572161e-02 -3.60194394e+01  2.98690878e+00 -4.00562445e+00  8.37596311e+01  6.99253315e+00 -4.00215993e+00 
 7.80573724e-02 -3.60195176e+01  2.98634642e+00 -3.99996063e+00  8.37642977e+01  6.98630697e+00 -4.00216862e+00 
 7.80575286e-02 -3.60188949e+01  2.98578399e+00 -3.99429686e+00  8.37689635e+01  6.98008076e+00 -4.00209943e+00 
 7.80576849e-02 -3.60175810e+01  2.98522148e+00 -3.98863324e+00  8.37736283e+01  6.97385464e+00 -4.00195345e+00 
 7.80578411e-02 -3.60155855e+01  2.98465891e+00 -3.98296988e+00  8.37782923e+01  6.96762871e+00 -4.00173172e+00 
 7.80579974e-02 -3.60129176e+01  2.98409626e+00 -3.97730690e+00  8.37829554e+01  6.96140307e+00 -4.00143529e+00 
 7.80581536e-02 -3.60095868e+01  2.98353354e+00 -3.97164438e+00  8.37876176e+01  6.95517783e+00 -4.00106520e+00 
 7.80583099e-02 -3.60056021e+01  2.98297075e+00 -3.96598244e+00  8.37922789e+01  6.94895310e+00 -4.00062246e+00 
 7.80584661e-02 -3.60009727e+01  2.98240788e+00 -3.96032117e+00  8.37969394e+01  6.94272897e+00 -4.00010807e+00 
 7.80586224e-02 -3.59957074e+01  2.98184494e+00 -3.95466068e+00  8.38015989e+01  6.93650554e+00 -3.99952304e+00 
 7.80587786e-02 -3.59898150e+01  2.98128193e+00 -3.94900107e+00  8.38062576e+01  6.93028292e+00 -3.99886834e+00 
 7.80589349e-02 -3.59833044e+01  2.98071885e+00 -3.94334243e+00  8.38109155e+01  6.92406119e+00 -3.99814494e+00 
 7.80590911e-02 -3.59761841e+01  2.98015569e+00 -3.93768486e+00  8.38155724e+01  6.91784046e+00 -3.99735379e+00 
 7.80592474e-02 -3.59684627e+01  2.97959246e+00 -3.93202845e+00  8.38202284e+01  6.91162083e+00 -3.99649585e+00 
 7.80594036e-02 -3.59601485e+01  2.97902916e+00 -3.92637330e+00  8.38248836e+01  6.90540238e+00 -3.99557205e+00 
 7.80595599e-02 -3.59512498e+01  2.97846579e+00 -3.92071949e+00  8.38295379e+01  6.89918520e+00 -3.99458331e+00 
 7.80597161e-02 -3.59417748e+01  2.97790234e+00 -3.91506713e+00  8.38341913e+01  6.89296939e+00 -3.99353053e+00 
 7.80598724e-02 -3.59317316e+01  2.97733883e+00 -3.90941629e+00  8.38388438e+01  6.88675503e+00 -3.99241463e+00 
 7.80600286e-02 -3.59211283e+01  2.97677524e+00 -3.90376707e+00  8.38434955e+01  6.88054222e+00 -3.99123648e+00 
 7.80601849e-02 -3.59099727e+01  2.97621158e+00 -3.89811956e+00  8.38481463e+01  6.87433105e+00 -3.98999696e+00 
 7.80603411e-02 -3.58982725e+01  2.97564784e+00 -3.89247383e+00  8.38527962e+01  6.86812159e+00 -3.98869695e+00 
 7.80604974e-02 -3.58860356e+01  2.97508403e+00 -3.88682998e+00  8.38574452e+01  6.86191393e+00 -3.98733729e+00 
 7.80606536e-02 -3.58732695e+01  2.97452016e+00 -3.88118808e+00  8.38620933e+01  6.85570815e+00 -3.98591884e+00 
 7.80608099e-02 -3.58599817e+01  2.97395620e+00 -3.87554822e+00  8.38667405e+01  6.84950434e+00 -3.98444242e+00 
 7.80609661e-02 -3.58461797e+01  2.97339218e+00 -3.86991048e+00  8.38713869e+01  6.84330258e+00 -3.98290886e+00 
 7.80611224e-02 -3.58318707e+01  2.97282809e+00 -3.86427495e+00  8.38760324e+01  6.83710295e+00 -3.98131897e+00 
 7.80612786e-02 -3.58170621e+01  2.97226392e+00 -3.85864169e+00  8.38806770e+01  6.83090552e+00 -3.97967356e+00 
 7.80614349e-02 -3.58017609e+01  2.97169968e+00 -3.85301079e+00  8.38853207e+01  6.82471038e+00 -3.97797343e+00 
 7.80615911e-02 -3.57859742e+01  2.97113537e+00 -3.84738232e+00  8.38899636e+01  6.81851760e+00 -3.97621935e+00 
 7.80617474e-02 -3.57697089e+01  2.97057098e+00 -3.84175635e+00  8.38946055e+01  6.81232725e+00 -3.97441210e+00 
 7.80619036e-02 -3.57529721e+01  2.97000652e+00 -3.83613297e+00  8.38992466e+01  6.80613941e+00 -3.97255245e+00 
 7.80620599e-02 -3.57357704e+01  2.96944200e+00 -3.83051225e+00  8.39038868e+01  6.79995416e+00 -3.97064115e+00 
 7.80622161e-02 -3.57181105e+01  2.96887739e+00 -3.82489425e+00  8.39085261e+01  6.79377156e+00 -3.96867895e+00 
 7.80623581e-02 -3.57016767e+01  2.96836445e+00 -3.81979328e+00  8.39127397e+01  6.78815765e+00 -3.96685297e+00 
 7.80625000e-02 -3.56848753e+01  2.96785144e+00 -3.81469468e+00  8.39169525e+01  6.78254604e+00 -3.96498614e+00 
 7.80625001e-02 -3.56848633e+01  2.96785108e+00 -3.81469109e+00  8.39169555e+01  6.78254207e+00 -3.96498481e+00 
 7.80625003e-02 -3.56848394e+01  2.96785036e+00 -3.81468390e+00  8.39169614e+01  6.78253418e+00 -3.96498215e+00 
 7.80625004e-02 -3.56848334e+01  2.96785018e+00 -3.81468211e+00  8.39169629e+01  6.78253220e+00 -3.96498149e+00 
 7.80625004e-02 -3.56848229e+01  2.96784986e+00 -3.81467897e+00  8.39169655e+01  6.78252877e+00 -3.96498032e+00 
 7.80625005e-02 -3.56848113e+01  2.96784992e+00 -3.81467956e+00  8.39169651e+01 -1.00000008e-03 -3.96497904e+00 
 7.80625007e-02 -3.56847881e+01  2.96785085e+00 -3.81468891e+00  8.39169577e+01 -1.00000008e-03 -3.96497646e+00 
 7.80625010e-02 -3.56847556e+01  2.96785215e+00 -3.81470202e+00  8.39169473e+01 -1.00000008e-03 -3.96497285e+00 
 7.80625010e-02 -3.56847510e+01  2.96785234e+00 -3.81470389e+00  8.39169459e+01 -1.00000008e-03 -3.96497233e+00 
 7.80625011e-02 -3.56847417e+01  2.96785271e+00 -3.81470763e+00  8.39169429e+01 -1.00000008e-03 -3.96497130e+00 
 7.80625013e-02 -3.56847232e+01  2.96785346e+00 -3.81471510e+00  8.39169370e+01 -1.00000008e-03 -3.96496924e+00 
 7.80625016e-02 -3.56846861e+01  2.96785494e+00 -3.81473006e+00  8.39169252e+01 -1.00000008e-03 -3.96496512e+00 
 7.80625022e-02 -3.56846119e+01  2.96785792e+00 -3.81475996e+00  8.39169015e+01 -1.00000008e-03 -3.96495688e+00 
 7.80625034e-02 -3.56844637e+01  2.96786387e+00 -3.81481977e+00  8.39168542e+01 -1.00000008e-03 -3.96494041e+00 
 7.80625059e-02 -3.56841674e+01  2.96787578e+00 -3.81493938e+00  8.39167596e+01 -1.00000008e-03 -3.96490749e+00 
 7.80625109e-02 -3.56835758e+01  2.96789958e+00 -3.81517862e+00  8.39165703e+01 -1.00000008e-03 -3.96484175e+00 
 7.80625208e-02 -3.56823961e+01  2.96794720e+00 -3.81565709e+00  8.39161917e+01 -1.00000008e-03 -3.96471068e+00 
 7.80625406e-02 -3.56800513e+01  2.96804243e+00 -3.81661407e+00  8.39154344e+01 -1.00000008e-03 -3.96445014e+00 
 7.80625803e-02 -3.56754191e+01  2.96823290e+00 -3.81852811e+00  8.39139192e+01 -1.00000008e-03 -3.96393546e+00 
 7.80626597e-02 -3.56663843e+01  2.96861382e+00 -3.82235655e+00  8.39108865e+01 -1.00000008e-03 -3.96293159e+00 
 7.80628159e-02 -3.56494821e+01  2.96936382e+00 -3.82989561e+00  8.39049066e+01 -1.00000008e-03 -3.96105357e+00 
 7.80629722e-02 -3.56337435e+01  2.97011382e+00 -3.83743628e+00  8.38989149e+01 -1.00000008e-03 -3.95930483e+00 
 7.80631284e-02 -3.56191527e+01  2.97086382e+00 -3.84497839e+00  8.38929115e+01 -1.00000008e-03 -3.95768363e+00 
 7.80632847e-02 -3.56056940e+01  2.97161382e+00 -3.85252174e+00  8.38868962e+01 -1.00000008e-03 -3.95618823e+00 
 7.80634409e-02 -3.55933522e+01  2.97236382e+00 -3.86006617e+00  8.38808692e+01 -1.00000008e-03 -3.95481691e+00 
 7.80635972e-02 -3.55821120e+01  2.97311382e+00 -3.86761151e+00  8.38748304e+01 -1.00000008e-03 -3.95356800e+00 
 7.80637534e-02 -3.55719583e+01  2.97386382e+00 -3.87515756e+00  8.38687798e+01 -1.00000008e-03 -3.95243981e+00 
 7.80639097e-02 -3.55628763e+01  2.97461382e+00 -3.88270418e+00  8.38627174e+01 -1.00000008e-03 -3.95143070e+00 
 7.80640659e-02 -3.55548514e+01  2.97536382e+00 -3.89025118e+00  8.38566432e+01 -1.00000008e-03 -3.95053905e+00 
 7.80642222e-02 -3.55478692e+01  2.97611382e+00 -3.89779841e+00  8.38505573e+01 -1.00000008e-03 -3.94976324e+00 
 7.80643784e-02 -3.55419152e+01  2.97686382e+00 -3.90534569e+00  8.38444595e+01 -1.00000008e-03 -3.94910169e+00 
 7.80645347e-02 -3.55369754e+01  2.97761382e+00 -3.91289287e+00  8.38383499e+01 -1.00000008e-03 -3.94855282e+00 
 7.80646909e-02 -3.55330359e+01  2.97836382e+00 -3.92043979e+00  8.38322286e+01 -1.00000008e-03 -3.94811510e+00 
 7.80648472e-02 -3.55300828e+01  2.97911382e+00 -3.92798629e+00  8.38260954e+01 -1.00000008e-03 -3.94778698e+00 
 7.80650034e-02 -3.55281026e+01  2.97986382e+00 -3.93553222e+00  8.38199505e+01 -1.00000008e-03 -3.94756695e+00 
 7.80651597e-02 -3.55270818e+01  2.98061382e+00 -3.94307742e+00  8.38137938e+01 -1.00000008e-03 -3.94745353e+00 
 7.80653159e-02 -3.55270072e+01  2.98136382e+00 -3.95062174e+00  8.38076252e+01 -1.00000008e-03 -3.94744524e+00 
 7.80654722e-02 -3.55278656e+01  2.98211382e+00 -3.95816504e+00  8.38014449e+01 -1.00000008e-03 -3.94754062e+00 
 7.80656284e-02 -3.55296442e+01  2.98286382e+00 -3.96570716e+00  8.37952529e+01 -1.00000008e-03 -3.94773824e+00 
 7.80657847e-02 -3.55323300e+01  2.98361382e+00 -3.97324797e+00  8.37890490e+01 -1.00000008e-03 -3.94803667e+00 
 7.80659409e-02 -3.55359106e+01  2.98436382e+00 -3.98078731e+00  8.37828333e+01 -1.00000008e-03 -3.94843451e+00 
 7.80660972e-02 -3.55403734e+01  2.98511382e+00 -3.98832506e+00  8.37766059e+01 -1.00000008e-03 -3.94893038e+00 
 7.80662534e-02 -3.55457061e+01  2.98586382e+00 -3.99586107e+00  8.37703667e+01 -1.00000008e-03 -3.94952290e+00 
 7.80664097e-02 -3.55518966e+01  2.98661382e+00 -4.00339520e+00  8.37641157e+01 -1.00000008e-03 -3.95021073e+00 
 7.80665659e-02 -3.55589327e+01  2.98736382e+00 -4.01092732e+00  8.37578530e+01 -1.00000008e-03 -3.95099253e+00 
 7.80667222e-02 -3.55668028e+01  2.98811382e+00 -4.01845730e+00  8.37515784e+01 -1.00000008e-03 -3.95186698e+00 
 7.80668784e-02 -3.55754950e+01  2.98886382e+00 -4.02598500e+00  8.37452922e+01 -1.00000008e-03 -3.95283277e+00 
 7.80670347e-02 -3.55849977e+01  2.98961382e+00 -4.03351029e+00  8.37389941e+01 -1.00000008e-03 -3.95388864e+00 
 7.80671909e-02 -3.55952996e+01  2.99036382e+00 -4.04103306e+00  8.37326843e+01 -1.00000008e-03 -3.95503329e+00 
 7.80673472e-02 -3.56063893e+01  2.99111382e+00 -4.04855316e+00  8.37263628e+01 -1.00000008e-03 -3.95626548e+00 
 7.80675034e-02 -3.56182558e+01  2.99186382e+00 -4.05607049e+00  8.37200295e+01 -1.00000008e-03 -3.95758397e+00 
 7.80676597e-02 -3.56308879e+01  2.99261382e+00 -4.06358491e+00  8.37136844e+01 -1.00000008e-03 -3.95898754e+00 
 7.80678159e-02 -3.56442748e+01  2.99336382e+00 -4.07109630e+00  8.37073276e+01 -1.00000008e-03 -3.96047498e+00 
 7.80679722e-02 -3.56584058e+01  2.99411382e+00 -4.07860455e+00  8.37009591e+01 -1.00000008e-03 -3.96204508e+00 
 7.80681284e-02 -3.56732702e+01  2.99486382e+00 -4.08610954e+00  8.36945789e+01 -1.00000008e-03 -3.96369669e+00 
 7.80682847e-02 -3.56888576e+01  2.99561382e+00 -4.09361115e+00  8.36881869e+01 -1.00000008e-03 -3.96542862e+00 
 7.80684409e-02 -3.57051576e+01  2.99636382e+00 -4.10110927e+00  8.36817832e+01 -1.00000008e-03 -3.96723973e+00 
 7.80685972e-02 -3.57221600e+01  2.99711382e+00 -4.10860379e+00  8.36753678e+01 -1.00000008e-03 -3.96912889e+00 
 7.80687534e-02 -3.57398547e+01  2.99786382e+00 -4.11609460e+00  8.36689407e+01 -1.00000008e-03 -3.97109497e+00 
 7.80689097e-02 -3.57582318e+01  2.99861382e+00 -4.12358158e+00  8.36625019e+01 -1.00000008e-03 -3.97313687e+00 
 7.80690538e-02 -3.57757759e+01  2.99930549e+00 -4.13048274e+00  8.36565535e+01 -1.00000008e-03 -3.97508621e+00 
 7.80691979e-02 -3.57938843e+01  2.99999715e+00 -4.13738048e+00  8.36505952e+01 -1.00000008e-03 -3.97709825e+00 
 7.80691980e-02 -3.57938971e+01  2.99999763e+00 -4.13738526e+00  8.36505911e+01 -1.00000008e-03 -3.97709967e+00 
 7.80691982e-02 -3.57939226e+01  2.99999859e+00 -4.13739483e+00  8.36505828e+01 -1.00000008e-03 -3.97710251e+00 
 7.80691984e-02 -3.57939481e+01  2.99999872e+00 -4.13739602e+00  8.36505817e+01  7.15126448e+00 -3.97710534e+00 
 7.80691986e-02 -3.57939800e+01  2.99999782e+00 -4.13738701e+00  8.36505892e+01  7.13845979e+00 -3.97710889e+00 
 7.80691989e-02 -3.57940119e+01  2.99999692e+00 -4.13737801e+00  8.36505967e+01  7.13738445e+00 -3.97711243e+00 
 7.80691989e-02 -3.57940183e+01  2.99999674e+00 -4.13737621e+00  8.36505982e+01  7.13737290e+00 -3.97711314e+00 
 7.80691990e-02 -3.57940310e+01  2.99999638e+00 -4.13737260e+00  8.36506012e+01  7.13736895e+00 -3.97711456e+00 
 7.80691992e-02 -3.57940566e+01  2.99999567e+00 -4.13736540e+00  8.36506072e+01  7.13736096e+00 -3.97711740e+00 
 7.80691996e-02 -3.57941076e+01  2.99999423e+00 -4.13735099e+00  8.36506192e+01  7.13734514e+00 -3.97712307e+00 
 7.80692004e-02 -3.57942096e+01  2.99999136e+00 -4.13732217e+00  8.36506432e+01  7.13731345e+00 -3.97713440e+00 
 7.80692020e-02 -3.57944137e+01  2.99998562e+00 -4.13726453e+00  8.36506912e+01  7.13725007e+00 -3.97715707e+00 
 7.80692052e-02 -3.57948214e+01  2.99997414e+00 -4.13714925e+00  8.36507872e+01  7.13712331e+00 -3.97720237e+00 
 7.80692116e-02 -3.57956356e+01  2.99995117e+00 -4.13691870e+00  8.36509792e+01  7.13686979e+00 -3.97729284e+00 
 7.80692244e-02 -3.57972591e+01  2.99990525e+00 -4.13645756e+00  8.36513632e+01  7.13636273e+00 -3.97747323e+00 
 7.80692500e-02 -3.58004864e+01  2.99981339e+00 -4.13553524e+00  8.36521311e+01  7.13534854e+00 -3.97783183e+00 
 7.80693012e-02 -3.58068631e+01  2.99962967e+00 -4.13369034e+00  8.36536670e+01  7.13331993e+00 -3.97854034e+00 
 7.80694036e-02 -3.58193054e+01  2.99926221e+00 -4.12999958e+00  8.36567384e+01  7.12926171e+00 -3.97992283e+00 
 7.80695599e-02 -3.58374992e+01  2.99870145e+00 -4.12436554e+00  8.36614243e+01  7.12306691e+00 -3.98194436e+00 
 7.80697161e-02 -3.58547470e+01  2.99814062e+00 -4.11872873e+00  8.36661094e+01  7.11686927e+00 -3.98386078e+00 
 7.80698724e-02 -3.58710614e+01  2.99757972e+00 -4.11308930e+00  8.36707935e+01  7.11066894e+00 -3.98567349e+00 
 7.80700286e-02 -3.58864550e+01  2.99701874e+00 -4.10744740e+00  8.36754768e+01  7.10446606e+00 -3.98738389e+00 
 7.80701849e-02 -3.59009401e+01  2.99645769e+00 -4.10180317e+00  8.36801592e+01  7.09826078e+00 -3.98899334e+00 
 7.80703411e-02 -3.59145288e+01  2.99589657e+00 -4.09615675e+00  8.36848407e+01  7.09205323e+00 -3.99050320e+00 
 7.80704974e-02 -3.59272333e+01  2.99533537e+00 -4.09050828e+00  8.36895214e+01  7.08584357e+00 -3.99191481e+00 
 7.80706536e-02 -3.59390653e+01  2.99477411e+00 -4.08485789e+00  8.36942011e+01  7.07963191e+00 -3.99322948e+00 
 7.80708099e-02 -3.59500368e+01  2.99421276e+00 -4.07920573e+00  8.36988800e+01  7.07341841e+00 -3.99444853e+00 
 7.80709661e-02 -3.59601592e+01  2.99365135e+00 -4.07355192e+00  8.37035581e+01  7.06720319e+00 -3.99557324e+00 
 7.80711224e-02 -3.59694440e+01  2.99308986e+00 -4.06789660e+00  8.37082352e+01  7.06098638e+00 -3.99660489e+00 
 7.80712786e-02 -3.59779026e+01  2.99252830e+00 -4.06223990e+00  8.37129115e+01  7.05476812e+00 -3.99754473e+00 
 7.80714349e-02 -3.59855461e+01  2.99196667e+00 -4.05658194e+00  8.37175869e+01  7.04854853e+00 -3.99839401e+00 
 7.80715911e-02 -3.59923856e+01  2.99140497e+00 -4.05092286e+00  8.37222614e+01  7.04232774e+00 -3.99915395e+00 
 7.80717474e-02 -3.59984319e+01  2.99084319e+00 -4.04526277e+00  8.37269350e+01  7.03610588e+00 -3.99982577e+00 
 7.80719036e-02 -3.60036959e+01  2.99028134e+00 -4.03960180e+00  8.37316077e+01  7.02988306e+00 -4.00041066e+00 
 7.80720599e-02 -3.60081882e+01  2.98971942e+00 -4.03394007e+00  8.37362796e+01  7.02365941e+00 -4.00090980e+00 
 7.80722161e-02 -3.60119192e+01  2.98915742e+00 -4.02827771e+00  8.37409506e+01  7.01743505e+00 -4.00132436e+00 
 7.80723724e-02 -3.60148995e+01  2.98859535e+00 -4.02261482e+00  8.37456207e+01  7.01121009e+00 -4.00165550e+00 
 7.80725286e-02 -3.60171391e+01  2.98803321e+00 -4.01695153e+00  8.37502900e+01  7.00498466e+00 -4.00190435e+00 
 7.80726849e-02 -3.60186483e+01  2.98747100e+00 -4.01128795e+00  8.37549583e+01  6.99875887e+00 -4.00207204e+00 
 7.80728411e-02 -3.60194371e+01  2.98690871e+00 -4.00562420e+00  8.37596258e+01  6.99253283e+00 -4.00215967e+00 
 7.80729974e-02 -3.60195152e+01  2.98634636e+00 -3.99996038e+00  8.37642924e+01  6.98630665e+00 -4.00216836e+00 
 7.80731536e-02 -3.60188926e+01  2.98578393e+00 -3.99429660e+00  8.37689582e+01  6.98008045e+00 -4.00209917e+00 
 7.80733099e-02 -3.60175787e+01  2.98522142e+00 -3.98863298e+00  8.37736230e+01  6.97385432e+00 -4.00195319e+00 
 7.80734661e-02 -3.60155831e+01  2.98465885e+00 -3.98296963e+00  8.37782870e+01  6.96762839e+00 -4.00173146e+00 
 7.80736224e-02 -3.60129153e+01  2.98409620e+00 -3.97730664e+00  8.37829501e+01  6.96140275e+00 -4.00143503e+00 
 7.80737786e-02 -3.60095845e+01  2.98353348e+00 -3.97164412e+00  8.37876123e+01  6.95517752e+00 -4.00106494e+00 
 7.80739349e-02 -3.60055998e+01  2.98297068e+00 -3.96598218e+00  8.37922736e+01  6.94895278e+00 -4.00062220e+00 
 7.80740911e-02 -3.60009703e+01  2.98240782e+00 -3.96032092e+00  8.37969341e+01  6.94272865e+00 -4.00010782e+00 
 7.80742474e-02 -3.59957050e+01  2.98184488e+00 -3.95466043e+00  8.38015936e+01  6.93650522e+00 -3.99952278e+00 
 7.80744036e-02 -3.59898127e+01  2.98128187e+00 -3.94900082e+00  8.38062523e+01  6.93028260e+00 -3.99886808e+00 
 7.80745599e-02 -3.59833021e+01  2.98071879e+00 -3.94334218e+00  8.38109101e+01  6.92406088e+00 -3.99814468e+00 
 7.80747161e-02 -3.59761818e+01  2.98015563e+00 -3.93768460e+00  8.38155671e+01  6.91784015e+00 -3.99735354e+00 
 7.80748724e-02 -3.59684604e+01  2.97959240e+00 -3.93202820e+00  8.38202231e+01  6.91162051e+00 -3.99649560e+00 
 7.80750286e-02 -3.59601461e+01  2.97902910e+00 -3.92637304e+00  8.38248783e+01  6.90540206e+00 -3.99557179e+00 
 7.80751849e-02 -3.59512474e+01  2.97846573e+00 -3.92071924e+00  8.38295326e+01  6.89918489e+00 -3.99458305e+00 
 7.80753411e-02 -3.59417725e+01  2.97790228e+00 -3.91506688e+00  8.38341860e+01  6.89296908e+00 -3.99353027e+00 
 7.80754974e-02 -3.59317293e+01  2.97733877e+00 -3.90941604e+00  8.38388385e+01  6.88675472e+00 -3.99241437e+00 
 7.80756536e-02 -3.59211260e+01  2.97677518e+00 -3.90376682e+00  8.38434902e+01  6.88054191e+00 -3.99123622e+00 
 7.80758099e-02 -3.59099704e+01  2.97621152e+00 -3.89811930e+00  8.38481410e+01  6.87433074e+00 -3.98999671e+00 
 7.80759661e-02 -3.58982702e+01  2.97564778e+00 -3.89247358e+00  8.38527908e+01  6.86812127e+00 -3.98869669e+00 
 7.80761224e-02 -3.58860333e+01  2.97508397e+00 -3.88682973e+00  8.38574399e+01  6.86191362e+00 -3.98733704e+00 
 7.80762786e-02 -3.58732672e+01  2.97452010e+00 -3.88118783e+00  8.38620880e+01  6.85570784e+00 -3.98591858e+00 
 7.80764349e-02 -3.58599794e+01  2.97395614e+00 -3.87554797e+00  8.38667352e+01  6.84950403e+00 -3.98444216e+00 
 7.80765911e-02 -3.58461774e+01  2.97339212e+00 -3.86991024e+00  8.38713816e+01  6.84330227e+00 -3.98290860e+00 
 7.80767474e-02 -3.58318684e+01  2.97282803e+00 -3.86427470e+00  8.38760271e+01  6.83710264e+00 -3.98131872e+00 
 7.80769036e-02 -3.58170598e+01  2.97226386e+00 -3.85864144e+00  8.38806717e+01  6.83090521e+00 -3.97967331e+00 
 7.80770599e-02 -3.58017586e+01  2.97169962e+00 -3.85301054e+00  8.38853154e+01  6.82471007e+00 -3.97797317e+00 
 7.80772161e-02 -3.57859719e+01  2.97113531e+00 -3.84738207e+00  8.38899582e+01  6.81851729e+00 -3.97621910e+00 
 7.80773724e-02 -3.57697066e+01  2.97057092e+00 -3.84175611e+00  8.38946002e+01  6.81232694e+00 -3.97441185e+00 
 7.80775286e-02 -3.57529698e+01  2.97000646e+00 -3.83613273e+00  8.38992413e+01  6.80613911e+00 -3.97255220e+00 
 7.80776849e-02 -3.57357681e+01  2.96944194e+00 -3.83051200e+00  8.39038815e+01  6.79995385e+00 -3.97064090e+00 
 7.80778411e-02 -3.57181082e+01  2.96887734e+00 -3.82489400e+00  8.39085208e+01  6.79377125e+00 -3.96867869e+00 
 7.80779831e-02 -3.57016744e+01  2.96836439e+00 -3.81979304e+00  8.39127344e+01  6.78815734e+00 -3.96685271e+00 
 7.80781250e-02 -3.56848730e+01  2.96785138e+00 -3.81469443e+00  8.39169472e+01  6.78254573e+00 -3.96498589e+00 
 7.80781251e-02 -3.56848610e+01  2.96785102e+00 -3.81469084e+00  8.39169502e+01  6.78254177e+00 -3.96498456e+00 
 7.80781253e-02 -3.56848371e+01  2.96785030e+00 -3.81468366e+00  8.39169561e+01  6.78253386e+00 -3.96498190e+00 
