 time            v(vout)         @l1[i]          @l2[i]          v(nl2,nd1)      @d1[id]         @rl[i]         
 7.80781254e-02 -3.56848311e+01  2.96785012e+00 -3.81468186e+00  8.39169576e+01  6.78253193e+00 -3.96498123e+00 
 7.80781254e-02 -3.56848206e+01  2.96784980e+00 -3.81467872e+00  8.39169602e+01  6.78252844e+00 -3.96498007e+00 
 7.80781255e-02 -3.56848090e+01  2.96784986e+00 -3.81467932e+00  8.39169598e+01 -1.00000008e-03 -3.96497878e+00 
 7.80781257e-02 -3.56847858e+01  2.96785079e+00 -3.81468866e+00  8.39169524e+01 -1.00000008e-03 -3.96497620e+00 
 7.80781260e-02 -3.56847533e+01  2.96785209e+00 -3.81470177e+00  8.39169420e+01 -1.00000008e-03 -3.96497259e+00 
 7.80781260e-02 -3.56847487e+01  2.96785228e+00 -3.81470364e+00  8.39169406e+01 -1.00000008e-03 -3.96497207e+00 
 7.80781261e-02 -3.56847394e+01  2.96785265e+00 -3.81470738e+00  8.39169376e+01 -1.00000008e-03 -3.96497104e+00 
 7.80781263e-02 -3.56847209e+01  2.96785340e+00 -3.81471486e+00  8.39169317e+01 -1.00000008e-03 -3.96496898e+00 
 7.80781266e-02 -3.56846838e+01  2.96785488e+00 -3.81472981e+00  8.39169199e+01 -1.00000008e-03 -3.96496486e+00 
 7.80781272e-02 -3.56846096e+01  2.96785786e+00 -3.81475971e+00  8.39168962e+01 -1.00000008e-03 -3.96495662e+00 
 7.80781284e-02 -3.56844614e+01  2.96786381e+00 -3.81481952e+00  8.39168489e+01 -1.00000008e-03 -3.96494015e+00 
 7.80781309e-02 -3.56841651e+01  2.96787572e+00 -3.81493914e+00  8.39167542e+01 -1.00000008e-03 -3.96490723e+00 
 7.80781359e-02 -3.56835735e+01  2.96789952e+00 -3.81517837e+00  8.39165650e+01 -1.00000008e-03 -3.96484150e+00 
 7.80781458e-02 -3.56823938e+01  2.96794714e+00 -3.81565685e+00  8.39161864e+01 -1.00000008e-03 -3.96471043e+00 
 7.80781656e-02 -3.56800490e+01  2.96804237e+00 -3.81661382e+00  8.39154291e+01 -1.00000008e-03 -3.96444989e+00 
 7.80782053e-02 -3.56754169e+01  2.96823284e+00 -3.81852786e+00  8.39139139e+01 -1.00000008e-03 -3.96393521e+00 
 7.80782847e-02 -3.56663820e+01  2.96861376e+00 -3.82235631e+00  8.39108812e+01 -1.00000008e-03 -3.96293133e+00 
 7.80784409e-02 -3.56494798e+01  2.96936376e+00 -3.82989537e+00  8.39049013e+01 -1.00000008e-03 -3.96105331e+00 
 7.80785972e-02 -3.56337412e+01  2.97011376e+00 -3.83743604e+00  8.38989096e+01 -1.00000008e-03 -3.95930458e+00 
 7.80787534e-02 -3.56191504e+01  2.97086376e+00 -3.84497814e+00  8.38929062e+01 -1.00000008e-03 -3.95768338e+00 
 7.80789097e-02 -3.56056917e+01  2.97161376e+00 -3.85252150e+00  8.38868909e+01 -1.00000008e-03 -3.95618797e+00 
 7.80790659e-02 -3.55933499e+01  2.97236376e+00 -3.86006593e+00  8.38808639e+01 -1.00000008e-03 -3.95481666e+00 
 7.80792222e-02 -3.55821097e+01  2.97311376e+00 -3.86761126e+00  8.38748251e+01 -1.00000008e-03 -3.95356774e+00 
 7.80793784e-02 -3.55719560e+01  2.97386376e+00 -3.87515731e+00  8.38687745e+01 -1.00000008e-03 -3.95243955e+00 
 7.80795347e-02 -3.55628740e+01  2.97461376e+00 -3.88270393e+00  8.38627121e+01 -1.00000008e-03 -3.95143045e+00 
 7.80796909e-02 -3.55548492e+01  2.97536376e+00 -3.89025093e+00  8.38566379e+01 -1.00000008e-03 -3.95053879e+00 
 7.80798472e-02 -3.55478669e+01  2.97611376e+00 -3.89779815e+00  8.38505519e+01 -1.00000008e-03 -3.94976299e+00 
 7.80800034e-02 -3.55419129e+01  2.97686376e+00 -3.90534544e+00  8.38444542e+01 -1.00000008e-03 -3.94910143e+00 
 7.80801597e-02 -3.55369731e+01  2.97761376e+00 -3.91289262e+00  8.38383446e+01 -1.00000008e-03 -3.94855257e+00 
 7.80803159e-02 -3.55330336e+01  2.97836376e+00 -3.92043954e+00  8.38322233e+01 -1.00000008e-03 -3.94811484e+00 
 7.80804722e-02 -3.55300805e+01  2.97911376e+00 -3.92798604e+00  8.38260901e+01 -1.00000008e-03 -3.94778672e+00 
 7.80806284e-02 -3.55281003e+01  2.97986376e+00 -3.93553196e+00  8.38199452e+01 -1.00000008e-03 -3.94756670e+00 
 7.80807847e-02 -3.55270795e+01  2.98061376e+00 -3.94307716e+00  8.38137885e+01 -1.00000008e-03 -3.94745328e+00 
 7.80809409e-02 -3.55270049e+01  2.98136376e+00 -3.95062149e+00  8.38076199e+01 -1.00000008e-03 -3.94744499e+00 
 7.80810972e-02 -3.55278633e+01  2.98211376e+00 -3.95816478e+00  8.38014396e+01 -1.00000008e-03 -3.94754037e+00 
 7.80812534e-02 -3.55296419e+01  2.98286376e+00 -3.96570691e+00  8.37952475e+01 -1.00000008e-03 -3.94773799e+00 
 7.80814097e-02 -3.55323277e+01  2.98361376e+00 -3.97324771e+00  8.37890437e+01 -1.00000008e-03 -3.94803642e+00 
 7.80815659e-02 -3.55359083e+01  2.98436376e+00 -3.98078706e+00  8.37828280e+01 -1.00000008e-03 -3.94843426e+00 
 7.80817222e-02 -3.55403711e+01  2.98511376e+00 -3.98832480e+00  8.37766006e+01 -1.00000008e-03 -3.94893012e+00 
 7.80818784e-02 -3.55457038e+01  2.98586376e+00 -3.99586081e+00  8.37703614e+01 -1.00000008e-03 -3.94952265e+00 
 7.80820347e-02 -3.55518943e+01  2.98661376e+00 -4.00339494e+00  8.37641104e+01 -1.00000008e-03 -3.95021047e+00 
 7.80821909e-02 -3.55589304e+01  2.98736376e+00 -4.01092706e+00  8.37578477e+01 -1.00000008e-03 -3.95099227e+00 
 7.80823472e-02 -3.55668005e+01  2.98811376e+00 -4.01845704e+00  8.37515731e+01 -1.00000008e-03 -3.95186672e+00 
 7.80825034e-02 -3.55754927e+01  2.98886376e+00 -4.02598474e+00  8.37452869e+01 -1.00000008e-03 -3.95283252e+00 
 7.80826597e-02 -3.55849954e+01  2.98961376e+00 -4.03351003e+00  8.37389888e+01 -1.00000008e-03 -3.95388838e+00 
 7.80828159e-02 -3.55952973e+01  2.99036376e+00 -4.04103280e+00  8.37326790e+01 -1.00000008e-03 -3.95503304e+00 
 7.80829722e-02 -3.56063871e+01  2.99111376e+00 -4.04855290e+00  8.37263575e+01 -1.00000008e-03 -3.95626523e+00 
 7.80831284e-02 -3.56182535e+01  2.99186376e+00 -4.05607023e+00  8.37200242e+01 -1.00000008e-03 -3.95758372e+00 
 7.80832847e-02 -3.56308856e+01  2.99261376e+00 -4.06358465e+00  8.37136791e+01 -1.00000008e-03 -3.95898729e+00 
 7.80834409e-02 -3.56442725e+01  2.99336376e+00 -4.07109604e+00  8.37073223e+01 -1.00000008e-03 -3.96047472e+00 
 7.80835972e-02 -3.56584035e+01  2.99411376e+00 -4.07860429e+00  8.37009538e+01 -1.00000008e-03 -3.96204483e+00 
 7.80837534e-02 -3.56732679e+01  2.99486376e+00 -4.08610928e+00  8.36945736e+01 -1.00000008e-03 -3.96369643e+00 
 7.80839097e-02 -3.56888553e+01  2.99561376e+00 -4.09361089e+00  8.36881816e+01 -1.00000008e-03 -3.96542836e+00 
 7.80840659e-02 -3.57051553e+01  2.99636376e+00 -4.10110901e+00  8.36817779e+01 -1.00000008e-03 -3.96723948e+00 
 7.80842222e-02 -3.57221577e+01  2.99711376e+00 -4.10860353e+00  8.36753625e+01 -1.00000008e-03 -3.96912863e+00 
 7.80843784e-02 -3.57398524e+01  2.99786376e+00 -4.11609433e+00  8.36689354e+01 -1.00000008e-03 -3.97109471e+00 
 7.80845347e-02 -3.57582295e+01  2.99861376e+00 -4.12358131e+00  8.36624966e+01 -1.00000008e-03 -3.97313661e+00 
 7.80846788e-02 -3.57757736e+01  2.99930543e+00 -4.13048248e+00  8.36565482e+01 -1.00000008e-03 -3.97508595e+00 
 7.80848229e-02 -3.57938820e+01  2.99999709e+00 -4.13738021e+00  8.36505899e+01 -1.00000008e-03 -3.97709800e+00 
 7.80848230e-02 -3.57938948e+01  2.99999757e+00 -4.13738500e+00  8.36505858e+01 -1.00000008e-03 -3.97709942e+00 
 7.80848232e-02 -3.57939203e+01  2.99999853e+00 -4.13739457e+00  8.36505775e+01 -1.00000008e-03 -3.97710225e+00 
 7.80848234e-02 -3.57939458e+01  2.99999866e+00 -4.13739575e+00  8.36505764e+01  7.15126413e+00 -3.97710509e+00 
 7.80848236e-02 -3.57939777e+01  2.99999776e+00 -4.13738675e+00  8.36505839e+01  7.13845946e+00 -3.97710863e+00 
 7.80848239e-02 -3.57940096e+01  2.99999686e+00 -4.13737774e+00  8.36505914e+01  7.13738413e+00 -3.97711218e+00 
 7.80848239e-02 -3.57940160e+01  2.99999668e+00 -4.13737594e+00  8.36505929e+01  7.13737254e+00 -3.97711289e+00 
 7.80848240e-02 -3.57940287e+01  2.99999632e+00 -4.13737234e+00  8.36505959e+01  7.13736857e+00 -3.97711431e+00 
 7.80848242e-02 -3.57940543e+01  2.99999561e+00 -4.13736513e+00  8.36506019e+01  7.13736065e+00 -3.97711714e+00 
 7.80848246e-02 -3.57941053e+01  2.99999417e+00 -4.13735072e+00  8.36506139e+01  7.13734482e+00 -3.97712281e+00 
 7.80848254e-02 -3.57942073e+01  2.99999130e+00 -4.13732190e+00  8.36506379e+01  7.13731312e+00 -3.97713415e+00 
 7.80848270e-02 -3.57944113e+01  2.99998556e+00 -4.13726427e+00  8.36506859e+01  7.13724974e+00 -3.97715682e+00 
 7.80848302e-02 -3.57948191e+01  2.99997408e+00 -4.13714899e+00  8.36507819e+01  7.13712298e+00 -3.97720212e+00 
 7.80848366e-02 -3.57956333e+01  2.99995111e+00 -4.13691843e+00  8.36509739e+01  7.13686946e+00 -3.97729258e+00 
 7.80848494e-02 -3.57972568e+01  2.99990519e+00 -4.13645730e+00  8.36513579e+01  7.13636240e+00 -3.97747297e+00 
 7.80848750e-02 -3.58004841e+01  2.99981333e+00 -4.13553497e+00  8.36521258e+01  7.13534822e+00 -3.97783157e+00 
 7.80849262e-02 -3.58068608e+01  2.99962961e+00 -4.13369007e+00  8.36536617e+01  7.13331960e+00 -3.97854009e+00 
 7.80850286e-02 -3.58193031e+01  2.99926215e+00 -4.12999931e+00  8.36567331e+01  7.12926138e+00 -3.97992257e+00 
 7.80851849e-02 -3.58374969e+01  2.99870140e+00 -4.12436527e+00  8.36614190e+01  7.12306658e+00 -3.98194410e+00 
 7.80853411e-02 -3.58547447e+01  2.99814056e+00 -4.11872846e+00  8.36661041e+01  7.11686894e+00 -3.98386052e+00 
 7.80854974e-02 -3.58710591e+01  2.99757966e+00 -4.11308904e+00  8.36707882e+01  7.11066861e+00 -3.98567324e+00 
 7.80856536e-02 -3.58864527e+01  2.99701868e+00 -4.10744714e+00  8.36754715e+01  7.10446574e+00 -3.98738363e+00 
 7.80858099e-02 -3.59009378e+01  2.99645763e+00 -4.10180291e+00  8.36801539e+01  7.09826046e+00 -3.98899308e+00 
 7.80859661e-02 -3.59145265e+01  2.99589651e+00 -4.09615649e+00  8.36848354e+01  7.09205291e+00 -3.99050294e+00 
 7.80861224e-02 -3.59272309e+01  2.99533531e+00 -4.09050801e+00  8.36895161e+01  7.08584325e+00 -3.99191455e+00 
 7.80862786e-02 -3.59390630e+01  2.99477405e+00 -4.08485763e+00  8.36941958e+01  7.07963159e+00 -3.99322922e+00 
 7.80864349e-02 -3.59500345e+01  2.99421271e+00 -4.07920547e+00  8.36988747e+01  7.07341809e+00 -3.99444827e+00 
 7.80865911e-02 -3.59601569e+01  2.99365129e+00 -4.07355166e+00  8.37035528e+01  7.06720287e+00 -3.99557298e+00 
 7.80867474e-02 -3.59694417e+01  2.99308981e+00 -4.06789634e+00  8.37082299e+01  7.06098606e+00 -3.99660463e+00 
 7.80869036e-02 -3.59779003e+01  2.99252825e+00 -4.06223964e+00  8.37129062e+01  7.05476780e+00 -3.99754447e+00 
 7.80870599e-02 -3.59855438e+01  2.99196661e+00 -4.05658168e+00  8.37175816e+01  7.04854821e+00 -3.99839375e+00 
 7.80872161e-02 -3.59923832e+01  2.99140491e+00 -4.05092260e+00  8.37222561e+01  7.04232742e+00 -3.99915369e+00 
 7.80873724e-02 -3.59984296e+01  2.99084313e+00 -4.04526251e+00  8.37269297e+01  7.03610556e+00 -3.99982551e+00 
 7.80875286e-02 -3.60036936e+01  2.99028128e+00 -4.03960154e+00  8.37316024e+01  7.02988274e+00 -4.00041040e+00 
 7.80876849e-02 -3.60081859e+01  2.98971936e+00 -4.03393982e+00  8.37362743e+01  7.02365909e+00 -4.00090954e+00 
 7.80878411e-02 -3.60119169e+01  2.98915736e+00 -4.02827745e+00  8.37409453e+01  7.01743473e+00 -4.00132410e+00 
 7.80879974e-02 -3.60148972e+01  2.98859530e+00 -4.02261456e+00  8.37456154e+01  7.01120978e+00 -4.00165524e+00 
 7.80881536e-02 -3.60171368e+01  2.98803316e+00 -4.01695127e+00  8.37502847e+01  7.00498435e+00 -4.00190409e+00 
 7.80883099e-02 -3.60186460e+01  2.98747094e+00 -4.01128770e+00  8.37549530e+01  6.99875855e+00 -4.00207178e+00 
 7.80884661e-02 -3.60194348e+01  2.98690866e+00 -4.00562394e+00  8.37596205e+01  6.99253251e+00 -4.00215942e+00 
 7.80886224e-02 -3.60195129e+01  2.98634630e+00 -3.99996012e+00  8.37642871e+01  6.98630634e+00 -4.00216810e+00 
 7.80887786e-02 -3.60188902e+01  2.98578387e+00 -3.99429635e+00  8.37689529e+01  6.98008013e+00 -4.00209892e+00 
 7.80889349e-02 -3.60175764e+01  2.98522137e+00 -3.98863273e+00  8.37736177e+01  6.97385401e+00 -4.00195293e+00 
 7.80890911e-02 -3.60155808e+01  2.98465879e+00 -3.98296937e+00  8.37782817e+01  6.96762808e+00 -4.00173120e+00 
 7.80892474e-02 -3.60129130e+01  2.98409614e+00 -3.97730638e+00  8.37829448e+01  6.96140244e+00 -4.00143478e+00 
 7.80894036e-02 -3.60095822e+01  2.98353342e+00 -3.97164387e+00  8.37876070e+01  6.95517720e+00 -4.00106468e+00 
 7.80895599e-02 -3.60055975e+01  2.98297063e+00 -3.96598193e+00  8.37922683e+01  6.94895247e+00 -4.00062194e+00 
 7.80897161e-02 -3.60009680e+01  2.98240776e+00 -3.96032066e+00  8.37969288e+01  6.94272834e+00 -4.00010756e+00 
 7.80898724e-02 -3.59957027e+01  2.98184482e+00 -3.95466017e+00  8.38015883e+01  6.93650491e+00 -3.99952252e+00 
 7.80900286e-02 -3.59898104e+01  2.98128181e+00 -3.94900056e+00  8.38062470e+01  6.93028229e+00 -3.99886782e+00 
 7.80901849e-02 -3.59832998e+01  2.98071873e+00 -3.94334192e+00  8.38109048e+01  6.92406057e+00 -3.99814442e+00 
 7.80903411e-02 -3.59761795e+01  2.98015557e+00 -3.93768435e+00  8.38155618e+01  6.91783984e+00 -3.99735328e+00 
 7.80904974e-02 -3.59684581e+01  2.97959235e+00 -3.93202794e+00  8.38202178e+01  6.91162021e+00 -3.99649534e+00 
 7.80906536e-02 -3.59601438e+01  2.97902905e+00 -3.92637279e+00  8.38248730e+01  6.90540175e+00 -3.99557154e+00 
 7.80908099e-02 -3.59512451e+01  2.97846567e+00 -3.92071899e+00  8.38295273e+01  6.89918458e+00 -3.99458279e+00 
 7.80909661e-02 -3.59417702e+01  2.97790223e+00 -3.91506662e+00  8.38341807e+01  6.89296877e+00 -3.99353002e+00 
 7.80911224e-02 -3.59317270e+01  2.97733871e+00 -3.90941579e+00  8.38388332e+01  6.88675442e+00 -3.99241411e+00 
 7.80912786e-02 -3.59211237e+01  2.97677512e+00 -3.90376657e+00  8.38434849e+01  6.88054161e+00 -3.99123596e+00 
 7.80914349e-02 -3.59099680e+01  2.97621146e+00 -3.89811905e+00  8.38481357e+01  6.87433043e+00 -3.98999645e+00 
 7.80915911e-02 -3.58982679e+01  2.97564773e+00 -3.89247333e+00  8.38527855e+01  6.86812097e+00 -3.98869644e+00 
 7.80917474e-02 -3.58860310e+01  2.97508392e+00 -3.88682948e+00  8.38574346e+01  6.86191331e+00 -3.98733678e+00 
 7.80919036e-02 -3.58732649e+01  2.97452004e+00 -3.88118758e+00  8.38620827e+01  6.85570754e+00 -3.98591832e+00 
 7.80920599e-02 -3.58599771e+01  2.97395609e+00 -3.87554772e+00  8.38667299e+01  6.84950373e+00 -3.98444190e+00 
 7.80922161e-02 -3.58461751e+01  2.97339207e+00 -3.86990999e+00  8.38713763e+01  6.84330197e+00 -3.98290834e+00 
 7.80923724e-02 -3.58318661e+01  2.97282797e+00 -3.86427445e+00  8.38760218e+01  6.83710234e+00 -3.98131846e+00 
 7.80925286e-02 -3.58170575e+01  2.97226380e+00 -3.85864119e+00  8.38806664e+01  6.83090491e+00 -3.97967305e+00 
 7.80926849e-02 -3.58017563e+01  2.97169956e+00 -3.85301029e+00  8.38853101e+01  6.82470977e+00 -3.97797292e+00 
 7.80928411e-02 -3.57859696e+01  2.97113525e+00 -3.84738182e+00  8.38899529e+01  6.81851699e+00 -3.97621884e+00 
 7.80929974e-02 -3.57697043e+01  2.97057087e+00 -3.84175586e+00  8.38945949e+01  6.81232664e+00 -3.97441159e+00 
 7.80931536e-02 -3.57529675e+01  2.97000641e+00 -3.83613248e+00  8.38992360e+01  6.80613881e+00 -3.97255194e+00 
 7.80933099e-02 -3.57357658e+01  2.96944188e+00 -3.83051176e+00  8.39038762e+01  6.79995355e+00 -3.97064064e+00 
 7.80934661e-02 -3.57181059e+01  2.96887728e+00 -3.82489376e+00  8.39085155e+01  6.79377095e+00 -3.96867844e+00 
 7.80936081e-02 -3.57016721e+01  2.96836433e+00 -3.81979279e+00  8.39127291e+01  6.78815704e+00 -3.96685246e+00 
 7.80937500e-02 -3.56848707e+01  2.96785133e+00 -3.81469419e+00  8.39169419e+01  6.78254543e+00 -3.96498563e+00 
 7.80937501e-02 -3.56848587e+01  2.96785097e+00 -3.81469060e+00  8.39169449e+01  6.78254148e+00 -3.96498430e+00 
 7.80937503e-02 -3.56848348e+01  2.96785025e+00 -3.81468341e+00  8.39169508e+01  6.78253358e+00 -3.96498164e+00 
 7.80937504e-02 -3.56848288e+01  2.96785006e+00 -3.81468162e+00  8.39169523e+01  6.78253170e+00 -3.96498098e+00 
 7.80937504e-02 -3.56848183e+01  2.96784975e+00 -3.81467847e+00  8.39169549e+01  6.78252819e+00 -3.96497981e+00 
 7.80937505e-02 -3.56848067e+01  2.96784981e+00 -3.81467907e+00  8.39169545e+01 -1.00000008e-03 -3.96497853e+00 
 7.80937507e-02 -3.56847835e+01  2.96785074e+00 -3.81468842e+00  8.39169471e+01 -1.00000008e-03 -3.96497595e+00 
 7.80937510e-02 -3.56847510e+01  2.96785204e+00 -3.81470153e+00  8.39169367e+01 -1.00000008e-03 -3.96497234e+00 
 7.80937510e-02 -3.56847464e+01  2.96785223e+00 -3.81470340e+00  8.39169353e+01 -1.00000008e-03 -3.96497182e+00 
 7.80937511e-02 -3.56847371e+01  2.96785260e+00 -3.81470714e+00  8.39169323e+01 -1.00000008e-03 -3.96497079e+00 
 7.80937513e-02 -3.56847186e+01  2.96785334e+00 -3.81471461e+00  8.39169264e+01 -1.00000008e-03 -3.96496873e+00 
 7.80937516e-02 -3.56846815e+01  2.96785483e+00 -3.81472956e+00  8.39169146e+01 -1.00000008e-03 -3.96496461e+00 
 7.80937522e-02 -3.56846073e+01  2.96785781e+00 -3.81475947e+00  8.39168909e+01 -1.00000008e-03 -3.96495637e+00 
 7.80937534e-02 -3.56844591e+01  2.96786376e+00 -3.81481928e+00  8.39168436e+01 -1.00000008e-03 -3.96493990e+00 
 7.80937559e-02 -3.56841628e+01  2.96787566e+00 -3.81493889e+00  8.39167489e+01 -1.00000008e-03 -3.96490698e+00 
 7.80937609e-02 -3.56835712e+01  2.96789947e+00 -3.81517813e+00  8.39165597e+01 -1.00000008e-03 -3.96484124e+00 
 7.80937708e-02 -3.56823915e+01  2.96794709e+00 -3.81565660e+00  8.39161811e+01 -1.00000008e-03 -3.96471017e+00 
 7.80937906e-02 -3.56800467e+01  2.96804232e+00 -3.81661358e+00  8.39154238e+01 -1.00000008e-03 -3.96444963e+00 
 7.80938303e-02 -3.56754146e+01  2.96823278e+00 -3.81852762e+00  8.39139086e+01 -1.00000008e-03 -3.96393495e+00 
 7.80939097e-02 -3.56663797e+01  2.96861371e+00 -3.82235606e+00  8.39108759e+01 -1.00000008e-03 -3.96293108e+00 
 7.80940659e-02 -3.56494775e+01  2.96936371e+00 -3.82989512e+00  8.39048960e+01 -1.00000008e-03 -3.96105306e+00 
 7.80942222e-02 -3.56337389e+01  2.97011371e+00 -3.83743579e+00  8.38989043e+01 -1.00000008e-03 -3.95930432e+00 
 7.80943784e-02 -3.56191481e+01  2.97086371e+00 -3.84497789e+00  8.38929009e+01 -1.00000008e-03 -3.95768312e+00 
 7.80945347e-02 -3.56056895e+01  2.97161371e+00 -3.85252125e+00  8.38868856e+01 -1.00000008e-03 -3.95618772e+00 
 7.80946909e-02 -3.55933476e+01  2.97236371e+00 -3.86006568e+00  8.38808586e+01 -1.00000008e-03 -3.95481640e+00 
 7.80948472e-02 -3.55821074e+01  2.97311371e+00 -3.86761101e+00  8.38748198e+01 -1.00000008e-03 -3.95356749e+00 
 7.80950034e-02 -3.55719537e+01  2.97386371e+00 -3.87515707e+00  8.38687692e+01 -1.00000008e-03 -3.95243930e+00 
 7.80951597e-02 -3.55628717e+01  2.97461371e+00 -3.88270368e+00  8.38627068e+01 -1.00000008e-03 -3.95143019e+00 
 7.80953159e-02 -3.55548469e+01  2.97536371e+00 -3.89025068e+00  8.38566326e+01 -1.00000008e-03 -3.95053854e+00 
 7.80954722e-02 -3.55478646e+01  2.97611371e+00 -3.89779790e+00  8.38505466e+01 -1.00000008e-03 -3.94976273e+00 
 7.80956284e-02 -3.55419106e+01  2.97686371e+00 -3.90534519e+00  8.38444489e+01 -1.00000008e-03 -3.94910118e+00 
 7.80957847e-02 -3.55369708e+01  2.97761371e+00 -3.91289237e+00  8.38383393e+01 -1.00000008e-03 -3.94855231e+00 
 7.80959409e-02 -3.55330313e+01  2.97836371e+00 -3.92043929e+00  8.38322180e+01 -1.00000008e-03 -3.94811459e+00 
 7.80960972e-02 -3.55300782e+01  2.97911371e+00 -3.92798579e+00  8.38260848e+01 -1.00000008e-03 -3.94778647e+00 
 7.80962534e-02 -3.55280980e+01  2.97986371e+00 -3.93553171e+00  8.38199399e+01 -1.00000008e-03 -3.94756644e+00 
 7.80964097e-02 -3.55270772e+01  2.98061371e+00 -3.94307691e+00  8.38137832e+01 -1.00000008e-03 -3.94745303e+00 
 7.80965659e-02 -3.55270026e+01  2.98136371e+00 -3.95062123e+00  8.38076146e+01 -1.00000008e-03 -3.94744473e+00 
 7.80967222e-02 -3.55278610e+01  2.98211371e+00 -3.95816453e+00  8.38014343e+01 -1.00000008e-03 -3.94754012e+00 
 7.80968784e-02 -3.55296396e+01  2.98286371e+00 -3.96570665e+00  8.37952423e+01 -1.00000008e-03 -3.94773773e+00 
 7.80970347e-02 -3.55323255e+01  2.98361371e+00 -3.97324746e+00  8.37890384e+01 -1.00000008e-03 -3.94803616e+00 
 7.80971909e-02 -3.55359060e+01  2.98436371e+00 -3.98078680e+00  8.37828227e+01 -1.00000008e-03 -3.94843400e+00 
 7.80973472e-02 -3.55403688e+01  2.98511371e+00 -3.98832455e+00  8.37765953e+01 -1.00000008e-03 -3.94892987e+00 
 7.80975034e-02 -3.55457015e+01  2.98586371e+00 -3.99586055e+00  8.37703561e+01 -1.00000008e-03 -3.94952239e+00 
 7.80976597e-02 -3.55518920e+01  2.98661371e+00 -4.00339468e+00  8.37641051e+01 -1.00000008e-03 -3.95021022e+00 
 7.80978159e-02 -3.55589282e+01  2.98736371e+00 -4.01092680e+00  8.37578424e+01 -1.00000008e-03 -3.95099202e+00 
 7.80979722e-02 -3.55667982e+01  2.98811371e+00 -4.01845678e+00  8.37515678e+01 -1.00000008e-03 -3.95186647e+00 
 7.80981284e-02 -3.55754904e+01  2.98886371e+00 -4.02598448e+00  8.37452816e+01 -1.00000008e-03 -3.95283227e+00 
 7.80982847e-02 -3.55849931e+01  2.98961371e+00 -4.03350977e+00  8.37389835e+01 -1.00000008e-03 -3.95388813e+00 
 7.80984409e-02 -3.55952950e+01  2.99036371e+00 -4.04103254e+00  8.37326737e+01 -1.00000008e-03 -3.95503278e+00 
 7.80985972e-02 -3.56063848e+01  2.99111371e+00 -4.04855264e+00  8.37263522e+01 -1.00000008e-03 -3.95626497e+00 
 7.80987534e-02 -3.56182512e+01  2.99186371e+00 -4.05606997e+00  8.37200189e+01 -1.00000008e-03 -3.95758347e+00 
 7.80989097e-02 -3.56308833e+01  2.99261371e+00 -4.06358438e+00  8.37136738e+01 -1.00000008e-03 -3.95898703e+00 
 7.80990659e-02 -3.56442702e+01  2.99336371e+00 -4.07109578e+00  8.37073170e+01 -1.00000008e-03 -3.96047447e+00 
 7.80992222e-02 -3.56584012e+01  2.99411371e+00 -4.07860403e+00  8.37009485e+01 -1.00000008e-03 -3.96204458e+00 
 7.80993784e-02 -3.56732656e+01  2.99486371e+00 -4.08610902e+00  8.36945683e+01 -1.00000008e-03 -3.96369618e+00 
 7.80995347e-02 -3.56888530e+01  2.99561371e+00 -4.09361063e+00  8.36881763e+01 -1.00000008e-03 -3.96542811e+00 
 7.80996909e-02 -3.57051530e+01  2.99636371e+00 -4.10110875e+00  8.36817726e+01 -1.00000008e-03 -3.96723922e+00 
 7.80998472e-02 -3.57221554e+01  2.99711371e+00 -4.10860327e+00  8.36753572e+01 -1.00000008e-03 -3.96912838e+00 
 7.81000034e-02 -3.57398501e+01  2.99786371e+00 -4.11609407e+00  8.36689301e+01 -1.00000008e-03 -3.97109446e+00 
 7.81001597e-02 -3.57582272e+01  2.99861371e+00 -4.12358105e+00  8.36624913e+01 -1.00000008e-03 -3.97313635e+00 
 7.81003038e-02 -3.57757713e+01  2.99930538e+00 -4.13048221e+00  8.36565430e+01 -1.00000008e-03 -3.97508570e+00 
 7.81004479e-02 -3.57938797e+01  2.99999704e+00 -4.13737995e+00  8.36505846e+01 -1.00000008e-03 -3.97709774e+00 
 7.81004480e-02 -3.57938925e+01  2.99999752e+00 -4.13738473e+00  8.36505805e+01 -1.00000008e-03 -3.97709916e+00 
 7.81004482e-02 -3.57939180e+01  2.99999848e+00 -4.13739430e+00  8.36505722e+01 -1.00000008e-03 -3.97710200e+00 
 7.81004484e-02 -3.57939435e+01  2.99999860e+00 -4.13739549e+00  8.36505711e+01  7.15126383e+00 -3.97710483e+00 
 7.81004486e-02 -3.57939754e+01  2.99999770e+00 -4.13738648e+00  8.36505786e+01  7.13845913e+00 -3.97710838e+00 
 7.81004489e-02 -3.57940073e+01  2.99999681e+00 -4.13737748e+00  8.36505861e+01  7.13738380e+00 -3.97711192e+00 
 7.81004489e-02 -3.57940137e+01  2.99999663e+00 -4.13737567e+00  8.36505876e+01  7.13737221e+00 -3.97711263e+00 
 7.81004490e-02 -3.57940264e+01  2.99999627e+00 -4.13737207e+00  8.36505906e+01  7.13736825e+00 -3.97711405e+00 
 7.81004492e-02 -3.57940520e+01  2.99999555e+00 -4.13736487e+00  8.36505966e+01  7.13736033e+00 -3.97711689e+00 
 7.81004496e-02 -3.57941030e+01  2.99999412e+00 -4.13735046e+00  8.36506086e+01  7.13734450e+00 -3.97712256e+00 
 7.81004504e-02 -3.57942050e+01  2.99999125e+00 -4.13732164e+00  8.36506326e+01  7.13731280e+00 -3.97713389e+00 
