 time            v(vout)         @l1[i]          v(ns1)         
 1.36055616e-03  8.95396604e+00  3.61534147e+00 -1.70088440e+00 
 1.36058648e-03  8.95370432e+00  3.61211090e+00 -1.70085926e+00 
 1.36064712e-03  8.95317805e+00  3.60565003e+00 -1.70080832e+00 
 1.36076840e-03  8.95211425e+00  3.59273195e+00 -1.69641139e+00 
 1.36079516e-03  8.95187737e+00  3.59045328e+00  4.33775219e-01 
 1.36084866e-03  8.95140307e+00  3.58813849e+00  8.81635666e+00 
 1.36086203e-03  8.95128439e+00  3.58834917e+00  1.05263985e+01 
 1.36088878e-03  8.95104714e+00  3.58909697e+00  1.29667370e+01 
 1.36089547e-03  8.95098788e+00  3.58939619e+00  1.34252982e+01 
 1.36090885e-03  8.95086941e+00  3.59004597e+00  1.41924565e+01 
 1.36093560e-03  8.95063278e+00  3.59158132e+00  1.51879960e+01 
 1.36098910e-03  8.95016100e+00  3.59520929e+00  1.62748640e+01 
 1.36105846e-03  8.94955273e+00  3.60063193e+00  1.72614338e+01 
 1.36114519e-03  8.94879803e+00  3.60832963e+00  1.83865107e+01 
 1.36129153e-03  8.94754203e+00  3.62322540e+00  1.98684348e+01 
 1.36137893e-03  8.94680297e+00  3.63280114e+00  1.99373871e+01 
 1.36146327e-03  8.94609809e+00  3.64207797e+00  1.99550558e+01 
 1.36154886e-03  8.94539104e+00  3.65150520e+00  1.99650484e+01 
 1.36172004e-03  8.94400207e+00  3.67037703e+00  1.99732531e+01 
 1.36206240e-03  8.94132456e+00  3.70815402e+00  1.99804589e+01 
 1.36246240e-03  8.93836582e+00  3.75232186e+00  1.99831540e+01 
 1.36286240e-03  8.93558953e+00  3.79651000e+00  1.99848694e+01 
 1.36326240e-03  8.93299539e+00  3.84071336e+00  1.99853965e+01 
 1.36366240e-03  8.93058310e+00  3.88492916e+00  1.99860799e+01 
 1.36406240e-03  8.92835233e+00  3.92915567e+00  1.99861119e+01 
 1.36446240e-03  8.92630277e+00  3.97339151e+00  1.99864658e+01 
 1.36486240e-03  8.92443409e+00  4.01763561e+00  1.99863181e+01 
 1.36526240e-03  8.92274595e+00  4.06188694e+00  1.99865283e+01 
 1.36566240e-03  8.92123803e+00  4.10614461e+00  1.99862927e+01 
 1.36606240e-03  8.91990999e+00  4.15040777e+00  1.99864348e+01 
 1.36646240e-03  8.91876149e+00  4.19467561e+00  1.99861536e+01 
 1.36686240e-03  8.91779218e+00  4.23894732e+00  1.99862588e+01 
 1.36726240e-03  8.91700172e+00  4.28322216e+00  1.99859525e+01 
 1.36766240e-03  8.91638977e+00  4.32749936e+00  1.99860369e+01 
 1.36806240e-03  8.91595598e+00  4.37177817e+00  1.99857163e+01 
 1.36846240e-03  8.91570000e+00  4.41605787e+00  1.99857886e+01 
 1.36886240e-03  8.91562147e+00  4.46033772e+00  1.99854598e+01 
 1.36926240e-03  8.91572004e+00  4.50461701e+00  1.99855249e+01 
 1.36966240e-03  8.91599535e+00  4.54889501e+00  1.99851913e+01 
 1.37006240e-03  8.91644704e+00  4.59317101e+00  1.99852522e+01 
 1.37046240e-03  8.91707475e+00  4.63744430e+00  1.99849157e+01 
 1.37086240e-03  8.91787811e+00  4.68171418e+00  1.99849741e+01 
 1.37126240e-03  8.91885676e+00  4.72597993e+00  1.99846360e+01 
 1.37166240e-03  8.92001034e+00  4.77024085e+00  1.99846929e+01 
 1.37206240e-03  8.92133846e+00  4.81449625e+00  1.99843539e+01 
 1.37246240e-03  8.92284077e+00  4.85874542e+00  1.99844099e+01 
 1.37286240e-03  8.92451688e+00  4.90298766e+00  1.99840703e+01 
 1.37326240e-03  8.92636641e+00  4.94722229e+00  1.99841258e+01 
 1.37366240e-03  8.92838900e+00  4.99144860e+00  1.99837860e+01 
 1.37406240e-03  8.93058425e+00  5.03566591e+00  1.99838411e+01 
 1.37446240e-03  8.93295180e+00  5.07987352e+00  1.99835013e+01 
 1.37486240e-03  8.93549124e+00  5.12407075e+00  1.99835562e+01 
 1.37526240e-03  8.93820220e+00  5.16825691e+00  1.99832163e+01 
 1.37566240e-03  8.94108429e+00  5.21243131e+00  1.99832711e+01 
 1.37606240e-03  8.94413712e+00  5.25659327e+00  1.99829314e+01 
 1.37646240e-03  8.94736030e+00  5.30074211e+00  1.99829861e+01 
 1.37686240e-03  8.95075342e+00  5.34487715e+00  1.99826464e+01 
 1.37726240e-03  8.95431610e+00  5.38899771e+00  1.99827011e+01 
 1.37766240e-03  8.95804794e+00  5.43310310e+00  1.99823616e+01 
 1.37806240e-03  8.96194853e+00  5.47719267e+00  1.99824163e+01 
 1.37846240e-03  8.96601748e+00  5.52126572e+00  1.99820770e+01 
 1.37886240e-03  8.97025439e+00  5.56532159e+00  1.99821317e+01 
 1.37926240e-03  8.97465884e+00  5.60935962e+00  1.99817925e+01 
 1.37966240e-03  8.97923042e+00  5.65337912e+00  1.99818473e+01 
 1.37988120e-03  8.98180165e+00  5.67744955e+00  1.99815727e+01 
 1.38010000e-03  8.98442269e+00  5.70151414e+00  1.99816918e+01 
 1.38011000e-03  8.98454372e+00  5.70261384e+00  1.99816309e+01 
 1.38013000e-03  8.98478600e+00  5.70481324e+00  1.99816728e+01 
 1.38016500e-03  8.98521098e+00  5.70866206e+00  1.99815931e+01 
 1.38020000e-03  8.98563724e+00  5.71251067e+00  1.99812850e+01 
 1.38020700e-03  8.98572267e+00  5.71328035e+00  1.99811492e+01 
 1.38022100e-03  8.98589363e+00  5.71481968e+00  1.99808779e+01 
 1.38024900e-03  8.98623616e+00  5.71789814e+00  1.99802974e+01 
 1.38030500e-03  8.98692366e+00  5.72405425e+00  1.99789556e+01 
 1.38041700e-03  8.98830843e+00  5.73636246e+00  1.99752205e+01 
 1.38064100e-03  8.99111694e+00  5.76094771e+00  1.99553237e+01 
 1.38085780e-03  8.99388324e+00  5.78344637e+00  1.87845735e+01 
 1.38106244e-03  8.99652610e+00  5.79473538e+00  1.02390511e+01 
 1.38125567e-03  8.99902125e+00  5.78558589e+00 -1.71348708e+00 
 1.38143298e-03  9.00128371e+00  5.76659068e+00 -1.71251036e+00 
 1.38163485e-03  9.00381618e+00  5.74495934e+00 -1.71330806e+00 
 1.38184440e-03  9.00639611e+00  5.72250011e+00 -1.71211761e+00 
 1.38224440e-03  9.01118276e+00  5.67961465e+00 -1.71303433e+00 
 1.38264440e-03  9.01578844e+00  5.63671117e+00 -1.71173208e+00 
 1.38304440e-03  9.02021344e+00  5.59379020e+00 -1.71275352e+00 
 1.38344440e-03  9.02445806e+00  5.55085246e+00 -1.71144229e+00 
 1.38384440e-03  9.02852258e+00  5.50789891e+00 -1.71235622e+00 
 1.38424440e-03  9.03240731e+00  5.46493029e+00 -1.71102285e+00 
 1.38464440e-03  9.03611254e+00  5.42194728e+00 -1.71196278e+00 
 1.38504440e-03  9.03963859e+00  5.37895063e+00 -1.71060832e+00 
 1.38544440e-03  9.04298575e+00  5.33594104e+00 -1.71156128e+00 
 1.38584440e-03  9.04615433e+00  5.29291927e+00 -1.71018519e+00 
 1.38624440e-03  9.04914464e+00  5.24988600e+00 -1.71115320e+00 
 1.38664440e-03  9.05195699e+00  5.20684198e+00 -1.70975490e+00 
 1.38704440e-03  9.05459170e+00  5.16378810e+00 -1.71063520e+00 
 1.38744440e-03  9.05704909e+00  5.12072515e+00 -1.70919811e+00 
 1.38784440e-03  9.05932947e+00  5.07765358e+00 -1.71021020e+00 
 1.38824440e-03  9.06143316e+00  5.03457413e+00 -1.70874865e+00 
 1.38864440e-03  9.06336049e+00  4.99148749e+00 -1.70977788e+00 
 1.38904440e-03  9.06511178e+00  4.94839441e+00 -1.70829104e+00 
 1.38944440e-03  9.06668736e+00  4.90529556e+00 -1.70933776e+00 
 1.38984440e-03  9.06808756e+00  4.86219168e+00 -1.70782507e+00 
 1.39024440e-03  9.06931271e+00  4.81908345e+00 -1.70889056e+00 
 1.39064440e-03  9.07036315e+00  4.77597161e+00 -1.70735046e+00 
 1.39104440e-03  9.07123920e+00  4.73285684e+00 -1.70843508e+00 
 1.39144440e-03  9.07194121e+00  4.68973987e+00 -1.70686691e+00 
 1.39184440e-03  9.07246953e+00  4.64662138e+00 -1.70797139e+00 
 1.39224440e-03  9.07282448e+00  4.60350210e+00 -1.70637411e+00 
 1.39264440e-03  9.07300642e+00  4.56038269e+00 -1.70749922e+00 
 1.39304440e-03  9.07301569e+00  4.51726390e+00 -1.70587175e+00 
 1.39344440e-03  9.07285264e+00  4.47414639e+00 -1.70701829e+00 
 1.39384440e-03  9.07251763e+00  4.43103089e+00 -1.70535946e+00 
 1.39424440e-03  9.07201100e+00  4.38791806e+00 -1.70652829e+00 
 1.39464440e-03  9.07133310e+00  4.34480864e+00 -1.70483690e+00 
 1.39504440e-03  9.07048431e+00  4.30170327e+00 -1.70602890e+00 
 1.39544440e-03  9.06946497e+00  4.25860271e+00 -1.70430366e+00 
 1.39584440e-03  9.06827545e+00  4.21550758e+00 -1.70551980e+00 
 1.39624440e-03  9.06691611e+00  4.17241864e+00 -1.70375935e+00 
 1.39664440e-03  9.06538732e+00  4.12933651e+00 -1.70500063e+00 
 1.39704440e-03  9.06368944e+00  4.08626195e+00 -1.70320351e+00 
 1.39744440e-03  9.06182284e+00  4.04319558e+00 -1.70447101e+00 
 1.39784440e-03  9.05978790e+00  4.00013814e+00 -1.70263569e+00 
 1.39824440e-03  9.05758498e+00  3.95709026e+00 -1.70393054e+00 
 1.39864440e-03  9.05521447e+00  3.91405269e+00 -1.70205539e+00 
 1.39904440e-03  9.05267674e+00  3.87102604e+00 -1.70337882e+00 
 1.39944440e-03  9.04997216e+00  3.82801106e+00 -1.70146209e+00 
 1.39972220e-03  9.04799585e+00  3.79814432e+00 -1.70290174e+00 
 1.40000000e-03  9.04593938e+00  3.76828376e+00 -1.70104219e+00 
 1.40001000e-03  9.04586381e+00  3.76720899e+00 -1.70188977e+00 
 1.40003000e-03  9.04571246e+00  3.76505945e+00 -1.70190005e+00 
 1.40006500e-03  9.04544660e+00  3.76129783e+00 -1.70191312e+00 
 1.40010000e-03  9.04517946e+00  3.75753630e+00 -1.70192743e+00 
 1.40010700e-03  9.04512586e+00  3.75678401e+00 -1.70192068e+00 
 1.40012100e-03  9.04501855e+00  3.75527943e+00 -1.70190867e+00 
 1.40014900e-03  9.04480332e+00  3.75227032e+00 -1.70188422e+00 
 1.40020500e-03  9.04437042e+00  3.74625231e+00 -1.70183616e+00 
 1.40031700e-03  9.04349488e+00  3.73421710e+00 -1.70174072e+00 
 1.40054100e-03  9.04170486e+00  3.71014999e+00 -1.70155412e+00 
 1.40055616e-03  9.04158172e+00  3.70852130e+00 -1.70154082e+00 
 1.40058648e-03  9.04133496e+00  3.70526397e+00 -1.70151612e+00 
 1.40064712e-03  9.04083859e+00  3.69874955e+00 -1.70146608e+00 
 1.40076840e-03  9.03983445e+00  3.68572426e+00 -1.69717189e+00 
 1.40079872e-03  9.03958082e+00  3.68330117e+00  1.04802429e+00 
 1.40085937e-03  9.03907299e+00  3.68115496e+00  9.95221189e+00 
 1.40087453e-03  9.03894596e+00  3.68154864e+00  1.16357312e+01 
 1.40090485e-03  9.03869209e+00  3.68267230e+00  1.38537745e+01 
 1.40096549e-03  9.03818585e+00  3.68615406e+00  1.57062588e+01 
 1.40102764e-03  9.03766959e+00  3.69062325e+00  1.67499280e+01 
 1.40109953e-03  9.03707645e+00  3.69651835e+00  1.77259389e+01 
 1.40122415e-03  9.03605976e+00  3.70834956e+00  1.93352827e+01 
 1.40133240e-03  9.03518971e+00  3.71980951e+00  1.99089829e+01 
 1.40140592e-03  9.03460622e+00  3.72781634e+00  1.99418852e+01 
 1.40144207e-03  9.03432154e+00  3.73176126e+00  1.99503387e+01 
 1.40148007e-03  9.03402393e+00  3.73591007e+00  1.99560505e+01 
 1.40155606e-03  9.03343362e+00  3.74421329e+00  1.99641534e+01 
 1.40169380e-03  9.03238029e+00  3.75927543e+00  1.99716522e+01 
 1.40196929e-03  9.03033803e+00  3.78942380e+00  1.99785331e+01 
 1.40236929e-03  9.02752548e+00  3.83322977e+00  1.99823150e+01 
 1.40276929e-03  9.02489363e+00  3.87705782e+00  1.99841288e+01 
 1.40316929e-03  9.02244222e+00  3.92090138e+00  1.99849887e+01 
 1.40356929e-03  9.02017092e+00  3.96475730e+00  1.99855839e+01 
 1.40396929e-03  9.01807943e+00  4.00862363e+00  1.99858332e+01 
 1.40436929e-03  9.01616743e+00  4.05249891e+00  1.99860527e+01 
 1.40476929e-03  9.01443459e+00  4.09638198e+00  1.99860838e+01 
 1.40516929e-03  9.01288058e+00  4.14027183e+00  1.99861551e+01 
 1.40556929e-03  9.01150508e+00  4.18416754e+00  1.99860855e+01 
 1.40596929e-03  9.01030773e+00  4.22806825e+00  1.99860834e+01 
 1.40636929e-03  9.00928822e+00  4.27197315e+00  1.99859619e+01 
 1.40676929e-03  9.00844620e+00  4.31588144e+00  1.99859205e+01 
 1.40716929e-03  9.00778132e+00  4.35979237e+00  1.99857704e+01 
 1.40756929e-03  9.00729324e+00  4.40370518e+00  1.99857070e+01 
 1.40796929e-03  9.00698161e+00  4.44761912e+00  1.99855407e+01 
 1.40836929e-03  9.00684609e+00  4.49153348e+00  1.99854646e+01 
 1.40876929e-03  9.00688632e+00  4.53544752e+00  1.99852889e+01 
 1.40916929e-03  9.00710195e+00  4.57936053e+00  1.99852054e+01 
 1.40956929e-03  9.00749262e+00  4.62327180e+00  1.99850242e+01 
 1.40996929e-03  9.00805797e+00  4.66718062e+00  1.99849363e+01 
 1.41036929e-03  9.00879765e+00  4.71108629e+00  1.99847518e+01 
 1.41076929e-03  9.00971129e+00  4.75498810e+00  1.99846613e+01 
 1.41116929e-03  9.01079852e+00  4.79888535e+00  1.99844750e+01 
 1.41156929e-03  9.01205899e+00  4.84277735e+00  1.99843830e+01 
 1.41196929e-03  9.01349232e+00  4.88666340e+00  1.99841955e+01 
 1.41236929e-03  9.01509814e+00  4.93054282e+00  1.99841026e+01 
 1.41276929e-03  9.01687609e+00  4.97441490e+00  1.99839145e+01 
 1.41316929e-03  9.01882577e+00  5.01827897e+00  1.99838210e+01 
 1.41356929e-03  9.02094683e+00  5.06213433e+00  1.99836326e+01 
 1.41396929e-03  9.02323887e+00  5.10598031e+00  1.99835389e+01 
 1.41436929e-03  9.02570152e+00  5.14981620e+00  1.99833503e+01 
 1.41476929e-03  9.02833440e+00  5.19364134e+00  1.99832564e+01 
 1.41516929e-03  9.03113712e+00  5.23745505e+00  1.99830678e+01 
 1.41556929e-03  9.03410930e+00  5.28125664e+00  1.99829738e+01 
 1.41596929e-03  9.03725054e+00  5.32504544e+00  1.99827852e+01 
 1.41636929e-03  9.04056047e+00  5.36882077e+00  1.99826913e+01 
 1.41676929e-03  9.04403867e+00  5.41258196e+00  1.99825027e+01 
 1.41716929e-03  9.04768477e+00  5.45632834e+00  1.99824088e+01 
 1.41756929e-03  9.05149836e+00  5.50005923e+00  1.99822203e+01 
 1.41796929e-03  9.05547905e+00  5.54377397e+00  1.99821264e+01 
 1.41836929e-03  9.05962644e+00  5.58747188e+00  1.99819380e+01 
 1.41876929e-03  9.06394012e+00  5.63115232e+00  1.99818442e+01 
 1.41916929e-03  9.06841969e+00  5.67481460e+00  1.99816560e+01 
 1.41956929e-03  9.07306475e+00  5.71845806e+00  1.99815623e+01 
 1.41983464e-03  9.07623735e+00  5.74739993e+00  1.99814215e+01 
 1.42010000e-03  9.07948247e+00  5.77633302e+00  1.99813754e+01 
 1.42011000e-03  9.07960623e+00  5.77742320e+00  1.99813888e+01 
 1.42013000e-03  9.07985396e+00  5.77960354e+00  1.99814307e+01 
 1.42016500e-03  9.08028848e+00  5.78341900e+00  1.99813470e+01 
 1.42020000e-03  9.08072426e+00  5.78723424e+00  1.99810327e+01 
 1.42020700e-03  9.08081159e+00  5.78799724e+00  1.99808951e+01 
 1.42022100e-03  9.08098635e+00  5.78952322e+00  1.99806203e+01 
 1.42024900e-03  9.08133648e+00  5.79257499e+00  1.99800323e+01 
 1.42030500e-03  9.08203916e+00  5.79867768e+00  1.99786733e+01 
 1.42041700e-03  9.08345417e+00  5.81087900e+00  1.99748900e+01 
 1.42064100e-03  9.08632276e+00  5.83525003e+00  1.99547333e+01 
 1.42085784e-03  9.08914713e+00  5.85753762e+00  1.87776527e+01 
 1.42106251e-03  9.09184437e+00  5.86861556e+00  1.02283754e+01 
 1.42125574e-03  9.09439000e+00  5.85927111e+00 -1.71380734e+00 
 1.42143307e-03  9.09669861e+00  5.84010433e+00 -1.71284485e+00 
 1.42163510e-03  9.09928503e+00  5.81826196e+00 -1.71362913e+00 
 1.42184472e-03  9.10191917e+00  5.79559446e+00 -1.71245368e+00 
 1.42224472e-03  9.10680628e+00  5.75232539e+00 -1.71335615e+00 
 1.42264472e-03  9.11151069e+00  5.70903790e+00 -1.71206960e+00 
 1.42304472e-03  9.11603269e+00  5.66573253e+00 -1.71307399e+00 
 1.42344472e-03  9.12037257e+00  5.62241001e+00 -1.71177825e+00 
 1.42384472e-03  9.12453063e+00  5.57907129e+00 -1.71267845e+00 
 1.42424472e-03  9.12850716e+00  5.53571714e+00 -1.71136093e+00 
 1.42464472e-03  9.13230249e+00  5.49234822e+00 -1.71228630e+00 
 1.42504472e-03  9.13591689e+00  5.44896532e+00 -1.71094801e+00 
 1.42544472e-03  9.13935069e+00  5.40556911e+00 -1.71188621e+00 
 1.42584472e-03  9.14260420e+00  5.36216038e+00 -1.71052662e+00 
 1.42624472e-03  9.14567772e+00  5.31873980e+00 -1.71147958e+00 
 1.42664472e-03  9.14857156e+00  5.27530815e+00 -1.71009811e+00 
 1.42704472e-03  9.15128606e+00  5.23186630e+00 -1.71096575e+00 
 1.42744472e-03  9.15382151e+00  5.18841507e+00 -1.70954646e+00 
 1.42784472e-03  9.15617825e+00  5.14495489e+00 -1.71054237e+00 
 1.42824472e-03  9.15835660e+00  5.10148654e+00 -1.70909902e+00 
 1.42864472e-03  9.16035688e+00  5.05801069e+00 -1.71011173e+00 
 1.42904472e-03  9.16217942e+00  5.01452810e+00 -1.70864351e+00 
 1.42944472e-03  9.16382455e+00  4.97103946e+00 -1.70967335e+00 
 1.42984472e-03  9.16529260e+00  4.92754552e+00 -1.70817971e+00 
 1.43024472e-03  9.16658391e+00  4.88404695e+00 -1.70922792e+00 
 1.43064472e-03  9.16769881e+00  4.84054452e+00 -1.70770733e+00 
 1.43104472e-03  9.16863764e+00  4.79703888e+00 -1.70877429e+00 
 1.43144472e-03  9.16940074e+00  4.75353080e+00 -1.70722610e+00 
 1.43184472e-03  9.16998846e+00  4.71002095e+00 -1.70831251e+00 
 1.43224472e-03  9.17040113e+00  4.66651007e+00 -1.70673571e+00 
 1.43264472e-03  9.17063911e+00  4.62299884e+00 -1.70784231e+00 
 1.43304472e-03  9.17070274e+00  4.57948800e+00 -1.70623584e+00 
 1.43344472e-03  9.17059238e+00  4.53597821e+00 -1.70736341e+00 
 1.43384472e-03  9.17030837e+00  4.49247023e+00 -1.70572614e+00 
 1.43424472e-03  9.16985108e+00  4.44896470e+00 -1.70687552e+00 
 1.43464472e-03  9.16922087e+00  4.40546240e+00 -1.70520626e+00 
 1.43504472e-03  9.16841808e+00  4.36196395e+00 -1.70637833e+00 
 1.43544472e-03  9.16744309e+00  4.31847012e+00 -1.70467581e+00 
 1.43584472e-03  9.16629625e+00  4.27498155e+00 -1.70587150e+00 
 1.43624472e-03  9.16497794e+00  4.23149899e+00 -1.70413440e+00 
 1.43664472e-03  9.16348852e+00  4.18802307e+00 -1.70535468e+00 
 1.43704472e-03  9.16182835e+00  4.14455457e+00 -1.70358158e+00 
 1.43744472e-03  9.15999783e+00  4.10109410e+00 -1.70482751e+00 
 1.43784472e-03  9.15799730e+00  4.05764242e+00 -1.70301691e+00 
 1.43824472e-03  9.15582716e+00  4.01420016e+00 -1.70428958e+00 
 1.43864472e-03  9.15348779e+00  3.97076807e+00 -1.70243990e+00 
 1.43904472e-03  9.15097955e+00  3.92734677e+00 -1.70374050e+00 
 1.43944472e-03  9.14830283e+00  3.88393703e+00 -1.70185002e+00 
 1.43972236e-03  9.14634607e+00  3.85381354e+00 -1.70326589e+00 
 1.44000000e-03  9.14430846e+00  3.82369617e+00 -1.70143283e+00 
 1.44001000e-03  9.14423350e+00  3.82261152e+00 -1.70226722e+00 
 1.44003000e-03  9.14408339e+00  3.82044223e+00 -1.70227721e+00 
 1.44006500e-03  9.14381969e+00  3.81664605e+00 -1.70228987e+00 
 1.44010000e-03  9.14355471e+00  3.81284996e+00 -1.70230372e+00 
 1.44010700e-03  9.14350153e+00  3.81209075e+00 -1.70229704e+00 
 1.44012100e-03  9.14339508e+00  3.81057235e+00 -1.70228510e+00 
 1.44014900e-03  9.14318155e+00  3.80753559e+00 -1.70226082e+00 
 1.44020500e-03  9.14275204e+00  3.80146228e+00 -1.70221308e+00 
 1.44031700e-03  9.14188318e+00  3.78931645e+00 -1.70211827e+00 
 1.44054100e-03  9.14010613e+00  3.76502809e+00 -1.70193287e+00 
 1.44055616e-03  9.13998385e+00  3.76338443e+00 -1.70191966e+00 
 1.44058648e-03  9.13973880e+00  3.76009714e+00 -1.70189511e+00 
 1.44064712e-03  9.13924583e+00  3.75352282e+00 -1.70184539e+00 
 1.44076840e-03  9.13824837e+00  3.74037768e+00 -1.69760923e+00 
 1.44079872e-03  9.13799638e+00  3.73791414e+00  1.01301732e+00 
 1.44085937e-03  9.13749181e+00  3.73569062e+00  9.92911102e+00 
 1.44087453e-03  9.13736558e+00  3.73606646e+00  1.16164273e+01 
 1.44090485e-03  9.13711331e+00  3.73715541e+00  1.38410034e+01 
 1.44096549e-03  9.13661025e+00  3.74057604e+00  1.57142600e+01 
 1.44102805e-03  9.13609390e+00  3.74502282e+00  1.67746808e+01 
 1.44110016e-03  9.13550262e+00  3.75088341e+00  1.77508447e+01 
 1.44122509e-03  9.13448976e+00  3.76265468e+00  1.93634946e+01 
 1.44133107e-03  9.13364322e+00  3.77378380e+00  1.99079816e+01 
 1.44143360e-03  9.13283598e+00  3.78485188e+00  1.99479385e+01 
 1.44148006e-03  9.13247405e+00  3.78987880e+00  1.99559122e+01 
 1.44152201e-03  9.13214934e+00  3.79442058e+00  1.99605026e+01 
 1.44160592e-03  9.13150582e+00  3.80350929e+00  1.99672279e+01 
 1.44177373e-03  9.13024248e+00  3.82169965e+00  1.99740123e+01 
 1.44210936e-03  9.12781052e+00  3.85810810e+00  1.99800595e+01 
 1.44250936e-03  9.12507691e+00  3.90152813e+00  1.99828382e+01 
 1.44290936e-03  9.12252230e+00  3.94496723e+00  1.99843155e+01 
 1.44330936e-03  9.12014641e+00  3.98842055e+00  1.99850109e+01 
 1.44370936e-03  9.11794892e+00  4.03188544e+00  1.99855285e+01 
 1.44410936e-03  9.11592953e+00  4.07536018e+00  1.99857224e+01 
 1.44450936e-03  9.11408792e+00  4.11884343e+00  1.99859200e+01 
 1.44490936e-03  9.11242377e+00  4.16233410e+00  1.99859232e+01 
 1.44530936e-03  9.11093674e+00  4.20583120e+00  1.99859892e+01 
 1.44570936e-03  9.10962650e+00  4.24933386e+00  1.99859022e+01 
 1.44610936e-03  9.10849274e+00  4.29284123e+00  1.99859018e+01 
 1.44650936e-03  9.10753510e+00  4.33635251e+00  1.99857678e+01 
 1.44690936e-03  9.10675325e+00  4.37986693e+00  1.99857315e+01 
 1.44730936e-03  9.10614685e+00  4.42338374e+00  1.99855715e+01 
 1.44770936e-03  9.10571556e+00  4.46690219e+00  1.99855150e+01 
 1.44810936e-03  9.10545903e+00  4.51042155e+00  1.99853401e+01 
 1.44850936e-03  9.10537692e+00  4.55394110e+00  1.99852719e+01 
 1.44890936e-03  9.10546888e+00  4.59746013e+00  1.99850883e+01 
 1.44930936e-03  9.10573455e+00  4.64097792e+00  1.99850133e+01 
 1.44970936e-03  9.10617358e+00  4.68449378e+00  1.99848247e+01 
 1.45010936e-03  9.10678563e+00  4.72800700e+00  1.99847456e+01 
 1.45050936e-03  9.10757032e+00  4.77151689e+00  1.99845540e+01 
 1.45090936e-03  9.10852730e+00  4.81502275e+00  1.99844725e+01 
 1.45130936e-03  9.10965621e+00  4.85852389e+00  1.99842792e+01 
 1.45170936e-03  9.11095668e+00  4.90201961e+00  1.99841963e+01 
 1.45210936e-03  9.11242836e+00  4.94550924e+00  1.99840019e+01 
 1.45250936e-03  9.11407086e+00  4.98899208e+00  1.99839182e+01 
 1.45290936e-03  9.11588382e+00  5.03246745e+00  1.99837233e+01 
 1.45330936e-03  9.11786688e+00  5.07593468e+00  1.99836391e+01 
 1.45370936e-03  9.12001965e+00  5.11939307e+00  1.99834439e+01 
 1.45410936e-03  9.12234175e+00  5.16284195e+00  1.99833594e+01 
 1.45450936e-03  9.12483283e+00  5.20628065e+00  1.99831640e+01 
 1.45490936e-03  9.12749248e+00  5.24970849e+00  1.99830794e+01 
 1.45530936e-03  9.13032033e+00  5.29312479e+00  1.99828840e+01 
 1.45570936e-03  9.13331600e+00  5.33652888e+00  1.99827994e+01 
 1.45610936e-03  9.13647911e+00  5.37992010e+00  1.99826040e+01 
 1.45650936e-03  9.13980925e+00  5.42329777e+00  1.99825193e+01 
 1.45690936e-03  9.14330606e+00  5.46666122e+00  1.99823240e+01 
 1.45730936e-03  9.14696912e+00  5.51000980e+00  1.99822394e+01 
 1.45770936e-03  9.15079806e+00  5.55334283e+00  1.99820442e+01 
 1.45810936e-03  9.15479248e+00  5.59665966e+00  1.99819596e+01 
 1.45850936e-03  9.15895197e+00  5.63995962e+00  1.99817645e+01 
 1.45890936e-03  9.16327614e+00  5.68324205e+00  1.99816800e+01 
 1.45930936e-03  9.16776460e+00  5.72650630e+00  1.99814850e+01 
 1.45970936e-03  9.17241694e+00  5.76975171e+00  1.99814006e+01 
 1.46010000e-03  9.17711825e+00  5.81196690e+00  1.99812090e+01 
 1.46011000e-03  9.17724069e+00  5.81304731e+00  1.99812735e+01 
 1.46013000e-03  9.17748578e+00  5.81520809e+00  1.99813156e+01 
 1.46016500e-03  9.17791567e+00  5.81898934e+00  1.99812299e+01 
 1.46020000e-03  9.17834681e+00  5.82277037e+00  1.99809127e+01 
 1.46020700e-03  9.17843321e+00  5.82352654e+00  1.99807742e+01 
 1.46022100e-03  9.17860611e+00  5.82503883e+00  1.99804978e+01 
 1.46024900e-03  9.17895252e+00  5.82806323e+00  1.99799064e+01 
 1.46030500e-03  9.17964772e+00  5.83411119e+00  1.99785393e+01 
 1.46041700e-03  9.18104770e+00  5.84620303e+00  1.99747333e+01 
 1.46064100e-03  9.18388588e+00  5.87035500e+00  1.99544543e+01 
 1.46085785e-03  9.18668060e+00  5.89242895e+00  1.87743829e+01 
 1.46106254e-03  9.18934947e+00  5.90329971e+00  1.02233357e+01 
 1.46125579e-03  9.19186783e+00  5.89376152e+00 -1.71395593e+00 
 1.46143312e-03  9.19415116e+00  5.87442054e+00 -1.71299949e+00 
 1.46163524e-03  9.19670933e+00  5.85237188e+00 -1.71377721e+00 
 1.46184489e-03  9.19931312e+00  5.82949579e+00 -1.71260806e+00 
 1.46224489e-03  9.20414033e+00  5.78583666e+00 -1.71350316e+00 
 1.46264489e-03  9.20878340e+00  5.74215936e+00 -1.71222269e+00 
 1.46304489e-03  9.21324262e+00  5.69846442e+00 -1.71321851e+00 
 1.46344489e-03  9.21751829e+00  5.65475261e+00 -1.71192868e+00 
 1.46384489e-03  9.22161072e+00  5.61102485e+00 -1.71282183e+00 
 1.46424489e-03  9.22552020e+00  5.56728192e+00 -1.71151027e+00 
 1.46464489e-03  9.22924705e+00  5.52352451e+00 -1.71242830e+00 
 1.46504489e-03  9.23279156e+00  5.47975338e+00 -1.71109598e+00 
