 time            v(vout)         @l1[i]          v(ns1)         
 1.13908121e-05  1.07794759e-01  2.09183354e+00  1.99933215e+01 
 1.17908121e-05  1.16097251e-01  2.17135823e+00  1.99929127e+01 
 1.21908121e-05  1.24700865e-01  2.25084808e+00  1.99928096e+01 
 1.25908121e-05  1.33604860e-01  2.33030189e+00  1.99924008e+01 
 1.29908121e-05  1.42808487e-01  2.40971846e+00  1.99922976e+01 
 1.33908121e-05  1.52310998e-01  2.48909659e+00  1.99918889e+01 
 1.37908121e-05  1.62111638e-01  2.56843509e+00  1.99917857e+01 
 1.41908121e-05  1.72209653e-01  2.64773278e+00  1.99913773e+01 
 1.45908121e-05  1.82604281e-01  2.72698845e+00  1.99912742e+01 
 1.49908121e-05  1.93294761e-01  2.80620093e+00  1.99908660e+01 
 1.53908121e-05  2.04280326e-01  2.88536904e+00  1.99907631e+01 
 1.57908121e-05  2.15560207e-01  2.96449160e+00  1.99903552e+01 
 1.61908121e-05  2.27133631e-01  3.04356743e+00  1.99902525e+01 
 1.65908121e-05  2.38999823e-01  3.12259535e+00  1.99898449e+01 
 1.69908121e-05  2.51158004e-01  3.20157421e+00  1.99897424e+01 
 1.73908121e-05  2.63607393e-01  3.28050284e+00  1.99893352e+01 
 1.77908121e-05  2.76347204e-01  3.35938006e+00  1.99892329e+01 
 1.81908121e-05  2.89376650e-01  3.43820473e+00  1.99888261e+01 
 1.85908121e-05  3.02694939e-01  3.51697569e+00  1.99887241e+01 
 1.89908121e-05  3.16301278e-01  3.59569178e+00  1.99883177e+01 
 1.93908121e-05  3.30194869e-01  3.67435186e+00  1.99882160e+01 
 1.97454061e-05  3.42750888e-01  3.74403508e+00  1.99878388e+01 
 2.01000000e-05  3.55531458e-01  3.81367258e+00  1.99877661e+01 
 2.01100000e-05  3.55895227e-01  3.81563576e+00  1.99877298e+01 
 2.01300000e-05  3.56623121e-01  3.81956206e+00  1.99877871e+01 
 2.01650000e-05  3.57898649e-01  3.82643275e+00  1.99877852e+01 
 2.02000000e-05  3.59176359e-01  3.83330296e+00  1.99876319e+01 
 2.02064633e-05  3.59412584e-01  3.83457158e+00  1.99875453e+01 
 2.02193899e-05  3.59885182e-01  3.83710879e+00  1.99873730e+01 
 2.02452431e-05  3.60831271e-01  3.84218296e+00  1.99870067e+01 
 2.02969495e-05  3.62727018e-01  3.85233024e+00  1.99861722e+01 
 2.04003623e-05  3.66532775e-01  3.87262026e+00  1.99839225e+01 
 2.06071879e-05  3.74201277e-01  3.91317547e+00  1.99736237e+01 
 2.08238385e-05  3.82315155e-01  3.95537154e+00  1.97360037e+01 
 2.10226853e-05  3.89826752e-01  3.98585980e+00  1.17012086e+01 
 2.11933072e-05  3.96298878e-01  3.99371773e+00 -1.70415068e+00 
 2.13577504e-05  4.02535027e-01  3.99025955e+00 -1.70293685e+00 
 2.15429607e-05  4.09545765e-01  3.98635248e+00 -1.70404836e+00 
 2.17163219e-05  4.16095540e-01  3.98268398e+00 -1.70251331e+00 
 2.20630444e-05  4.29158950e-01  3.97531306e+00 -1.70400370e+00 
 2.24630444e-05  4.44169754e-01  3.96675353e+00 -1.70242922e+00 
 2.28630444e-05  4.59116243e-01  3.95813392e+00 -1.70409085e+00 
 2.32630444e-05  4.73998305e-01  3.94945443e+00 -1.70253761e+00 
 2.36630444e-05  4.88815831e-01  3.94071582e+00 -1.70395588e+00 
 2.40630444e-05  5.03568715e-01  3.93191836e+00 -1.70239013e+00 
 2.44630444e-05  5.18256851e-01  3.92306223e+00 -1.70384989e+00 
 2.48630444e-05  5.32880134e-01  3.91414770e+00 -1.70227669e+00 
 2.52630444e-05  5.47438461e-01  3.90517504e+00 -1.70373617e+00 
 2.56630444e-05  5.61931730e-01  3.89614451e+00 -1.70215512e+00 
 2.60630444e-05  5.76359840e-01  3.88705638e+00 -1.70362089e+00 
 2.64630444e-05  5.90722693e-01  3.87791130e+00 -1.70183689e+00 
 2.68630444e-05  6.05020191e-01  3.86870947e+00 -1.70333644e+00 
 2.72630444e-05  6.19252239e-01  3.85945083e+00 -1.70170966e+00 
 2.76630444e-05  6.33418741e-01  3.85013564e+00 -1.70321536e+00 
 2.80630444e-05  6.47519603e-01  3.84076417e+00 -1.70158034e+00 
 2.84630444e-05  6.61554730e-01  3.83133667e+00 -1.70309240e+00 
 2.88630444e-05  6.75524031e-01  3.82185343e+00 -1.70144879e+00 
 2.92630444e-05  6.89427416e-01  3.81231470e+00 -1.70296739e+00 
 2.96630444e-05  7.03264795e-01  3.80272075e+00 -1.70131502e+00 
 3.00630444e-05  7.17036079e-01  3.79307184e+00 -1.70283951e+00 
 3.04630444e-05  7.30741182e-01  3.78336825e+00 -1.70117899e+00 
 3.08630444e-05  7.44380018e-01  3.77361022e+00 -1.70271114e+00 
 3.12630444e-05  7.57952502e-01  3.76379806e+00 -1.70104071e+00 
 3.16630444e-05  7.71458551e-01  3.75393199e+00 -1.70257988e+00 
 3.20630444e-05  7.84898083e-01  3.74401232e+00 -1.70090015e+00 
 3.24630444e-05  7.98271017e-01  3.73403929e+00 -1.70244650e+00 
 3.28630444e-05  8.11577274e-01  3.72401318e+00 -1.70075729e+00 
 3.32630444e-05  8.24816775e-01  3.71393426e+00 -1.70231101e+00 
 3.36630444e-05  8.37989442e-01  3.70380280e+00 -1.70061211e+00 
 3.40630444e-05  8.51095202e-01  3.69361906e+00 -1.70217337e+00 
 3.44630444e-05  8.64133977e-01  3.68338333e+00 -1.70046460e+00 
 3.48630444e-05  8.77105696e-01  3.67309585e+00 -1.70203358e+00 
 3.52630444e-05  8.90010285e-01  3.66275692e+00 -1.70031473e+00 
 3.56630444e-05  9.02847675e-01  3.65236679e+00 -1.70189161e+00 
 3.60630444e-05  9.15617794e-01  3.64192575e+00 -1.70016249e+00 
 3.64630444e-05  9.28320576e-01  3.63143406e+00 -1.70174746e+00 
 3.68630444e-05  9.40955951e-01  3.62089199e+00 -1.70000786e+00 
 3.72630444e-05  9.53523855e-01  3.61029982e+00 -1.70160110e+00 
 3.76630444e-05  9.66024222e-01  3.59965782e+00 -1.69985081e+00 
 3.80630444e-05  9.78456989e-01  3.58896625e+00 -1.70145251e+00 
 3.84630444e-05  9.90822093e-01  3.57822540e+00 -1.69969131e+00 
 3.88630444e-05  1.00311947e+00  3.56743553e+00 -1.70130168e+00 
 3.92630444e-05  1.01534907e+00  3.55659693e+00 -1.69952936e+00 
 3.96315222e-05  1.02655488e+00  3.54656957e+00 -1.70115450e+00 
 4.00000000e-05  1.03770306e+00  3.53650130e+00 -1.69937799e+00 
 4.00100000e-05  1.03800479e+00  3.53622747e+00 -1.70025392e+00 
 4.00300000e-05  1.03860815e+00  3.53567976e+00 -1.70027661e+00 
 4.00650000e-05  1.03966362e+00  3.53472096e+00 -1.70031094e+00 
 4.01000000e-05  1.04071857e+00  3.53376178e+00 -1.70034663e+00 
 4.01070000e-05  1.04092949e+00  3.53356989e+00 -1.70034352e+00 
 4.01210000e-05  1.04135128e+00  3.53318608e+00 -1.70033892e+00 
 4.01490000e-05  1.04219462e+00  3.53241829e+00 -1.70032928e+00 
 4.02050000e-05  1.04388029e+00  3.53088201e+00 -1.70031095e+00 
 4.03170000e-05  1.04724764e+00  3.52780665e+00 -1.70027524e+00 
 4.05410000e-05  1.05396635e+00  3.52164475e+00 -1.70020918e+00 
 4.05561603e-05  1.05442025e+00  3.52122714e+00 -1.70020404e+00 
 4.05864809e-05  1.05532785e+00  3.52039178e+00 -1.70019578e+00 
 4.06471220e-05  1.05714190e+00  3.51872026e+00 -1.70017866e+00 
 4.07684043e-05  1.06076529e+00  3.51537660e+00 -1.69576095e+00 
 4.07776308e-05  1.06104067e+00  3.51512374e+00 -1.67951683e+00 
 4.07960838e-05  1.06159136e+00  3.51482648e+00  5.80306595e-01 
 4.08179099e-05  1.06224266e+00  3.51516011e+00  4.60067461e+00 
 4.08454578e-05  1.06306486e+00  3.51670335e+00  8.72873988e+00 
 4.08718008e-05  1.06385151e+00  3.51911987e+00  1.17447220e+01 
 4.08783865e-05  1.06404828e+00  3.51986169e+00  1.23281378e+01 
 4.08915580e-05  1.06444191e+00  3.52141170e+00  1.33361339e+01 
 4.09179011e-05  1.06522975e+00  3.52482164e+00  1.46822573e+01 
 4.09705871e-05  1.06680800e+00  3.53234148e+00  1.59956729e+01 
 4.10485455e-05  1.06915019e+00  3.54444520e+00  1.71920059e+01 
 4.11188445e-05  1.07126982e+00  3.55610410e+00  1.81178702e+01 
 4.12594425e-05  1.07553272e+00  3.58125107e+00  1.98003881e+01 
 4.13501367e-05  1.07830008e+00  3.59829057e+00  1.99291775e+01 
 4.14360503e-05  1.08093469e+00  3.61449463e+00  1.99517831e+01 
 4.15341834e-05  1.08395968e+00  3.63301800e+00  1.99646346e+01 
 4.17249764e-05  1.08988870e+00  3.66904386e+00  1.99735511e+01 
 4.21065625e-05  1.10193580e+00  3.74109234e+00  1.99809120e+01 
 4.25065625e-05  1.11483439e+00  3.81658681e+00  1.99830939e+01 
 4.29065625e-05  1.12800879e+00  3.89203666e+00  1.99846765e+01 
 4.33065625e-05  1.14145828e+00  3.96743704e+00  1.99849789e+01 
 4.37065625e-05  1.15518208e+00  4.04278493e+00  1.99856063e+01 
 4.41065625e-05  1.16917944e+00  4.11807834e+00  1.99854619e+01 
 4.45065625e-05  1.18344960e+00  4.19331556e+00  1.99857754e+01 
 4.49065625e-05  1.19799178e+00  4.26849515e+00  1.99854633e+01 
 4.53065625e-05  1.21280521e+00  4.34361576e+00  1.99856361e+01 
 4.57065625e-05  1.22788910e+00  4.41867612e+00  1.99852400e+01 
 4.61065625e-05  1.24324267e+00  4.49367503e+00  1.99853455e+01 
 4.65065625e-05  1.25886513e+00  4.56861132e+00  1.99849055e+01 
 4.69065625e-05  1.27475570e+00  4.64348383e+00  1.99849743e+01 
 4.73065625e-05  1.29091358e+00  4.71829146e+00  1.99845099e+01 
 4.77065625e-05  1.30733798e+00  4.79303310e+00  1.99845577e+01 
 4.81065625e-05  1.32402810e+00  4.86770764e+00  1.99840794e+01 
 4.85065625e-05  1.34098313e+00  4.94231400e+00  1.99841152e+01 
 4.89065625e-05  1.35820227e+00  5.01685112e+00  1.99836289e+01 
 4.93065625e-05  1.37568472e+00  5.09131792e+00  1.99836577e+01 
 4.97065625e-05  1.39342967e+00  5.16571334e+00  1.99831669e+01 
 5.01065625e-05  1.41143631e+00  5.24003633e+00  1.99831916e+01 
 5.05065625e-05  1.42970381e+00  5.31428583e+00  1.99826983e+01 
 5.09065625e-05  1.44823137e+00  5.38846079e+00  1.99827208e+01 
 5.13065625e-05  1.46701816e+00  5.46256019e+00  1.99822262e+01 
 5.17065625e-05  1.48606336e+00  5.53658297e+00  1.99822475e+01 
 5.21065625e-05  1.50536616e+00  5.61052811e+00  1.99817524e+01 
 5.25065625e-05  1.52492571e+00  5.68439458e+00  1.99817731e+01 
 5.29065625e-05  1.54474120e+00  5.75818135e+00  1.99812780e+01 
 5.33065625e-05  1.56481178e+00  5.83188740e+00  1.99812986e+01 
 5.37065625e-05  1.58513663e+00  5.90551170e+00  1.99808037e+01 
 5.41065625e-05  1.60571491e+00  5.97905326e+00  1.99808243e+01 
 5.45065625e-05  1.62654578e+00  6.05251104e+00  1.99803298e+01 
 5.49065625e-05  1.64762839e+00  6.12588406e+00  1.99803507e+01 
 5.53065625e-05  1.66896191e+00  6.19917129e+00  1.99798566e+01 
 5.57065625e-05  1.69054549e+00  6.27237175e+00  1.99798779e+01 
 5.61065625e-05  1.71237828e+00  6.34548442e+00  1.99793844e+01 
 5.65065625e-05  1.73445943e+00  6.41850833e+00  1.99794060e+01 
 5.69065625e-05  1.75678808e+00  6.49144247e+00  1.99789132e+01 
 5.73065625e-05  1.77936339e+00  6.56428586e+00  1.99789352e+01 
 5.77065625e-05  1.80218449e+00  6.63703753e+00  1.99784430e+01 
 5.81065625e-05  1.82525052e+00  6.70969647e+00  1.99784655e+01 
 5.85065625e-05  1.84856062e+00  6.78226173e+00  1.99779740e+01 
 5.89065625e-05  1.87211394e+00  6.85473232e+00  1.99779970e+01 
 5.93065625e-05  1.89590959e+00  6.92710728e+00  1.99775062e+01 
 5.97065625e-05  1.91994672e+00  6.99938564e+00  1.99775297e+01 
 6.01000000e-05  1.94382422e+00  7.07038302e+00  1.99770434e+01 
 6.01100000e-05  1.94443421e+00  7.07218630e+00  1.99772026e+01 
 6.01300000e-05  1.94565451e+00  7.07579273e+00  1.99772272e+01 
 6.01650000e-05  1.94779146e+00  7.08210338e+00  1.99770735e+01 
 6.02000000e-05  1.94993025e+00  7.08841318e+00  1.99766374e+01 
 6.02070000e-05  1.95035827e+00  7.08967501e+00  1.99764671e+01 
 6.02210000e-05  1.95121444e+00  7.09219858e+00  1.99761277e+01 
 6.02490000e-05  1.95292768e+00  7.09724521e+00  1.99754014e+01 
 6.03050000e-05  1.95635766e+00  7.10733637e+00  1.99737227e+01 
 6.04170000e-05  1.96323169e+00  7.12750935e+00  1.99690492e+01 
 6.06410000e-05  1.97703588e+00  7.16779902e+00  1.99441409e+01 
 6.08583083e-05  1.99049755e+00  7.20543536e+00  1.86620504e+01 
 6.10635515e-05  2.00326302e+00  7.23080091e+00  1.00492692e+01 
 6.12191935e-05  2.01295706e+00  7.23415815e+00 -1.71899918e+00 
 6.13719466e-05  2.02246205e+00  7.22845048e+00 -1.71864546e+00 
 6.15476852e-05  2.03337752e+00  7.22186603e+00 -1.71897189e+00 
 6.17184616e-05  2.04396450e+00  7.21544937e+00 -1.71838062e+00 
 6.20600143e-05  2.06507842e+00  7.20256201e+00 -1.71891620e+00 
 6.24600143e-05  2.08970351e+00  7.18737803e+00 -1.71829115e+00 
 6.28600143e-05  2.11421854e+00  7.17209592e+00 -1.71884097e+00 
 6.32600143e-05  2.13862332e+00  7.15671613e+00 -1.71821131e+00 
 6.36600143e-05  2.16291769e+00  7.14123916e+00 -1.71873214e+00 
 6.40600143e-05  2.18710148e+00  7.12566546e+00 -1.71809785e+00 
 6.44600143e-05  2.21117453e+00  7.10999547e+00 -1.71862103e+00 
 6.48600143e-05  2.23513667e+00  7.09422964e+00 -1.71798293e+00 
 6.52600143e-05  2.25898774e+00  7.07836841e+00 -1.71850744e+00 
 6.56600143e-05  2.28272758e+00  7.06241224e+00 -1.71786573e+00 
 6.60600143e-05  2.30635605e+00  7.04636156e+00 -1.71839180e+00 
 6.64600143e-05  2.32987298e+00  7.03021682e+00 -1.71774650e+00 
 6.68600143e-05  2.35327821e+00  7.01397848e+00 -1.71827423e+00 
 6.72600143e-05  2.37657162e+00  6.99764698e+00 -1.71762530e+00 
 6.76600143e-05  2.39975303e+00  6.98122277e+00 -1.71815474e+00 
 6.80600143e-05  2.42282231e+00  6.96470636e+00 -1.71747428e+00 
 6.84600143e-05  2.44577932e+00  6.94809819e+00 -1.71800706e+00 
 6.88600143e-05  2.46862391e+00  6.93139868e+00 -1.71734887e+00 
 6.92600143e-05  2.49135595e+00  6.91460825e+00 -1.71788349e+00 
 6.96600143e-05  2.51397529e+00  6.89772738e+00 -1.71722147e+00 
 7.00600143e-05  2.53648180e+00  6.88075651e+00 -1.71775799e+00 
 7.04600143e-05  2.55887534e+00  6.86369609e+00 -1.71709206e+00 
 7.08600143e-05  2.58115580e+00  6.84654658e+00 -1.71763053e+00 
 7.12600143e-05  2.60332303e+00  6.82930844e+00 -1.71696064e+00 
 7.16600143e-05  2.62537691e+00  6.81198212e+00 -1.71750111e+00 
 7.20600143e-05  2.64731732e+00  6.79456808e+00 -1.71682719e+00 
 7.24600143e-05  2.66914413e+00  6.77706676e+00 -1.71736972e+00 
 7.28600143e-05  2.69085722e+00  6.75947863e+00 -1.71669170e+00 
 7.32600143e-05  2.71245647e+00  6.74180415e+00 -1.71723634e+00 
 7.36600143e-05  2.73394176e+00  6.72404377e+00 -1.71655414e+00 
 7.40600143e-05  2.75531299e+00  6.70619795e+00 -1.71710096e+00 
 7.44600143e-05  2.77657004e+00  6.68826716e+00 -1.71641452e+00 
 7.48600143e-05  2.79771280e+00  6.67025183e+00 -1.71696356e+00 
 7.52600143e-05  2.81874115e+00  6.65215245e+00 -1.71627280e+00 
 7.56600143e-05  2.83965500e+00  6.63396947e+00 -1.71682414e+00 
 7.60600143e-05  2.86045423e+00  6.61570334e+00 -1.71612899e+00 
 7.64600143e-05  2.88113876e+00  6.59735453e+00 -1.71668267e+00 
 7.68600143e-05  2.90170847e+00  6.57892351e+00 -1.71598305e+00 
 7.72600143e-05  2.92216326e+00  6.56041072e+00 -1.71653914e+00 
 7.76600143e-05  2.94250305e+00  6.54181664e+00 -1.71583498e+00 
 7.80600143e-05  2.96272774e+00  6.52314172e+00 -1.71639354e+00 
 7.84600143e-05  2.98283723e+00  6.50438643e+00 -1.71568475e+00 
 7.88600143e-05  3.00283143e+00  6.48555124e+00 -1.71624585e+00 
 7.92600143e-05  3.02271027e+00  6.46663660e+00 -1.71553235e+00 
 7.96300071e-05  3.04099505e+00  6.44907056e+00 -1.71610170e+00 
 8.00000000e-05  3.05918097e+00  6.43143731e+00 -1.71538943e+00 
 8.00100000e-05  3.05967109e+00  6.43095977e+00 -1.71571989e+00 
 8.00300000e-05  3.06065117e+00  6.43000460e+00 -1.71573605e+00 
 8.00650000e-05  3.06236561e+00  6.42833256e+00 -1.71574443e+00 
 8.01000000e-05  3.06407917e+00  6.42665992e+00 -1.71576074e+00 
 8.01070000e-05  3.06442176e+00  6.42632530e+00 -1.71575869e+00 
 8.01210000e-05  3.06510686e+00  6.42565603e+00 -1.71575501e+00 
 8.01490000e-05  3.06647665e+00  6.42431720e+00 -1.71574740e+00 
 8.02050000e-05  3.06921452e+00  6.42163839e+00 -1.71573272e+00 
 8.03170000e-05  3.07468346e+00  6.41627620e+00 -1.71570385e+00 
 8.05410000e-05  3.08559413e+00  6.40553358e+00 -1.71564903e+00 
 8.05561603e-05  3.08633117e+00  6.40480558e+00 -1.71564495e+00 
 8.05864809e-05  3.08780492e+00  6.40334937e+00 -1.71563790e+00 
 8.06471221e-05  3.09075042e+00  6.40043562e+00 -1.71562346e+00 
 8.07684046e-05  3.09663343e+00  6.39460350e+00 -1.71441417e+00 
 8.07987252e-05  3.09810230e+00  6.39351860e+00 -4.79965734e-01 
 8.08593664e-05  3.10103981e+00  6.39419368e+00  8.90557440e+00 
 8.08682357e-05  3.10146944e+00  6.39481038e+00  1.00546868e+01 
 8.08859743e-05  3.10232880e+00  6.39620610e+00  1.18855881e+01 
 8.09214514e-05  3.10404815e+00  6.39972141e+00  1.41381457e+01 
 8.09842000e-05  3.10709187e+00  6.40717240e+00  1.58216956e+01 
 8.10560564e-05  3.11058231e+00  6.41670884e+00  1.69390293e+01 
 8.11325180e-05  3.11430291e+00  6.42766450e+00  1.79424708e+01 
 8.12700759e-05  3.12101521e+00  6.44923050e+00  1.96483676e+01 
 8.13775067e-05  3.12627539e+00  6.46710996e+00  1.98844901e+01 
 8.14809891e-05  3.13135781e+00  6.48446932e+00  1.99234946e+01 
 8.16086850e-05  3.13765059e+00  6.50592153e+00  1.99444093e+01 
 8.18117508e-05  3.14770569e+00  6.54005300e+00  1.99571237e+01 
 8.22117508e-05  3.16768495e+00  6.60727212e+00  1.99678251e+01 
 8.26117508e-05  3.18789280e+00  6.67443940e+00  1.99713933e+01 
 8.30117508e-05  3.20832853e+00  6.74153741e+00  1.99738334e+01 
 8.34117508e-05  3.22899140e+00  6.80855969e+00  1.99746242e+01 
 8.38117508e-05  3.24988066e+00  6.87550248e+00  1.99756444e+01 
 8.42117508e-05  3.27099551e+00  6.94236347e+00  1.99757265e+01 
 8.46117508e-05  3.29233519e+00  7.00914076e+00  1.99762507e+01 
 8.50117508e-05  3.31389890e+00  7.07583289e+00  1.99760465e+01 
 8.54117508e-05  3.33568586e+00  7.14243854e+00  1.99763641e+01 
 8.58117508e-05  3.35769527e+00  7.20895655e+00  1.99760240e+01 
 8.62117508e-05  3.37992633e+00  7.27538583e+00  1.99762365e+01 
 8.66117508e-05  3.40237825e+00  7.34172535e+00  1.99758253e+01 
 8.70117508e-05  3.42505022e+00  7.40797410e+00  1.99759809e+01 
 8.74117508e-05  3.44794144e+00  7.47413114e+00  1.99755307e+01 
 8.78117508e-05  3.47105110e+00  7.54019553e+00  1.99756544e+01 
 8.82117508e-05  3.49437840e+00  7.60616634e+00  1.99751821e+01 
 8.86117508e-05  3.51792251e+00  7.67204268e+00  1.99752876e+01 
 8.90117508e-05  3.54168264e+00  7.73782365e+00  1.99748028e+01 
 8.94117508e-05  3.56565796e+00  7.80350837e+00  1.99748978e+01 
 8.98117508e-05  3.58984767e+00  7.86909596e+00  1.99744059e+01 
 9.02117508e-05  3.61425093e+00  7.93458557e+00  1.99744950e+01 
 9.06117508e-05  3.63886694e+00  7.99997632e+00  1.99739993e+01 
 9.10117508e-05  3.66369486e+00  8.06526737e+00  1.99740851e+01 
 9.14117508e-05  3.68873388e+00  8.13045785e+00  1.99735874e+01 
 9.18117508e-05  3.71398318e+00  8.19554694e+00  1.99736714e+01 
 9.22117508e-05  3.73944191e+00  8.26053378e+00  1.99731729e+01 
 9.26117508e-05  3.76510927e+00  8.32541753e+00  1.99732561e+01 
 9.30117508e-05  3.79098440e+00  8.39019737e+00  1.99727573e+01 
 9.34117508e-05  3.81706649e+00  8.45487246e+00  1.99728403e+01 
 9.38117508e-05  3.84335470e+00  8.51944199e+00  1.99723418e+01 
 9.42117508e-05  3.86984819e+00  8.58390511e+00  1.99724249e+01 
 9.46117508e-05  3.89654613e+00  8.64826103e+00  1.99719268e+01 
 9.50117508e-05  3.92344767e+00  8.71250892e+00  1.99720102e+01 
 9.54117508e-05  3.95055199e+00  8.77664796e+00  1.99715127e+01 
 9.58117508e-05  3.97785823e+00  8.84067736e+00  1.99715965e+01 
 9.62117508e-05  4.00536555e+00  8.90459630e+00  1.99710997e+01 
 9.66117508e-05  4.03307311e+00  8.96840399e+00  1.99711840e+01 
 9.70117508e-05  4.06098007e+00  9.03209963e+00  1.99706880e+01 
 9.74117508e-05  4.08908557e+00  9.09568242e+00  1.99707728e+01 
 9.78117508e-05  4.11738876e+00  9.15915158e+00  1.99702776e+01 
 9.82117508e-05  4.14588880e+00  9.22250630e+00  1.99703631e+01 
 9.86117508e-05  4.17458483e+00  9.28574582e+00  1.99698687e+01 
 9.90117508e-05  4.20347600e+00  9.34886934e+00  1.99699547e+01 
 9.94117508e-05  4.23256145e+00  9.41187610e+00  1.99694612e+01 
 9.97558754e-05  4.25773884e+00  9.46598752e+00  1.99695762e+01 
 1.00100000e-04  4.28305884e+00  9.52001146e+00  1.99691118e+01 
 1.00110000e-04  4.28379680e+00  9.52158000e+00  1.99692815e+01 
