 time            v(vout)         @l1[i]         
 5.89176664e-03  5.06960937e+00  2.63694272e+00 
 5.89216664e-03  5.07051634e+00  2.65986331e+00 
 5.89256664e-03  5.07160266e+00  2.68277464e+00 
 5.89296664e-03  5.07286752e+00  2.70567558e+00 
 5.89336664e-03  5.07431013e+00  2.72856589e+00 
 5.89376664e-03  5.07592969e+00  2.75144445e+00 
 5.89416664e-03  5.07772540e+00  2.77431101e+00 
 5.89456664e-03  5.07969646e+00  2.79716447e+00 
 5.89496664e-03  5.08184206e+00  2.82000458e+00 
 5.89536664e-03  5.08416139e+00  2.84283026e+00 
 5.89576664e-03  5.08665365e+00  2.86564124e+00 
 5.89616664e-03  5.08931801e+00  2.88843648e+00 
 5.89656664e-03  5.09215368e+00  2.91121568e+00 
 5.89696664e-03  5.09515983e+00  2.93397783e+00 
 5.89736664e-03  5.09833564e+00  2.95672263e+00 
 5.89776664e-03  5.10168029e+00  2.97944907e+00 
 5.89816664e-03  5.10519297e+00  3.00215686e+00 
 5.89856664e-03  5.10887285e+00  3.02484501e+00 
 5.89896664e-03  5.11271909e+00  3.04751321e+00 
 5.89936664e-03  5.11673089e+00  3.07016049e+00 
 5.89973332e-03  5.12055324e+00  3.09090267e+00 
 5.90010000e-03  5.12451338e+00  3.11162624e+00 
 5.90011000e-03  5.12462335e+00  3.11216351e+00 
 5.90013000e-03  5.12484346e+00  3.11312372e+00 
 5.90016500e-03  5.12522910e+00  3.11373945e+00 
 5.90020000e-03  5.12561445e+00  3.11268156e+00 
 5.90020700e-03  5.12569137e+00  3.11230811e+00 
 5.90022100e-03  5.12584510e+00  3.11156119e+00 
 5.90024900e-03  5.12615188e+00  3.11006730e+00 
 5.90030500e-03  5.12676267e+00  3.10707931e+00 
 5.90041700e-03  5.12797318e+00  3.10110250e+00 
 5.90064100e-03  5.13035001e+00  3.08914550e+00 
 5.90104100e-03  5.13444813e+00  3.06778249e+00 
 5.90144100e-03  5.13835926e+00  3.04640521e+00 
 5.90184100e-03  5.14208405e+00  3.02501396e+00 
 5.90224100e-03  5.14562313e+00  3.00360925e+00 
 5.90264100e-03  5.14897714e+00  2.98219167e+00 
 5.90304100e-03  5.15214670e+00  2.96076190e+00 
 5.90344100e-03  5.15513247e+00  2.93932063e+00 
 5.90384100e-03  5.15793510e+00  2.91786857e+00 
 5.90424100e-03  5.16055522e+00  2.89640645e+00 
 5.90464100e-03  5.16299348e+00  2.87493499e+00 
 5.90504100e-03  5.16525056e+00  2.85345491e+00 
 5.90544100e-03  5.16732709e+00  2.83196695e+00 
 5.90584100e-03  5.16922374e+00  2.81047183e+00 
 5.90624100e-03  5.17094118e+00  2.78897028e+00 
 5.90664100e-03  5.17248007e+00  2.76746301e+00 
 5.90704100e-03  5.17384108e+00  2.74595074e+00 
 5.90744100e-03  5.17502489e+00  2.72443420e+00 
 5.90784100e-03  5.17603217e+00  2.70291409e+00 
 5.90824100e-03  5.17686360e+00  2.68139112e+00 
 5.90864100e-03  5.17751986e+00  2.65986601e+00 
 5.90904100e-03  5.17800164e+00  2.63833947e+00 
 5.90944100e-03  5.17830962e+00  2.61681218e+00 
 5.90984100e-03  5.17844450e+00  2.59528486e+00 
 5.91024100e-03  5.17840697e+00  2.57375821e+00 
 5.91064100e-03  5.17819773e+00  2.55223291e+00 
 5.91104100e-03  5.17781747e+00  2.53070967e+00 
 5.91144100e-03  5.17726689e+00  2.50918916e+00 
 5.91184100e-03  5.17654671e+00  2.48767208e+00 
 5.91224100e-03  5.17565763e+00  2.46615912e+00 
 5.91264100e-03  5.17460035e+00  2.44465095e+00 
 5.91304100e-03  5.17337560e+00  2.42314826e+00 
 5.91344100e-03  5.17198408e+00  2.40165171e+00 
 5.91384100e-03  5.17042651e+00  2.38016199e+00 
 5.91424100e-03  5.16870362e+00  2.35867977e+00 
 5.91464100e-03  5.16681612e+00  2.33720570e+00 
 5.91504100e-03  5.16476474e+00  2.31574047e+00 
 5.91544100e-03  5.16255021e+00  2.29428472e+00 
 5.91584100e-03  5.16017326e+00  2.27283913e+00 
 5.91624100e-03  5.15763462e+00  2.25140434e+00 
 5.91664100e-03  5.15493502e+00  2.22998101e+00 
 5.91704100e-03  5.15207521e+00  2.20856979e+00 
 5.91744100e-03  5.14905591e+00  2.18717134e+00 
 5.91784100e-03  5.14587787e+00  2.16578629e+00 
 5.91824100e-03  5.14254184e+00  2.14441529e+00 
 5.91864100e-03  5.13904855e+00  2.12305898e+00 
 5.91904100e-03  5.13539877e+00  2.10171799e+00 
 5.91944100e-03  5.13159323e+00  2.08039296e+00 
 5.91972050e-03  5.12884205e+00  2.06550189e+00 
 5.92000000e-03  5.12601544e+00  2.05061914e+00 
 5.92001000e-03  5.12591287e+00  2.05008686e+00 
 5.92003000e-03  5.12570753e+00  2.04902238e+00 
 5.92006500e-03  5.12534726e+00  2.04715999e+00 
 5.92010000e-03  5.12498581e+00  2.04529816e+00 
 5.92010700e-03  5.12491335e+00  2.04492585e+00 
 5.92012100e-03  5.12476835e+00  2.04418124e+00 
 5.92014900e-03  5.12447778e+00  2.04269205e+00 
 5.92020500e-03  5.12389438e+00  2.03971383e+00 
 5.92031700e-03  5.12271857e+00  2.03375804e+00 
 5.92054100e-03  5.12033091e+00  2.02184944e+00 
 5.92094100e-03  5.11601666e+00  2.01776068e+00 
 5.92124102e-03  5.11282299e+00  2.03218492e+00 
 5.92151236e-03  5.11002607e+00  2.04842900e+00 
 5.92180622e-03  5.10710221e+00  2.06515847e+00 
 5.92216664e-03  5.10366241e+00  2.08584176e+00 
 5.92256664e-03  5.10003346e+00  2.10876861e+00 
 5.92296664e-03  5.09660212e+00  2.13171427e+00 
 5.92336664e-03  5.09336769e+00  2.15466291e+00 
 5.92376664e-03  5.09032942e+00  2.17761957e+00 
 5.92416664e-03  5.08748660e+00  2.20058100e+00 
 5.92456664e-03  5.08483846e+00  2.22354779e+00 
 5.92496664e-03  5.08238428e+00  2.24651828e+00 
 5.92536664e-03  5.08012331e+00  2.26949249e+00 
 5.92576664e-03  5.07805480e+00  2.29246899e+00 
 5.92616664e-03  5.07617800e+00  2.31544772e+00 
 5.92656664e-03  5.07449216e+00  2.33842729e+00 
 5.92696664e-03  5.07299652e+00  2.36140760e+00 
 5.92736664e-03  5.07169033e+00  2.38438732e+00 
 5.92776664e-03  5.07057281e+00  2.40736631e+00 
 5.92816664e-03  5.06964322e+00  2.43034329e+00 
 5.92856664e-03  5.06890078e+00  2.45331809e+00 
 5.92896664e-03  5.06834472e+00  2.47628945e+00 
 5.92936664e-03  5.06797427e+00  2.49925719e+00 
 5.92976664e-03  5.06778865e+00  2.52222008e+00 
 5.93016664e-03  5.06778709e+00  2.54517792e+00 
 5.93056664e-03  5.06796881e+00  2.56812951e+00 
 5.93096664e-03  5.06833302e+00  2.59107464e+00 
 5.93136664e-03  5.06887894e+00  2.61401213e+00 
 5.93176664e-03  5.06960579e+00  2.63694176e+00 
 5.93216664e-03  5.07051277e+00  2.65986236e+00 
 5.93256664e-03  5.07159909e+00  2.68277370e+00 
 5.93296664e-03  5.07286396e+00  2.70567466e+00 
 5.93336664e-03  5.07430657e+00  2.72856498e+00 
 5.93376664e-03  5.07592614e+00  2.75144356e+00 
 5.93416664e-03  5.07772186e+00  2.77431013e+00 
 5.93456664e-03  5.07969293e+00  2.79716361e+00 
 5.93496664e-03  5.08183853e+00  2.82000373e+00 
 5.93536664e-03  5.08415787e+00  2.84282943e+00 
 5.93576664e-03  5.08665014e+00  2.86564043e+00 
 5.93616664e-03  5.08931451e+00  2.88843568e+00 
 5.93656664e-03  5.09215018e+00  2.91121489e+00 
 5.93696664e-03  5.09515634e+00  2.93397705e+00 
 5.93736664e-03  5.09833216e+00  2.95672187e+00 
 5.93776664e-03  5.10167682e+00  2.97944832e+00 
 5.93816664e-03  5.10518951e+00  3.00215612e+00 
 5.93856664e-03  5.10886939e+00  3.02484429e+00 
 5.93896664e-03  5.11271565e+00  3.04751250e+00 
 5.93936664e-03  5.11672745e+00  3.07015980e+00 
 5.93973332e-03  5.12054981e+00  3.09090199e+00 
 5.94010000e-03  5.12450995e+00  3.11162557e+00 
 5.94011000e-03  5.12461992e+00  3.11216285e+00 
 5.94013000e-03  5.12484003e+00  3.11312305e+00 
 5.94016500e-03  5.12522567e+00  3.11373879e+00 
 5.94020000e-03  5.12561102e+00  3.11268090e+00 
 5.94020700e-03  5.12568795e+00  3.11230744e+00 
 5.94022100e-03  5.12584168e+00  3.11156053e+00 
 5.94024900e-03  5.12614846e+00  3.11006664e+00 
 5.94030500e-03  5.12675925e+00  3.10707865e+00 
 5.94041700e-03  5.12796976e+00  3.10110184e+00 
 5.94064100e-03  5.13034660e+00  3.08914485e+00 
 5.94104100e-03  5.13444472e+00  3.06778186e+00 
 5.94144100e-03  5.13835587e+00  3.04640459e+00 
 5.94184100e-03  5.14208067e+00  3.02501335e+00 
 5.94224100e-03  5.14561975e+00  3.00360865e+00 
 5.94264100e-03  5.14897377e+00  2.98219109e+00 
 5.94304100e-03  5.15214334e+00  2.96076134e+00 
 5.94344100e-03  5.15512912e+00  2.93932008e+00 
 5.94384100e-03  5.15793175e+00  2.91786803e+00 
 5.94424100e-03  5.16055188e+00  2.89640592e+00 
 5.94464100e-03  5.16299016e+00  2.87493447e+00 
 5.94504100e-03  5.16524724e+00  2.85345441e+00 
 5.94544100e-03  5.16732378e+00  2.83196646e+00 
 5.94584100e-03  5.16922044e+00  2.81047136e+00 
 5.94624100e-03  5.17093789e+00  2.78896982e+00 
 5.94664100e-03  5.17247679e+00  2.76746256e+00 
 5.94704100e-03  5.17383782e+00  2.74595031e+00 
 5.94744100e-03  5.17502163e+00  2.72443377e+00 
 5.94784100e-03  5.17602892e+00  2.70291368e+00 
 5.94824100e-03  5.17686036e+00  2.68139073e+00 
 5.94864100e-03  5.17751663e+00  2.65986563e+00 
 5.94904100e-03  5.17799842e+00  2.63833910e+00 
 5.94944100e-03  5.17830641e+00  2.61681183e+00 
 5.94984100e-03  5.17844130e+00  2.59528452e+00 
 5.95024100e-03  5.17840378e+00  2.57375788e+00 
 5.95064100e-03  5.17819455e+00  2.55223259e+00 
 5.95104100e-03  5.17781430e+00  2.53070936e+00 
 5.95144100e-03  5.17726374e+00  2.50918887e+00 
 5.95184100e-03  5.17654356e+00  2.48767180e+00 
 5.95224100e-03  5.17565449e+00  2.46615885e+00 
 5.95264100e-03  5.17459723e+00  2.44465070e+00 
 5.95304100e-03  5.17337248e+00  2.42314802e+00 
 5.95344100e-03  5.17198097e+00  2.40165148e+00 
 5.95384100e-03  5.17042342e+00  2.38016178e+00 
 5.95424100e-03  5.16870053e+00  2.35867956e+00 
 5.95464100e-03  5.16681305e+00  2.33720551e+00 
 5.95504100e-03  5.16476168e+00  2.31574029e+00 
 5.95544100e-03  5.16254716e+00  2.29428455e+00 
 5.95584100e-03  5.16017022e+00  2.27283897e+00 
 5.95624100e-03  5.15763159e+00  2.25140419e+00 
 5.95664100e-03  5.15493200e+00  2.22998088e+00 
 5.95704100e-03  5.15207220e+00  2.20856967e+00 
 5.95744100e-03  5.14905291e+00  2.18717123e+00 
 5.95784100e-03  5.14587488e+00  2.16578619e+00 
 5.95824100e-03  5.14253886e+00  2.14441520e+00 
 5.95864100e-03  5.13904559e+00  2.12305890e+00 
 5.95904100e-03  5.13539582e+00  2.10171793e+00 
 5.95944100e-03  5.13159029e+00  2.08039292e+00 
 5.95972050e-03  5.12883911e+00  2.06550185e+00 
 5.96000000e-03  5.12601251e+00  2.05061911e+00 
 5.96001000e-03  5.12590994e+00  2.05008682e+00 
 5.96003000e-03  5.12570460e+00  2.04902235e+00 
 5.96006500e-03  5.12534433e+00  2.04715996e+00 
 5.96010000e-03  5.12498289e+00  2.04529813e+00 
 5.96010700e-03  5.12491043e+00  2.04492582e+00 
 5.96012100e-03  5.12476543e+00  2.04418121e+00 
 5.96014900e-03  5.12447486e+00  2.04269202e+00 
 5.96020500e-03  5.12389146e+00  2.03971380e+00 
 5.96031700e-03  5.12271565e+00  2.03375802e+00 
 5.96054100e-03  5.12032800e+00  2.02184942e+00 
 5.96094100e-03  5.11601376e+00  2.01776067e+00 
 5.96124102e-03  5.11282010e+00  2.03218493e+00 
 5.96151236e-03  5.11002319e+00  2.04842901e+00 
 5.96180622e-03  5.10709934e+00  2.06515849e+00 
 5.96216664e-03  5.10365955e+00  2.08584179e+00 
 5.96256664e-03  5.10003061e+00  2.10876865e+00 
 5.96296664e-03  5.09659928e+00  2.13171433e+00 
 5.96336664e-03  5.09336486e+00  2.15466298e+00 
 5.96376664e-03  5.09032661e+00  2.17761965e+00 
 5.96416664e-03  5.08748379e+00  2.20058109e+00 
 5.96456664e-03  5.08483567e+00  2.22354788e+00 
 5.96496664e-03  5.08238150e+00  2.24651839e+00 
 5.96536664e-03  5.08012054e+00  2.26949261e+00 
 5.96576664e-03  5.07805204e+00  2.29246913e+00 
 5.96616664e-03  5.07617525e+00  2.31544786e+00 
 5.96656664e-03  5.07448943e+00  2.33842744e+00 
 5.96696664e-03  5.07299380e+00  2.36140776e+00 
 5.96736664e-03  5.07168762e+00  2.38438749e+00 
 5.96776664e-03  5.07057012e+00  2.40736650e+00 
 5.96816664e-03  5.06964054e+00  2.43034349e+00 
 5.96856664e-03  5.06889811e+00  2.45331830e+00 
 5.96896664e-03  5.06834206e+00  2.47628967e+00 
 5.96936664e-03  5.06797162e+00  2.49925742e+00 
 5.96976664e-03  5.06778602e+00  2.52222032e+00 
 5.97016664e-03  5.06778447e+00  2.54517817e+00 
 5.97056664e-03  5.06796620e+00  2.56812977e+00 
 5.97096664e-03  5.06833042e+00  2.59107491e+00 
 5.97136664e-03  5.06887636e+00  2.61401241e+00 
 5.97176664e-03  5.06960322e+00  2.63694205e+00 
 5.97216664e-03  5.07051021e+00  2.65986266e+00 
 5.97256664e-03  5.07159654e+00  2.68277401e+00 
 5.97296664e-03  5.07286142e+00  2.70567498e+00 
 5.97336664e-03  5.07430405e+00  2.72856531e+00 
 5.97376664e-03  5.07592364e+00  2.75144390e+00 
 5.97416664e-03  5.07771937e+00  2.77431048e+00 
 5.97456664e-03  5.07969045e+00  2.79716397e+00 
 5.97496664e-03  5.08183606e+00  2.82000410e+00 
 5.97536664e-03  5.08415542e+00  2.84282981e+00 
 5.97576664e-03  5.08664769e+00  2.86564082e+00 
 5.97616664e-03  5.08931208e+00  2.88843608e+00 
 5.97656664e-03  5.09214777e+00  2.91121530e+00 
 5.97696664e-03  5.09515394e+00  2.93397747e+00 
 5.97736664e-03  5.09832977e+00  2.95672229e+00 
 5.97776664e-03  5.10167444e+00  2.97944876e+00 
 5.97816664e-03  5.10518714e+00  3.00215657e+00 
 5.97856664e-03  5.10886704e+00  3.02484474e+00 
 5.97896664e-03  5.11271331e+00  3.04751297e+00 
 5.97936664e-03  5.11672512e+00  3.07016028e+00 
 5.97973332e-03  5.12054750e+00  3.09090247e+00 
 5.98010000e-03  5.12450765e+00  3.11162606e+00 
 5.98011000e-03  5.12461762e+00  3.11216334e+00 
 5.98013000e-03  5.12483773e+00  3.11312354e+00 
 5.98016500e-03  5.12522337e+00  3.11373928e+00 
 5.98020000e-03  5.12560873e+00  3.11268139e+00 
 5.98020700e-03  5.12568565e+00  3.11230794e+00 
 5.98022100e-03  5.12583939e+00  3.11156102e+00 
 5.98024900e-03  5.12614616e+00  3.11006713e+00 
 5.98030500e-03  5.12675695e+00  3.10707915e+00 
 5.98041700e-03  5.12796747e+00  3.10110234e+00 
 5.98064100e-03  5.13034432e+00  3.08914535e+00 
 5.98104100e-03  5.13444245e+00  3.06778237e+00 
 5.98144100e-03  5.13835361e+00  3.04640511e+00 
 5.98184100e-03  5.14207842e+00  3.02501388e+00 
 5.98224100e-03  5.14561752e+00  3.00360919e+00 
 5.98264100e-03  5.14897155e+00  2.98219164e+00 
 5.98304100e-03  5.15214114e+00  2.96076189e+00 
 5.98344100e-03  5.15512693e+00  2.93932065e+00 
 5.98384100e-03  5.15792958e+00  2.91786861e+00 
 5.98424100e-03  5.16054972e+00  2.89640651e+00 
 5.98464100e-03  5.16298801e+00  2.87493507e+00 
 5.98504100e-03  5.16524510e+00  2.85345501e+00 
 5.98544100e-03  5.16732166e+00  2.83196707e+00 
 5.98584100e-03  5.16921833e+00  2.81047198e+00 
 5.98624100e-03  5.17093579e+00  2.78897044e+00 
 5.98664100e-03  5.17247471e+00  2.76746319e+00 
 5.98704100e-03  5.17383574e+00  2.74595095e+00 
 5.98744100e-03  5.17501957e+00  2.72443443e+00 
 5.98784100e-03  5.17602688e+00  2.70291434e+00 
 5.98824100e-03  5.17685833e+00  2.68139139e+00 
 5.98864100e-03  5.17751461e+00  2.65986631e+00 
 5.98904100e-03  5.17799642e+00  2.63833978e+00 
 5.98944100e-03  5.17830442e+00  2.61681252e+00 
 5.98984100e-03  5.17843933e+00  2.59528522e+00 
 5.99024100e-03  5.17840182e+00  2.57375858e+00 
 5.99064100e-03  5.17819260e+00  2.55223331e+00 
 5.99104100e-03  5.17781236e+00  2.53071008e+00 
 5.99144100e-03  5.17726181e+00  2.50918960e+00 
 5.99184100e-03  5.17654165e+00  2.48767254e+00 
 5.99224100e-03  5.17565259e+00  2.46615960e+00 
 5.99264100e-03  5.17459534e+00  2.44465145e+00 
 5.99304100e-03  5.17337061e+00  2.42314878e+00 
 5.99344100e-03  5.17197912e+00  2.40165225e+00 
 5.99384100e-03  5.17042157e+00  2.38016255e+00 
 5.99424100e-03  5.16869871e+00  2.35868034e+00 
 5.99464100e-03  5.16681123e+00  2.33720630e+00 
 5.99504100e-03  5.16475988e+00  2.31574108e+00 
 5.99544100e-03  5.16254538e+00  2.29428536e+00 
 5.99584100e-03  5.16016845e+00  2.27283978e+00 
 5.99624100e-03  5.15762983e+00  2.25140501e+00 
 5.99664100e-03  5.15493026e+00  2.22998170e+00 
 5.99704100e-03  5.15207046e+00  2.20857051e+00 
 5.99744100e-03  5.14905119e+00  2.18717207e+00 
 5.99784100e-03  5.14587318e+00  2.16578704e+00 
 5.99824100e-03  5.14253717e+00  2.14441606e+00 
 5.99864100e-03  5.13904391e+00  2.12305976e+00 
 5.99904100e-03  5.13539415e+00  2.10171880e+00 
 5.99944100e-03  5.13158863e+00  2.08039379e+00 
 5.99972050e-03  5.12883747e+00  2.06550273e+00 
 6.00000000e-03  5.12601088e+00  2.05061999e+00 
