 time            v(vout)         @l1[i]          v(ns1)         
 2.12291816e-05  4.10280371e-01  4.00636228e+00 -2.15304834e-01 
 2.13840456e-05  4.16420017e-01  4.00538985e+00 -2.13846384e-01 
 2.15618872e-05  4.23467581e-01  4.00426141e+00 -2.15298755e-01 
 2.17487330e-05  4.30868437e-01  4.00306247e+00 -2.13714316e-01 
 2.21224244e-05  4.45659206e-01  4.00062312e+00 -2.15302636e-01 
 2.25224244e-05  4.61474927e-01  3.99795084e+00 -2.13702879e-01 
 2.29224244e-05  4.77273509e-01  3.99521498e+00 -2.15479193e-01 
 2.33224244e-05  4.93054705e-01  3.99241601e+00 -2.13673519e-01 
 2.37224244e-05  5.08818272e-01  3.98955443e+00 -2.15245729e-01 
 2.41224244e-05  5.24563963e-01  3.98662953e+00 -2.13824018e-01 
 2.45224244e-05  5.40291534e-01  3.98364143e+00 -2.15366469e-01 
 2.49224244e-05  5.56000739e-01  3.98059052e+00 -2.13799813e-01 
 2.53224244e-05  5.71691336e-01  3.97747685e+00 -2.15343218e-01 
 2.57224244e-05  5.87363080e-01  3.97430053e+00 -2.13760319e-01 
 2.61224244e-05  6.03015728e-01  3.97106164e+00 -2.15304574e-01 
 2.65224244e-05  6.18649040e-01  3.96776068e+00 -2.13511701e-01 
 2.69224244e-05  6.34262774e-01  3.96439766e+00 -2.15088312e-01 
 2.73224244e-05  6.49856690e-01  3.96097231e+00 -2.13466028e-01 
 2.77224244e-05  6.65430547e-01  3.95748472e+00 -2.15044243e-01 
 2.81224244e-05  6.80984103e-01  3.95393496e+00 -2.13418707e-01 
 2.85224244e-05  6.96517119e-01  3.95032312e+00 -2.14998710e-01 
 2.89224244e-05  7.12029355e-01  3.94664929e+00 -2.13369617e-01 
 2.93224244e-05  7.27520570e-01  3.94291355e+00 -2.14951517e-01 
 2.97224244e-05  7.42990527e-01  3.93911599e+00 -2.13318755e-01 
 3.01224244e-05  7.58438987e-01  3.93525669e+00 -2.14902660e-01 
 3.05224244e-05  7.73865711e-01  3.93133574e+00 -2.13266116e-01 
 3.09224244e-05  7.89270461e-01  3.92735323e+00 -2.14852137e-01 
 3.13224244e-05  8.04653002e-01  3.92330926e+00 -2.13211695e-01 
 3.17224244e-05  8.20013095e-01  3.91920390e+00 -2.14799942e-01 
 3.21224244e-05  8.35350504e-01  3.91503726e+00 -2.13155485e-01 
 3.25224244e-05  8.50664995e-01  3.91080943e+00 -2.14746070e-01 
 3.29224244e-05  8.65956330e-01  3.90652050e+00 -2.13097481e-01 
 3.33224244e-05  8.81224276e-01  3.90217056e+00 -2.14690515e-01 
 3.37224244e-05  8.96468598e-01  3.89775972e+00 -2.13037676e-01 
 3.41224244e-05  9.11689062e-01  3.89328806e+00 -2.14633272e-01 
 3.45224244e-05  9.26885435e-01  3.88875569e+00 -2.12976062e-01 
 3.49224244e-05  9.42057483e-01  3.88416271e+00 -2.14574334e-01 
 3.53224244e-05  9.57204974e-01  3.87950921e+00 -2.12912634e-01 
 3.57224244e-05  9.72327677e-01  3.87479529e+00 -2.14513696e-01 
 3.61224244e-05  9.87425359e-01  3.87002106e+00 -2.12847382e-01 
 3.65224244e-05  1.00249779e+00  3.86518662e+00 -2.14451351e-01 
 3.69224244e-05  1.01754474e+00  3.86029207e+00 -2.12780301e-01 
 3.73224244e-05  1.03256598e+00  3.85533751e+00 -2.14387293e-01 
 3.77224244e-05  1.04756127e+00  3.85032306e+00 -2.12711380e-01 
 3.81224244e-05  1.06253040e+00  3.84524881e+00 -2.14321514e-01 
 3.85224244e-05  1.07747312e+00  3.84011488e+00 -2.12640612e-01 
 3.89224244e-05  1.09238922e+00  3.83492137e+00 -2.14254007e-01 
 3.93224244e-05  1.10727847e+00  3.82966839e+00 -2.12567989e-01 
 3.96612122e-05  1.11986804e+00  3.82517284e+00 -2.14189846e-01 
 4.00000000e-05  1.13243804e+00  3.82063477e+00 -2.12505064e-01 
 4.00100000e-05  1.13280876e+00  3.82050016e+00 -2.13355463e-01 
 4.00300000e-05  1.13355017e+00  3.82023085e+00 -2.13378524e-01 
 4.00650000e-05  1.13484748e+00  3.81975919e+00 -2.13413913e-01 
 4.01000000e-05  1.13614457e+00  3.81928706e+00 -2.13450579e-01 
 4.01070000e-05  1.13640395e+00  3.81919257e+00 -2.13448367e-01 
 4.01210000e-05  1.13692272e+00  3.81900356e+00 -2.13445452e-01 
 4.01490000e-05  1.13796014e+00  3.81862531e+00 -2.13439172e-01 
 4.02050000e-05  1.14003457e+00  3.81786795e+00 -2.13427547e-01 
 4.03170000e-05  1.14418182e+00  3.81634976e+00 -2.13405134e-01 
 4.05410000e-05  1.15246980e+00  3.81329953e+00 -2.13365409e-01 
 4.05561571e-05  1.15303027e+00  3.81309242e+00 -2.13361993e-01 
 4.05864713e-05  1.15415115e+00  3.81267804e+00 -2.13357277e-01 
 4.06470996e-05  1.15639242e+00  3.81184827e+00 -2.13347178e-01 
 4.07683563e-05  1.16087304e+00  3.81018674e+00 -2.09901310e-01 
 4.07870929e-05  1.16156514e+00  3.80997530e+00  3.30691255e-02 
 4.08245661e-05  1.16294945e+00  3.81073697e+00  6.35658843e+00 
 4.08585156e-05  1.16420410e+00  3.81326916e+00  1.08879967e+01 
 4.08900103e-05  1.16536894e+00  3.81672493e+00  1.33866346e+01 
 4.08978840e-05  1.16566035e+00  3.81772783e+00  1.39029868e+01 
 4.09136313e-05  1.16624335e+00  3.81979216e+00  1.46470476e+01 
 4.09451261e-05  1.16741032e+00  3.82418250e+00  1.55664643e+01 
 4.10057425e-05  1.16966032e+00  3.83323974e+00  1.66543798e+01 
 4.10738601e-05  1.17219537e+00  3.84410418e+00  1.75865251e+01 
 4.11893338e-05  1.17651013e+00  3.86391777e+00  1.90792650e+01 
 4.12906689e-05  1.18031562e+00  3.88246176e+00  1.98768686e+01 
 4.13752736e-05  1.18350707e+00  3.89830328e+00  1.99353196e+01 
 4.14412826e-05  1.18600618e+00  3.91068528e+00  1.99502482e+01 
 4.15058175e-05  1.18845723e+00  3.92279690e+00  1.99593436e+01 
 4.16348871e-05  1.19338229e+00  3.94702692e+00  1.99681402e+01 
 4.18930265e-05  1.20332433e+00  3.99548972e+00  1.99763563e+01 
 4.22930265e-05  1.21897197e+00  4.07055928e+00  1.99807157e+01 
 4.26930265e-05  1.23491347e+00  4.14557864e+00  1.99828505e+01 
 4.30930265e-05  1.25114849e+00  4.22053951e+00  1.99836492e+01 
 4.34930265e-05  1.26767668e+00  4.29543783e+00  1.99843337e+01 
 4.38930265e-05  1.28449766e+00  4.37027102e+00  1.99844379e+01 
 4.42930265e-05  1.30161106e+00  4.44503708e+00  1.99846976e+01 
 4.46930265e-05  1.31901648e+00  4.51973435e+00  1.99845680e+01 
 4.50930265e-05  1.33671352e+00  4.59436133e+00  1.99846519e+01 
 4.54930265e-05  1.35470179e+00  4.66891663e+00  1.99844107e+01 
 4.58930265e-05  1.37298089e+00  4.74339891e+00  1.99844118e+01 
 4.62930265e-05  1.39155039e+00  4.81780689e+00  1.99841134e+01 
 4.66930265e-05  1.41040989e+00  4.89213934e+00  1.99840701e+01 
 4.70930265e-05  1.42955897e+00  4.96639502e+00  1.99837403e+01 
 4.74930265e-05  1.44899719e+00  5.04057274e+00  1.99836721e+01 
 4.78930265e-05  1.46872414e+00  5.11467129e+00  1.99833245e+01 
 4.82930265e-05  1.48873937e+00  5.18868949e+00  1.99832420e+01 
 4.86930265e-05  1.50904244e+00  5.26262618e+00  1.99828843e+01 
 4.90930265e-05  1.52963292e+00  5.33648019e+00  1.99827935e+01 
 4.94930265e-05  1.55051035e+00  5.41025035e+00  1.99824300e+01 
 4.98930265e-05  1.57167429e+00  5.48393551e+00  1.99823345e+01 
 5.02930265e-05  1.59312427e+00  5.55753451e+00  1.99819678e+01 
 5.06930265e-05  1.61485983e+00  5.63104622e+00  1.99818697e+01 
 5.10930265e-05  1.63688051e+00  5.70446948e+00  1.99815013e+01 
 5.14930265e-05  1.65918585e+00  5.77780316e+00  1.99814019e+01 
 5.18930265e-05  1.68177535e+00  5.85104610e+00  1.99810328e+01 
 5.22930265e-05  1.70464855e+00  5.92419719e+00  1.99809328e+01 
 5.26930265e-05  1.72780497e+00  5.99725527e+00  1.99805635e+01 
 5.30930265e-05  1.75124411e+00  6.07021923e+00  1.99804634e+01 
 5.34930265e-05  1.77496548e+00  6.14308792e+00  1.99800942e+01 
 5.38930265e-05  1.79896859e+00  6.21586023e+00  1.99799943e+01 
 5.42930265e-05  1.82325294e+00  6.28853503e+00  1.99796255e+01 
 5.46930265e-05  1.84781801e+00  6.36111119e+00  1.99795259e+01 
 5.50930265e-05  1.87266332e+00  6.43358759e+00  1.99791576e+01 
 5.54930265e-05  1.89778833e+00  6.50596312e+00  1.99790584e+01 
 5.58930265e-05  1.92319253e+00  6.57823666e+00  1.99786908e+01 
 5.62930265e-05  1.94887540e+00  6.65040709e+00  1.99785921e+01 
 5.66930265e-05  1.97483642e+00  6.72247330e+00  1.99782251e+01 
 5.70930265e-05  2.00107506e+00  6.79443418e+00  1.99781270e+01 
 5.74930265e-05  2.02759077e+00  6.86628862e+00  1.99777607e+01 
 5.78930265e-05  2.05438302e+00  6.93803553e+00  1.99776632e+01 
 5.82930265e-05  2.08145127e+00  7.00967378e+00  1.99772976e+01 
 5.86930265e-05  2.10879498e+00  7.08120228e+00  1.99772007e+01 
 5.90930265e-05  2.13641358e+00  7.15261994e+00  1.99768359e+01 
 5.94930265e-05  2.16430653e+00  7.22392565e+00  1.99767397e+01 
 5.97965132e-05  2.18565209e+00  7.27795117e+00  1.99764310e+01 
 6.01000000e-05  2.20715501e+00  7.33191114e+00  1.99763908e+01 
 6.01100000e-05  2.20786630e+00  7.33368799e+00  1.99763545e+01 
 6.01300000e-05  2.20928922e+00  7.33724154e+00  1.99763744e+01 
 6.01650000e-05  2.21178097e+00  7.34345956e+00  1.99762104e+01 
 6.02000000e-05  2.21427482e+00  7.34967659e+00  1.99757509e+01 
 6.02070000e-05  2.21477388e+00  7.35091985e+00  1.99755748e+01 
 6.02210000e-05  2.21577217e+00  7.35340627e+00  1.99752232e+01 
 6.02490000e-05  2.21776975e+00  7.35837853e+00  1.99744708e+01 
 6.03050000e-05  2.22176891e+00  7.36832067e+00  1.99727314e+01 
 6.04170000e-05  2.22978328e+00  7.38819455e+00  1.99678879e+01 
 6.06410000e-05  2.24587601e+00  7.42788096e+00  1.99420631e+01 
 6.08584190e-05  2.26157590e+00  7.46492356e+00  1.86402423e+01 
 6.10637764e-05  2.27646514e+00  7.48968713e+00  1.00153316e+01 
 6.12169959e-05  2.28759421e+00  7.49368631e+00 -2.31071805e-01 
 6.13668217e-05  2.29847530e+00  7.48990497e+00 -2.30507155e-01 
 6.15342276e-05  2.31062449e+00  7.48566067e+00 -2.31057478e-01 
 6.17105064e-05  2.32340773e+00  7.48116958e+00 -2.30355830e-01 
 6.20630640e-05  2.34894357e+00  7.47211990e+00 -2.31024306e-01 
 6.24630640e-05  2.37786593e+00  7.46174363e+00 -2.30300091e-01 
 6.28630640e-05  2.40673501e+00  7.45125183e+00 -2.30997560e-01 
 6.32630640e-05  2.43555034e+00  7.44064473e+00 -2.30270665e-01 
 6.36630640e-05  2.46431150e+00  7.42992261e+00 -2.30924723e-01 
 6.40630640e-05  2.49301805e+00  7.41908572e+00 -2.30193724e-01 
 6.44630640e-05  2.52166956e+00  7.40813425e+00 -2.30850847e-01 
 6.48630640e-05  2.55026558e+00  7.39706845e+00 -2.30116613e-01 
 6.52630640e-05  2.57880567e+00  7.38588852e+00 -2.30774512e-01 
 6.56630640e-05  2.60728942e+00  7.37459471e+00 -2.30037219e-01 
 6.60630640e-05  2.63571638e+00  7.36318723e+00 -2.30696224e-01 
 6.64630640e-05  2.66408613e+00  7.35166632e+00 -2.29955886e-01 
 6.68630640e-05  2.69239823e+00  7.34003221e+00 -2.30616073e-01 
 6.72630640e-05  2.72065226e+00  7.32828513e+00 -2.29872654e-01 
 6.76630640e-05  2.74884778e+00  7.31642539e+00 -2.30497290e-01 
 6.80630640e-05  2.77698437e+00  7.30445323e+00 -2.29747784e-01 
 6.84630640e-05  2.80506160e+00  7.29236882e+00 -2.30413244e-01 
 6.88630640e-05  2.83307906e+00  7.28017239e+00 -2.29660512e-01 
 6.92630640e-05  2.86103631e+00  7.26786418e+00 -2.30327347e-01 
 6.96630640e-05  2.88893293e+00  7.25544445e+00 -2.29571325e-01 
 7.00630640e-05  2.91676851e+00  7.24291342e+00 -2.30239592e-01 
 7.04630640e-05  2.94454261e+00  7.23027136e+00 -2.29480215e-01 
 7.08630640e-05  2.97225483e+00  7.21751851e+00 -2.30149968e-01 
 7.12630640e-05  2.99990475e+00  7.20465511e+00 -2.29387169e-01 
 7.16630640e-05  3.02749194e+00  7.19168143e+00 -2.30058464e-01 
 7.20630640e-05  3.05501600e+00  7.17859771e+00 -2.29292176e-01 
 7.24630640e-05  3.08247651e+00  7.16540421e+00 -2.29965069e-01 
 7.28630640e-05  3.10987305e+00  7.15210119e+00 -2.29195223e-01 
 7.32630640e-05  3.13720521e+00  7.13868891e+00 -2.29869770e-01 
 7.36630640e-05  3.16447259e+00  7.12516762e+00 -2.29096296e-01 
 7.40630640e-05  3.19167477e+00  7.11153759e+00 -2.29772555e-01 
 7.44630640e-05  3.21881134e+00  7.09779908e+00 -2.28995382e-01 
 7.48630640e-05  3.24588191e+00  7.08395235e+00 -2.29673411e-01 
 7.52630640e-05  3.27288606e+00  7.06999769e+00 -2.28892467e-01 
 7.56630640e-05  3.29982338e+00  7.05593534e+00 -2.29572325e-01 
 7.60630640e-05  3.32669348e+00  7.04176558e+00 -2.28787536e-01 
 7.64630640e-05  3.35349595e+00  7.02748869e+00 -2.29469283e-01 
 7.68630640e-05  3.38023039e+00  7.01310494e+00 -2.28680575e-01 
 7.72630640e-05  3.40689640e+00  6.99861460e+00 -2.29364272e-01 
 7.76630640e-05  3.43349359e+00  6.98401794e+00 -2.28571569e-01 
 7.80630640e-05  3.46002156e+00  6.96931526e+00 -2.29257277e-01 
 7.84630640e-05  3.48647990e+00  6.95450682e+00 -2.28460501e-01 
 7.88630640e-05  3.51286823e+00  6.93959290e+00 -2.29148284e-01 
 7.92630640e-05  3.53918615e+00  6.92457380e+00 -2.28347355e-01 
 7.96315320e-05  3.56336680e+00  6.91064582e+00 -2.29041682e-01 
 8.00000000e-05  3.58748706e+00  6.89662905e+00 -2.28241282e-01 
 8.00100000e-05  3.58814080e+00  6.89624737e+00 -2.28626466e-01 
 8.00300000e-05  3.58944820e+00  6.89548388e+00 -2.28644958e-01 
 8.00650000e-05  3.59173572e+00  6.89414715e+00 -2.28650621e-01 
 8.01000000e-05  3.59402268e+00  6.89280961e+00 -2.28667346e-01 
 8.01070000e-05  3.59448000e+00  6.89254199e+00 -2.28665659e-01 
 8.01210000e-05  3.59539459e+00  6.89200669e+00 -2.28662745e-01 
 8.01490000e-05  3.59722350e+00  6.89093570e+00 -2.28656664e-01 
 8.02050000e-05  3.60088028e+00  6.88879218e+00 -2.28645018e-01 
 8.03170000e-05  3.60818962e+00  6.88449903e+00 -2.28622172e-01 
 8.05410000e-05  3.62279138e+00  6.87588827e+00 -2.28579247e-01 
 8.05561571e-05  3.62377855e+00  6.87530436e+00 -2.28575935e-01 
 8.05864714e-05  3.62575269e+00  6.87413625e+00 -2.28570485e-01 
 8.06470999e-05  3.62969972e+00  6.87179824e+00 -2.28559208e-01 
 8.07683569e-05  3.63758882e+00  6.86711624e+00 -2.26600517e-01 
 8.07986711e-05  3.63955992e+00  6.86618014e+00  5.51577489e-01 
 8.08592996e-05  3.64350225e+00  6.86702689e+00  9.52471700e+00 
 8.08689530e-05  3.64413004e+00  6.86770726e+00  1.06921534e+01 
 8.08882598e-05  3.64538576e+00  6.86924089e+00  1.24843216e+01 
 8.09268735e-05  3.64789815e+00  6.87304945e+00  1.45354252e+01 
 8.09953874e-05  3.65235980e+00  6.88104643e+00  1.61089591e+01 
 8.10674963e-05  3.65706148e+00  6.89039803e+00  1.71378973e+01 
 8.11533440e-05  3.66266770e+00  6.90243956e+00  1.82350803e+01 
 8.12967255e-05  3.67205445e+00  6.92442261e+00  1.97633618e+01 
 8.14101270e-05  3.67950041e+00  6.94274175e+00  1.98966255e+01 
 8.15126573e-05  3.68624974e+00  6.95938079e+00  1.99259548e+01 
 8.16243645e-05  3.69362181e+00  6.97752673e+00  1.99423327e+01 
 8.18477787e-05  3.70842429e+00  7.01382726e+00  1.99558780e+01 
 8.22477787e-05  3.73512080e+00  7.07878412e+00  1.99661007e+01 
 8.26477787e-05  3.76206625e+00  7.14366143e+00  1.99697412e+01 
 8.30477787e-05  3.78926020e+00  7.20844258e+00  1.99721615e+01 
 8.34477787e-05  3.81670213e+00  7.27312107e+00  1.99730445e+01 
 8.38477787e-05  3.84439154e+00  7.33769307e+00  1.99740497e+01 
 8.42477787e-05  3.87232790e+00  7.40215614e+00  1.99742025e+01 
 8.46477787e-05  3.90051066e+00  7.46650828e+00  1.99747058e+01 
 8.50477787e-05  3.92893928e+00  7.53074792e+00  1.99745628e+01 
 8.54477787e-05  3.95761321e+00  7.59487364e+00  1.99748542e+01 
 8.58477787e-05  3.98653190e+00  7.65888420e+00  1.99745699e+01 
 8.62477787e-05  4.01569478e+00  7.72277840e+00  1.99747536e+01 
 8.66477787e-05  4.04510129e+00  7.78655510e+00  1.99743953e+01 
 8.70477787e-05  4.07475085e+00  7.85021323e+00  1.99745208e+01 
 8.74477787e-05  4.10464290e+00  7.91375173e+00  1.99741218e+01 
 8.78477787e-05  4.13477686e+00  7.97716956e+00  1.99742146e+01 
 8.82477787e-05  4.16515215e+00  8.04046572e+00  1.99737928e+01 
 8.86477787e-05  4.19576817e+00  8.10363920e+00  1.99738671e+01 
 8.90477787e-05  4.22662435e+00  8.16668901e+00  1.99734324e+01 
 8.94477787e-05  4.25772009e+00  8.22961418e+00  1.99734961e+01 
 8.98477787e-05  4.28905479e+00  8.29241373e+00  1.99730542e+01 
 9.02477787e-05  4.32062785e+00  8.35508670e+00  1.99731120e+01 
 9.06477787e-05  4.35243868e+00  8.41763212e+00  1.99726663e+01 
 9.10477787e-05  4.38448666e+00  8.48004904e+00  1.99727209e+01 
 9.14477787e-05  4.41677117e+00  8.54233652e+00  1.99722732e+01 
 9.18477787e-05  4.44929162e+00  8.60449359e+00  1.99723263e+01 
 9.22477787e-05  4.48204738e+00  8.66651932e+00  1.99718778e+01 
 9.26477787e-05  4.51503783e+00  8.72841277e+00  1.99719303e+01 
 9.30477787e-05  4.54826234e+00  8.79017299e+00  1.99714818e+01 
 9.34477787e-05  4.58172029e+00  8.85179906e+00  1.99715342e+01 
 9.38477787e-05  4.61541104e+00  8.91329003e+00  1.99710860e+01 
 9.42477787e-05  4.64933396e+00  8.97464499e+00  1.99711387e+01 
 9.46477787e-05  4.68348841e+00  9.03586301e+00  1.99706912e+01 
 9.50477787e-05  4.71787375e+00  9.09694316e+00  1.99707444e+01 
 9.54477787e-05  4.75248933e+00  9.15788451e+00  1.99702977e+01 
 9.58477787e-05  4.78733451e+00  9.21868616e+00  1.99703515e+01 
 9.62477787e-05  4.82240863e+00  9.27934719e+00  1.99699056e+01 
 9.66477787e-05  4.85771103e+00  9.33986668e+00  1.99699601e+01 
 9.70477787e-05  4.89324106e+00  9.40024373e+00  1.99695152e+01 
 9.74477787e-05  4.92899806e+00  9.46047742e+00  1.99695705e+01 
 9.78477787e-05  4.96498135e+00  9.52056686e+00  1.99691266e+01 
 9.82477787e-05  5.00119027e+00  9.58051113e+00  1.99691826e+01 
 9.86477787e-05  5.03762415e+00  9.64030935e+00  1.99687397e+01 
 9.90477787e-05  5.07428231e+00  9.69996061e+00  1.99687966e+01 
 9.94477787e-05  5.11116407e+00  9.75946402e+00  1.99683547e+01 
 9.97738893e-05  5.14139791e+00  9.80786576e+00  1.99684479e+01 
 1.00100000e-04  5.17177954e+00  9.85616815e+00  1.99680423e+01 
 1.00110000e-04  5.17271358e+00  9.85764769e+00  1.99681912e+01 
 1.00130000e-04  5.17458193e+00  9.86060660e+00  1.99681871e+01 
