 time            v(vout)         @l1[i]         
 3.08197030e-04  2.15612123e+02  8.19663046e-01 
 3.09197030e-04  2.15589187e+02  9.19663046e-01 
 3.10197030e-04  2.15566253e+02  1.01966305e+00 
 3.11197030e-04  2.15543321e+02  1.11966305e+00 
 3.12197030e-04  2.15520392e+02  1.21966305e+00 
 3.13197030e-04  2.15497466e+02  1.31966305e+00 
 3.14197030e-04  2.15474542e+02  1.41966305e+00 
 3.15197030e-04  2.15451620e+02  1.51966305e+00 
 3.16197030e-04  2.15428701e+02  1.61966305e+00 
 3.17197030e-04  2.15405784e+02  1.71966305e+00 
 3.18197030e-04  2.15382870e+02  1.81966305e+00 
 3.19197030e-04  2.15359958e+02  1.91966305e+00 
 3.20197030e-04  2.15337049e+02  2.01966305e+00 
 3.21197030e-04  2.15314142e+02  2.11966305e+00 
 3.22197030e-04  2.15291237e+02  2.21966305e+00 
 3.23197030e-04  2.15268335e+02  2.31966305e+00 
 3.24197030e-04  2.15245436e+02  2.41966305e+00 
 3.25197030e-04  2.15222538e+02  2.51966305e+00 
 3.26197030e-04  2.15199644e+02  2.61966305e+00 
 3.27197030e-04  2.15176751e+02  2.71966305e+00 
 3.28197030e-04  2.15153861e+02  2.81966305e+00 
 3.29197030e-04  2.15130974e+02  2.91966305e+00 
 3.30197030e-04  2.15108089e+02  3.01966305e+00 
 3.31197030e-04  2.15085206e+02  3.11966305e+00 
 3.32197030e-04  2.15062326e+02  3.21966305e+00 
 3.33197030e-04  2.15039448e+02  3.31966305e+00 
 3.34197030e-04  2.15016573e+02  3.41966305e+00 
 3.35197030e-04  2.14993700e+02  3.51966305e+00 
 3.36197030e-04  2.14970829e+02  3.61966305e+00 
 3.37197030e-04  2.14947961e+02  3.71966305e+00 
 3.38197030e-04  2.14925096e+02  3.81966305e+00 
 3.39197030e-04  2.14902233e+02  3.91966305e+00 
 3.40197030e-04  2.14879372e+02  4.01966305e+00 
 3.41197030e-04  2.14856514e+02  4.11966305e+00 
 3.42197030e-04  2.14833658e+02  4.21966305e+00 
 3.43197030e-04  2.14810804e+02  4.31966305e+00 
 3.44197030e-04  2.14787953e+02  4.41966305e+00 
 3.45197030e-04  2.14765105e+02  4.51966305e+00 
 3.46197030e-04  2.14742259e+02  4.61966305e+00 
 3.47197030e-04  2.14719415e+02  4.71966305e+00 
 3.48197030e-04  2.14696574e+02  4.81966305e+00 
 3.49099015e-04  2.14675973e+02  4.90986155e+00 
 3.50001000e-04  2.14655375e+02  5.00006005e+00 
 3.50001100e-04  2.14655373e+02  5.00007005e+00 
 3.50001300e-04  2.14655368e+02  5.00009005e+00 
 3.50001350e-04  2.14655367e+02  5.00009505e+00 
 3.50001437e-04  2.14655365e+02  5.00010380e+00 
 3.50001534e-04  2.14655368e+02  5.00010306e+00 
 3.50001728e-04  2.14655384e+02  5.00008071e+00 
 3.50002000e-04  2.14655407e+02  5.00004929e+00 
 3.50002039e-04  2.14655410e+02  5.00004481e+00 
 3.50002116e-04  2.14655416e+02  5.00003586e+00 
 3.50002271e-04  2.14655429e+02  5.00001796e+00 
 3.50002581e-04  2.14655455e+02  4.99998220e+00 
 3.50003201e-04  2.14655507e+02  4.99991073e+00 
 3.50004441e-04  2.14655611e+02  4.99976783e+00 
 3.50006921e-04  2.14655818e+02  4.99948201e+00 
 3.50011881e-04  2.14656232e+02  4.99891037e+00 
 3.50021801e-04  2.14657061e+02  4.99776719e+00 
 3.50041641e-04  2.14658717e+02  4.99548083e+00 
 3.50081321e-04  2.14662026e+02  4.99090812e+00 
 3.50160681e-04  2.14668633e+02  4.98176238e+00 
 3.50319401e-04  2.14681801e+02  4.96346945e+00 
 3.50636841e-04  2.14707951e+02  4.92687740e+00 
 3.51271721e-04  2.14759506e+02  4.85366888e+00 
 3.52271721e-04  2.14838697e+02  4.73829322e+00 
 3.53271721e-04  2.14915424e+02  4.62284023e+00 
 3.54271721e-04  2.14989686e+02  4.50731239e+00 
 3.55271721e-04  2.15061482e+02  4.39171219e+00 
 3.56271721e-04  2.15130809e+02  4.27604210e+00 
 3.57271721e-04  2.15197668e+02  4.16030463e+00 
 3.58271721e-04  2.15262056e+02  4.04450225e+00 
 3.59271721e-04  2.15323973e+02  3.92863746e+00 
 3.60271721e-04  2.15383418e+02  3.81271275e+00 
 3.61271721e-04  2.15440390e+02  3.69673062e+00 
 3.62271721e-04  2.15494887e+02  3.58069357e+00 
 3.63271721e-04  2.15546909e+02  3.46460410e+00 
 3.64271721e-04  2.15596455e+02  3.34846471e+00 
 3.65271721e-04  2.15643525e+02  3.23227791e+00 
 3.66271721e-04  2.15688117e+02  3.11604620e+00 
 3.67271721e-04  2.15730231e+02  2.99977212e+00 
 3.68271721e-04  2.15769867e+02  2.88345816e+00 
 3.69271721e-04  2.15807023e+02  2.76710685e+00 
 3.70271721e-04  2.15841699e+02  2.65072071e+00 
 3.71271721e-04  2.15873896e+02  2.53430227e+00 
 3.72271721e-04  2.15903611e+02  2.41785406e+00 
 3.73271721e-04  2.15930846e+02  2.30137863e+00 
 3.74271721e-04  2.15955599e+02  2.18487851e+00 
 3.75271721e-04  2.15977871e+02  2.06835626e+00 
 3.76271721e-04  2.15997662e+02  1.95181444e+00 
 3.77271721e-04  2.16014970e+02  1.83525562e+00 
 3.78271721e-04  2.16029797e+02  1.71868237e+00 
 3.79271721e-04  2.16042142e+02  1.60209729e+00 
 3.80271721e-04  2.16052005e+02  1.48550300e+00 
 3.81271721e-04  2.16059386e+02  1.36890212e+00 
 3.82271721e-04  2.16064286e+02  1.25229730e+00 
 3.83271721e-04  2.16066704e+02  1.13569125e+00 
 3.84271721e-04  2.16066642e+02  1.01908667e+00 
 3.85271721e-04  2.16064098e+02  9.02486378e-01 
 3.86271721e-04  2.16059075e+02  7.85893225e-01 
 3.87271721e-04  2.16051571e+02  6.69310200e-01 
 3.88271721e-04  2.16041588e+02  5.52740464e-01 
 3.89271721e-04  2.16029126e+02  4.36187479e-01 
 3.90271721e-04  2.16014186e+02  3.19655247e-01 
 3.91271721e-04  2.15996768e+02  2.03148957e-01 
 3.92271721e-04  2.15976874e+02  8.66772563e-02 
 3.93271721e-04  2.15954821e+02  1.57809387e-07 
 3.93873336e-04  2.15941000e+02  3.81212190e-08 
 3.94310587e-04  2.15930955e+02  1.81413771e-07 
 3.94734940e-04  2.15921208e+02  4.07766596e-08 
 3.95583647e-04  2.15901714e+02  1.76683453e-07 
 3.96583647e-04  2.15878746e+02  4.24669080e-08 
 3.97583647e-04  2.15855782e+02  1.57806916e-07 
 3.98583647e-04  2.15832820e+02  4.24674216e-08 
 3.99291824e-04  2.15816560e+02  1.60937671e-07 
 4.00000000e-04  2.15800301e+02  4.33283058e-08 
 4.00000100e-04  2.15800299e+02  1.03008389e-07 
 4.00000300e-04  2.15800294e+02  1.04246894e-07 
 4.00000500e-04  2.15800290e+02  1.00458053e-05 
 4.00000682e-04  2.15800286e+02  2.82871111e-05 
 4.00001000e-04  2.15800278e+02  6.00458053e-05 
 4.00001036e-04  2.15800278e+02  6.36940665e-05 
 4.00001109e-04  2.15800276e+02  7.09905888e-05 
 4.00001255e-04  2.15800273e+02  8.55836334e-05 
 4.00001547e-04  2.15800266e+02  1.14769723e-04 
 4.00002131e-04  2.15800252e+02  1.73141901e-04 
 4.00003298e-04  2.15800226e+02  2.89886258e-04 
 4.00005633e-04  2.15800172e+02  5.23374972e-04 
 4.00010303e-04  2.15800065e+02  9.90352401e-04 
 4.00019643e-04  2.15799850e+02  1.92430726e-03 
 4.00038322e-04  2.15799422e+02  3.79221697e-03 
 4.00075680e-04  2.15798564e+02  7.52803640e-03 
 4.00150396e-04  2.15796849e+02  1.49996752e-02 
 4.00299829e-04  2.15793418e+02  2.99429530e-02 
 4.00598695e-04  2.15786557e+02  5.98295084e-02 
 4.01196426e-04  2.15772836e+02  1.19602619e-01 
 4.02196426e-04  2.15749883e+02  2.19602619e-01 
 4.03196426e-04  2.15726932e+02  3.19602619e-01 
 4.04196426e-04  2.15703984e+02  4.19602619e-01 
 4.05196426e-04  2.15681037e+02  5.19602619e-01 
 4.06196426e-04  2.15658094e+02  6.19602619e-01 
 4.07196426e-04  2.15635153e+02  7.19602619e-01 
 4.08196426e-04  2.15612214e+02  8.19602619e-01 
 4.09196426e-04  2.15589278e+02  9.19602619e-01 
 4.10196426e-04  2.15566344e+02  1.01960262e+00 
 4.11196426e-04  2.15543413e+02  1.11960262e+00 
 4.12196426e-04  2.15520484e+02  1.21960262e+00 
 4.13196426e-04  2.15497557e+02  1.31960262e+00 
 4.14196426e-04  2.15474633e+02  1.41960262e+00 
 4.15196426e-04  2.15451712e+02  1.51960262e+00 
 4.16196426e-04  2.15428792e+02  1.61960262e+00 
 4.17196426e-04  2.15405876e+02  1.71960262e+00 
 4.18196426e-04  2.15382961e+02  1.81960262e+00 
 4.19196426e-04  2.15360050e+02  1.91960262e+00 
 4.20196426e-04  2.15337140e+02  2.01960262e+00 
 4.21196426e-04  2.15314233e+02  2.11960262e+00 
 4.22196426e-04  2.15291329e+02  2.21960262e+00 
 4.23196426e-04  2.15268426e+02  2.31960262e+00 
 4.24196426e-04  2.15245527e+02  2.41960262e+00 
 4.25196426e-04  2.15222630e+02  2.51960262e+00 
 4.26196426e-04  2.15199735e+02  2.61960262e+00 
 4.27196426e-04  2.15176842e+02  2.71960262e+00 
 4.28196426e-04  2.15153952e+02  2.81960262e+00 
 4.29196426e-04  2.15131065e+02  2.91960262e+00 
 4.30196426e-04  2.15108180e+02  3.01960262e+00 
 4.31196426e-04  2.15085297e+02  3.11960262e+00 
 4.32196426e-04  2.15062417e+02  3.21960262e+00 
 4.33196426e-04  2.15039539e+02  3.31960262e+00 
 4.34196426e-04  2.15016664e+02  3.41960262e+00 
 4.35196426e-04  2.14993791e+02  3.51960262e+00 
 4.36196426e-04  2.14970921e+02  3.61960262e+00 
 4.37196426e-04  2.14948053e+02  3.71960262e+00 
 4.38196426e-04  2.14925187e+02  3.81960262e+00 
 4.39196426e-04  2.14902324e+02  3.91960262e+00 
 4.40196426e-04  2.14879463e+02  4.01960262e+00 
 4.41196426e-04  2.14856605e+02  4.11960262e+00 
 4.42196426e-04  2.14833749e+02  4.21960262e+00 
 4.43196426e-04  2.14810895e+02  4.31960262e+00 
 4.44196426e-04  2.14788044e+02  4.41960262e+00 
 4.45196426e-04  2.14765196e+02  4.51960262e+00 
 4.46196426e-04  2.14742350e+02  4.61960262e+00 
 4.47196426e-04  2.14719506e+02  4.71960262e+00 
 4.48196426e-04  2.14696665e+02  4.81960262e+00 
 4.49098713e-04  2.14676057e+02  4.90983133e+00 
 4.50001000e-04  2.14655452e+02  5.00006005e+00 
 4.50001100e-04  2.14655450e+02  5.00007005e+00 
 4.50001300e-04  2.14655445e+02  5.00009005e+00 
 4.50001350e-04  2.14655444e+02  5.00009505e+00 
 4.50001437e-04  2.14655442e+02  5.00010380e+00 
 4.50001534e-04  2.14655445e+02  5.00010306e+00 
 4.50001728e-04  2.14655461e+02  5.00008070e+00 
 4.50002000e-04  2.14655484e+02  5.00004929e+00 
 4.50002039e-04  2.14655487e+02  5.00004481e+00 
 4.50002116e-04  2.14655494e+02  5.00003585e+00 
 4.50002271e-04  2.14655507e+02  5.00001795e+00 
 4.50002581e-04  2.14655532e+02  4.99998220e+00 
 4.50003201e-04  2.14655584e+02  4.99991073e+00 
 4.50004441e-04  2.14655688e+02  4.99976782e+00 
 4.50006921e-04  2.14655895e+02  4.99948201e+00 
 4.50011881e-04  2.14656309e+02  4.99891037e+00 
 4.50021801e-04  2.14657138e+02  4.99776718e+00 
 4.50041641e-04  2.14658794e+02  4.99548082e+00 
 4.50081321e-04  2.14662103e+02  4.99090811e+00 
 4.50160681e-04  2.14668710e+02  4.98176236e+00 
 4.50319401e-04  2.14681878e+02  4.96346942e+00 
 4.50636841e-04  2.14708028e+02  4.92687734e+00 
 4.51271721e-04  2.14759583e+02  4.85366877e+00 
 4.52271721e-04  2.14838774e+02  4.73829304e+00 
 4.53271721e-04  2.14915501e+02  4.62283997e+00 
 4.54271721e-04  2.14989763e+02  4.50731205e+00 
 4.55271721e-04  2.15061559e+02  4.39171177e+00 
 4.56271721e-04  2.15130886e+02  4.27604161e+00 
 4.57271721e-04  2.15197745e+02  4.16030406e+00 
 4.58271721e-04  2.15262133e+02  4.04450161e+00 
 4.59271721e-04  2.15324050e+02  3.92863674e+00 
 4.60271721e-04  2.15383495e+02  3.81271195e+00 
 4.61271721e-04  2.15440467e+02  3.69672975e+00 
 4.62271721e-04  2.15494964e+02  3.58069262e+00 
 4.63271721e-04  2.15546986e+02  3.46460307e+00 
 4.64271721e-04  2.15596532e+02  3.34846360e+00 
 4.65271721e-04  2.15643602e+02  3.23227672e+00 
 4.66271721e-04  2.15688194e+02  3.11604495e+00 
 4.67271721e-04  2.15730308e+02  2.99977078e+00 
 4.68271721e-04  2.15769943e+02  2.88345674e+00 
 4.69271721e-04  2.15807100e+02  2.76710536e+00 
 4.70271721e-04  2.15841776e+02  2.65071914e+00 
 4.71271721e-04  2.15873972e+02  2.53430063e+00 
 4.72271721e-04  2.15903688e+02  2.41785234e+00 
 4.73271721e-04  2.15930922e+02  2.30137683e+00 
 4.74271721e-04  2.15955676e+02  2.18487664e+00 
 4.75271721e-04  2.15977948e+02  2.06835431e+00 
 4.76271721e-04  2.15997738e+02  1.95181242e+00 
 4.77271721e-04  2.16015046e+02  1.83525352e+00 
 4.78271721e-04  2.16029873e+02  1.71868019e+00 
 4.79271721e-04  2.16042218e+02  1.60209504e+00 
 4.80271721e-04  2.16052081e+02  1.48550067e+00 
 4.81271721e-04  2.16059462e+02  1.36889971e+00 
 4.82271721e-04  2.16064362e+02  1.25229482e+00 
 4.83271721e-04  2.16066780e+02  1.13568869e+00 
 4.84271721e-04  2.16066718e+02  1.01908404e+00 
 4.85271721e-04  2.16064174e+02  9.02483669e-01 
 4.86271721e-04  2.16059150e+02  7.85890440e-01 
 4.87271721e-04  2.16051647e+02  6.69307339e-01 
 4.88271721e-04  2.16041663e+02  5.52737528e-01 
 4.89271721e-04  2.16029201e+02  4.36184467e-01 
 4.90271721e-04  2.16014261e+02  3.19652160e-01 
 4.91271721e-04  2.15996843e+02  2.03145794e-01 
 4.92271721e-04  2.15976949e+02  8.66740191e-02 
 4.93271721e-04  2.15954896e+02  1.57802749e-07 
 4.93873331e-04  2.15941075e+02  4.23485946e-08 
 4.94310563e-04  2.15931031e+02  1.76592473e-07 
 4.94734897e-04  2.15921284e+02  4.87312863e-08 
 4.95583564e-04  2.15901791e+02  1.79741881e-07 
 4.96583564e-04  2.15878824e+02  4.24734229e-08 
 4.97583564e-04  2.15855859e+02  1.57800401e-07 
 4.98583564e-04  2.15832897e+02  4.24739363e-08 
 4.99291782e-04  2.15816636e+02  1.57922154e-07 
 5.00000000e-04  2.15800377e+02  4.25082261e-08 
