 time            v(vout)         @l1[i]          v(ns1)         
 1.56635858e-03  1.00592917e+01  4.66666634e+00  1.99847443e+01 
 1.56675858e-03  1.00579206e+01  4.70637052e+00  1.99845598e+01 
 1.56715858e-03  1.00567109e+01  4.74607955e+00  1.99845885e+01 
 1.56755858e-03  1.00556622e+01  4.78579275e+00  1.99843806e+01 
 1.56795858e-03  1.00547744e+01  4.82550941e+00  1.99843907e+01 
 1.56835858e-03  1.00540471e+01  4.86522889e+00  1.99841694e+01 
 1.56875858e-03  1.00534799e+01  4.90495051e+00  1.99841686e+01 
 1.56915858e-03  1.00530726e+01  4.94467363e+00  1.99839396e+01 
 1.56955858e-03  1.00528248e+01  4.98439758e+00  1.99839324e+01 
 1.56995858e-03  1.00527363e+01  5.02412172e+00  1.99836988e+01 
 1.57035858e-03  1.00528067e+01  5.06384540e+00  1.99836879e+01 
 1.57075858e-03  1.00530357e+01  5.10356800e+00  1.99834516e+01 
 1.57115858e-03  1.00534229e+01  5.14328886e+00  1.99834385e+01 
 1.57155858e-03  1.00539681e+01  5.18300736e+00  1.99832007e+01 
 1.57195858e-03  1.00546710e+01  5.22272285e+00  1.99831862e+01 
 1.57235858e-03  1.00555311e+01  5.26243472e+00  1.99829475e+01 
 1.57275858e-03  1.00565481e+01  5.30214232e+00  1.99829322e+01 
 1.57315858e-03  1.00577218e+01  5.34184503e+00  1.99826930e+01 
 1.57355858e-03  1.00590518e+01  5.38154222e+00  1.99826773e+01 
 1.57395858e-03  1.00605378e+01  5.42123327e+00  1.99824378e+01 
 1.57435858e-03  1.00621794e+01  5.46091756e+00  1.99824218e+01 
 1.57475858e-03  1.00639763e+01  5.50059445e+00  1.99821822e+01 
 1.57515858e-03  1.00659281e+01  5.54026334e+00  1.99821661e+01 
 1.57555858e-03  1.00680345e+01  5.57992360e+00  1.99819264e+01 
 1.57595858e-03  1.00702952e+01  5.61957461e+00  1.99819102e+01 
 1.57635858e-03  1.00727097e+01  5.65921577e+00  1.99816706e+01 
 1.57675858e-03  1.00752779e+01  5.69884644e+00  1.99816543e+01 
 1.57715858e-03  1.00779992e+01  5.73846602e+00  1.99814148e+01 
 1.57755858e-03  1.00808734e+01  5.77807391e+00  1.99813985e+01 
 1.57795858e-03  1.00839001e+01  5.81766947e+00  1.99811591e+01 
 1.57835858e-03  1.00870790e+01  5.85725212e+00  1.99811428e+01 
 1.57875858e-03  1.00904097e+01  5.89682124e+00  1.99809035e+01 
 1.57915858e-03  1.00938917e+01  5.93637621e+00  1.99808873e+01 
 1.57955858e-03  1.00975249e+01  5.97591645e+00  1.99806481e+01 
 1.57982929e-03  1.01000693e+01  6.00266771e+00  1.99806732e+01 
 1.58010000e-03  1.01026826e+01  6.02941175e+00  1.99804753e+01 
 1.58011000e-03  1.01027805e+01  6.03039953e+00  1.99805675e+01 
 1.58013000e-03  1.01029765e+01  6.03237507e+00  1.99806081e+01 
 1.58016500e-03  1.01033204e+01  6.03583217e+00  1.99805130e+01 
 1.58020000e-03  1.01036654e+01  6.03928906e+00  1.99801780e+01 
 1.58020700e-03  1.01037346e+01  6.03998041e+00  1.99800345e+01 
 1.58022100e-03  1.01038730e+01  6.04136306e+00  1.99797483e+01 
 1.58024900e-03  1.01041504e+01  6.04412818e+00  1.99791359e+01 
 1.58030500e-03  1.01047075e+01  6.04965762e+00  1.99777201e+01 
 1.58041700e-03  1.01058303e+01  6.06071256e+00  1.99737772e+01 
 1.58064100e-03  1.01081112e+01  6.08279066e+00  1.99527577e+01 
 1.58085796e-03  1.01103637e+01  6.10284759e+00  1.87546396e+01 
 1.58106276e-03  1.01125173e+01  6.11178084e+00  1.01923954e+01 
 1.58124674e-03  1.01144497e+01  6.10234215e+00 -2.25979908e-01 
 1.58142188e-03  1.01162635e+01  6.08423073e+00 -2.24912878e-01 
 1.58164008e-03  1.01184766e+01  6.06166304e+00 -2.25814156e-01 
 1.58184204e-03  1.01204790e+01  6.04077064e+00 -2.24601238e-01 
 1.58224204e-03  1.01243145e+01  5.99938071e+00 -2.25567972e-01 
 1.58264204e-03  1.01279770e+01  5.95797650e+00 -2.24249418e-01 
 1.58304204e-03  1.01314666e+01  5.91655846e+00 -2.25326453e-01 
 1.58344204e-03  1.01347837e+01  5.87512730e+00 -2.24001785e-01 
 1.58384204e-03  1.01379286e+01  5.83368395e+00 -2.24962781e-01 
 1.58424204e-03  1.01409016e+01  5.79222912e+00 -2.23617595e-01 
 1.58464204e-03  1.01437030e+01  5.75076347e+00 -2.24605325e-01 
 1.58504204e-03  1.01463331e+01  5.70928770e+00 -2.23240874e-01 
 1.58544204e-03  1.01487921e+01  5.66780249e+00 -2.24240817e-01 
 1.58584204e-03  1.01510805e+01  5.62630855e+00 -2.22856646e-01 
 1.58624204e-03  1.01531984e+01  5.58480654e+00 -2.23870960e-01 
 1.58664204e-03  1.01551463e+01  5.54329717e+00 -2.22466599e-01 
 1.58704204e-03  1.01569244e+01  5.50178132e+00 -2.23388043e-01 
 1.58744204e-03  1.01585330e+01  5.46025974e+00 -2.21946315e-01 
 1.58784204e-03  1.01599725e+01  5.41873283e+00 -2.23004010e-01 
 1.58824204e-03  1.01612431e+01  5.37720131e+00 -2.21540165e-01 
 1.58864204e-03  1.01623453e+01  5.33566582e+00 -2.22614036e-01 
 1.58904204e-03  1.01632792e+01  5.29412709e+00 -2.21127409e-01 
 1.58944204e-03  1.01640453e+01  5.25258575e+00 -2.22217688e-01 
 1.58984204e-03  1.01646439e+01  5.21104252e+00 -2.20707906e-01 
 1.59024204e-03  1.01650753e+01  5.16949804e+00 -2.21815824e-01 
 1.59064204e-03  1.01653398e+01  5.12795301e+00 -2.20281464e-01 
 1.59104204e-03  1.01654377e+01  5.08640808e+00 -2.21407256e-01 
 1.59144204e-03  1.01653694e+01  5.04486395e+00 -2.19847877e-01 
 1.59184204e-03  1.01651353e+01  5.00332127e+00 -2.20992147e-01 
 1.59224204e-03  1.01647356e+01  4.96178073e+00 -2.19406931e-01 
 1.59264204e-03  1.01641708e+01  4.92024296e+00 -2.20570310e-01 
 1.59304204e-03  1.01634411e+01  4.87870868e+00 -2.18958401e-01 
 1.59344204e-03  1.01625469e+01  4.83717850e+00 -2.20141551e-01 
 1.59384204e-03  1.01614885e+01  4.79565314e+00 -2.18502049e-01 
 1.59424204e-03  1.01602663e+01  4.75413322e+00 -2.19705667e-01 
 1.59464204e-03  1.01588807e+01  4.71261944e+00 -2.18037626e-01 
 1.59504204e-03  1.01573319e+01  4.67111241e+00 -2.19262444e-01 
 1.59544204e-03  1.01556204e+01  4.62961285e+00 -2.17564871e-01 
 1.59584204e-03  1.01537465e+01  4.58812137e+00 -2.18811656e-01 
 1.59624204e-03  1.01517106e+01  4.54663866e+00 -2.17083507e-01 
 1.59664204e-03  1.01495130e+01  4.50516534e+00 -2.18353069e-01 
 1.59704204e-03  1.01471540e+01  4.46370212e+00 -2.16593242e-01 
 1.59744204e-03  1.01446341e+01  4.42224958e+00 -2.17886433e-01 
 1.59784204e-03  1.01419537e+01  4.38080844e+00 -2.16093770e-01 
 1.59824204e-03  1.01391130e+01  4.33937930e+00 -2.17411488e-01 
 1.59864204e-03  1.01361124e+01  4.29796286e+00 -2.15584764e-01 
 1.59904204e-03  1.01329524e+01  4.25655970e+00 -2.16927959e-01 
 1.59944204e-03  1.01296333e+01  4.21517054e+00 -2.15065883e-01 
 1.59972102e-03  1.01272244e+01  4.18631233e+00 -2.16510180e-01 
 1.60000000e-03  1.01247384e+01  4.15746145e+00 -2.14698043e-01 
 1.60001000e-03  1.01246478e+01  4.15642744e+00 -2.15533759e-01 
 1.60003000e-03  1.01244664e+01  4.15435942e+00 -2.15543784e-01 
 1.60006500e-03  1.01241481e+01  4.15074047e+00 -2.15556778e-01 
 1.60010000e-03  1.01238285e+01  4.14712162e+00 -2.15571001e-01 
 1.60010700e-03  1.01237644e+01  4.14639787e+00 -2.15565052e-01 
 1.60012100e-03  1.01236361e+01  4.14495037e+00 -2.15554547e-01 
 1.60014900e-03  1.01233790e+01  4.14205544e+00 -2.15533112e-01 
 1.60020500e-03  1.01228625e+01  4.13626581e+00 -2.15491063e-01 
 1.60031700e-03  1.01218201e+01  4.12468748e+00 -2.15407578e-01 
 1.60054100e-03  1.01196982e+01  4.10153465e+00 -2.15244702e-01 
 1.60055616e-03  1.01195527e+01  4.09996820e+00 -2.15232974e-01 
 1.60058647e-03  1.01192613e+01  4.09683534e+00 -2.15211475e-01 
 1.60064710e-03  1.01186758e+01  4.09056991e+00 -2.15167812e-01 
 1.60076836e-03  1.01174939e+01  4.07804216e+00 -2.11863880e-01 
 1.60079867e-03  1.01171959e+01  4.07558931e+00  2.02574079e+00 
 1.60085930e-03  1.01165993e+01  4.07325239e+00  1.04990573e+01 
 1.60087446e-03  1.01164500e+01  4.07354812e+00  1.20675649e+01 
 1.60090477e-03  1.01161517e+01  4.07444623e+00  1.40903718e+01 
 1.60096540e-03  1.01155563e+01  4.07738064e+00  1.58213413e+01 
 1.60103250e-03  1.01149000e+01  4.08157470e+00  1.69103099e+01 
 1.60110446e-03  1.01141998e+01  4.08681009e+00  1.78696738e+01 
 1.60123659e-03  1.01129256e+01  4.09818293e+00  1.95719756e+01 
 1.60133133e-03  1.01120223e+01  4.10730337e+00  1.99062009e+01 
 1.60141720e-03  1.01112114e+01  4.11572937e+00  1.99410835e+01 
 1.60149848e-03  1.01104509e+01  4.12372484e+00  1.99556627e+01 
 1.60157557e-03  1.01097359e+01  4.13131733e+00  1.99624052e+01 
 1.60172975e-03  1.01083242e+01  4.14651562e+00  1.99708340e+01 
 1.60203810e-03  1.01055745e+01  4.17694172e+00  1.99773798e+01 
 1.60243810e-03  1.01021535e+01  4.21644349e+00  1.99812300e+01 
 1.60283810e-03  1.00988973e+01  4.25596931e+00  1.99827334e+01 
 1.60323810e-03  1.00958055e+01  4.29551307e+00  1.99838486e+01 
 1.60363810e-03  1.00928780e+01  4.33507186e+00  1.99842314e+01 
 1.60403810e-03  1.00901145e+01  4.37464378e+00  1.99847171e+01 
 1.60443810e-03  1.00875146e+01  4.41422748e+00  1.99847618e+01 
 1.60483810e-03  1.00850781e+01  4.45382183e+00  1.99850058e+01 
 1.60523810e-03  1.00828047e+01  4.49342588e+00  1.99849041e+01 
 1.60563810e-03  1.00806941e+01  4.53303877e+00  1.99850410e+01 
 1.60603810e-03  1.00787461e+01  4.57265971e+00  1.99848671e+01 
 1.60643810e-03  1.00769603e+01  4.61228793e+00  1.99849482e+01 
 1.60683810e-03  1.00753364e+01  4.65192270e+00  1.99847357e+01 
 1.60723810e-03  1.00738742e+01  4.69156332e+00  1.99847860e+01 
 1.60763810e-03  1.00725733e+01  4.73120910e+00  1.99845519e+01 
 1.60803810e-03  1.00714334e+01  4.77085936e+00  1.99845847e+01 
 1.60843810e-03  1.00704542e+01  4.81051343e+00  1.99843382e+01 
 1.60883810e-03  1.00696355e+01  4.85017065e+00  1.99843608e+01 
 1.60923810e-03  1.00689769e+01  4.88983036e+00  1.99841071e+01 
 1.60963810e-03  1.00684781e+01  4.92949192e+00  1.99841237e+01 
 1.61003810e-03  1.00681388e+01  4.96915466e+00  1.99838657e+01 
 1.61043810e-03  1.00679586e+01  5.00881795e+00  1.99838788e+01 
 1.61083810e-03  1.00679373e+01  5.04848116e+00  1.99836183e+01 
 1.61123810e-03  1.00680746e+01  5.08814363e+00  1.99836293e+01 
 1.61163810e-03  1.00683700e+01  5.12780473e+00  1.99833674e+01 
 1.61203810e-03  1.00688234e+01  5.16746384e+00  1.99833771e+01 
 1.61243810e-03  1.00694343e+01  5.20712030e+00  1.99831144e+01 
 1.61283810e-03  1.00702024e+01  5.24677351e+00  1.99831233e+01 
 1.61323810e-03  1.00711275e+01  5.28642281e+00  1.99828601e+01 
 1.61363810e-03  1.00722091e+01  5.32606760e+00  1.99828686e+01 
 1.61403810e-03  1.00734470e+01  5.36570723e+00  1.99826052e+01 
 1.61443810e-03  1.00748408e+01  5.40534109e+00  1.99826134e+01 
 1.61483810e-03  1.00763902e+01  5.44496856e+00  1.99823499e+01 
 1.61523810e-03  1.00780949e+01  5.48458900e+00  1.99823579e+01 
 1.61563810e-03  1.00799544e+01  5.52420181e+00  1.99820944e+01 
 1.61603810e-03  1.00819685e+01  5.56380636e+00  1.99821024e+01 
 1.61643810e-03  1.00841368e+01  5.60340203e+00  1.99818388e+01 
 1.61683810e-03  1.00864590e+01  5.64298821e+00  1.99818468e+01 
 1.61723810e-03  1.00889347e+01  5.68256428e+00  1.99815833e+01 
 1.61763810e-03  1.00915636e+01  5.72212963e+00  1.99815912e+01 
 1.61803810e-03  1.00943453e+01  5.76168366e+00  1.99813279e+01 
 1.61843810e-03  1.00972795e+01  5.80122573e+00  1.99813358e+01 
 1.61883810e-03  1.01003658e+01  5.84075526e+00  1.99810726e+01 
 1.61923810e-03  1.01036039e+01  5.88027163e+00  1.99810805e+01 
 1.61963810e-03  1.01069934e+01  5.91977423e+00  1.99808174e+01 
 1.61986905e-03  1.01090192e+01  5.94257537e+00  1.99808793e+01 
 1.62010000e-03  1.01110953e+01  5.96537160e+00  1.99806702e+01 
 1.62011000e-03  1.01111864e+01  5.96635856e+00  1.99807745e+01 
 1.62013000e-03  1.01113687e+01  5.96833246e+00  1.99808159e+01 
 1.62016500e-03  1.01116887e+01  5.97178670e+00  1.99807237e+01 
 1.62020000e-03  1.01120099e+01  5.97524074e+00  1.99803944e+01 
 1.62020700e-03  1.01120743e+01  5.97593152e+00  1.99802524e+01 
 1.62022100e-03  1.01122031e+01  5.97731303e+00  1.99799692e+01 
 1.62024900e-03  1.01124614e+01  5.98007589e+00  1.99793633e+01 
 1.62030500e-03  1.01129803e+01  5.98560081e+00  1.99779624e+01 
 1.62041700e-03  1.01140268e+01  5.99664682e+00  1.99740614e+01 
 1.62064100e-03  1.01161551e+01  6.01870763e+00  1.99532671e+01 
 1.62085793e-03  1.01182596e+01  6.03875160e+00  1.87604525e+01 
 1.62106270e-03  1.01202736e+01  6.04768265e+00  1.02013357e+01 
 1.62124667e-03  1.01220809e+01  6.03823883e+00 -2.25712828e-01 
 1.62142180e-03  1.01237756e+01  6.02011628e+00 -2.24632866e-01 
 1.62164012e-03  1.01258418e+01  5.99752053e+00 -2.25545007e-01 
 1.62184192e-03  1.01277059e+01  5.97663009e+00 -2.24318460e-01 
 1.62224192e-03  1.01312706e+01  5.93521291e+00 -2.25296153e-01 
 1.62264192e-03  1.01346627e+01  5.89378253e+00 -2.23962509e-01 
 1.62304192e-03  1.01378824e+01  5.85233941e+00 -2.25053138e-01 
 1.62344192e-03  1.01409300e+01  5.81088425e+00 -2.23713474e-01 
 1.62384192e-03  1.01438059e+01  5.76941798e+00 -2.24685077e-01 
 1.62424192e-03  1.01465103e+01  5.72794133e+00 -2.23324427e-01 
 1.62464192e-03  1.01490435e+01  5.68645492e+00 -2.24323624e-01 
 1.62504192e-03  1.01514059e+01  5.64495949e+00 -2.22943286e-01 
 1.62544192e-03  1.01535977e+01  5.60345569e+00 -2.23954945e-01 
 1.62584192e-03  1.01556193e+01  5.56194424e+00 -2.22554440e-01 
 1.62624192e-03  1.01574709e+01  5.52042578e+00 -2.23580825e-01 
 1.62664192e-03  1.01591530e+01  5.47890106e+00 -2.22159665e-01 
 1.62704192e-03  1.01606657e+01  5.43737092e+00 -2.23091021e-01 
 1.62744192e-03  1.01620094e+01  5.39583612e+00 -2.21631401e-01 
 1.62784192e-03  1.01631845e+01  5.35429707e+00 -2.22702403e-01 
 1.62824192e-03  1.01641912e+01  5.31275447e+00 -2.21220124e-01 
 1.62864192e-03  1.01650299e+01  5.27120897e+00 -2.22307718e-01 
 1.62904192e-03  1.01657010e+01  5.22966129e+00 -2.20802092e-01 
 1.62944192e-03  1.01662046e+01  5.18811206e+00 -2.21906516e-01 
 1.62984192e-03  1.01665412e+01  5.14656200e+00 -2.20377162e-01 
 1.63024192e-03  1.01667111e+01  5.10501174e+00 -2.21499702e-01 
 1.63064192e-03  1.01667146e+01  5.06346200e+00 -2.19945132e-01 
 1.63104192e-03  1.01665521e+01  5.02191341e+00 -2.21086027e-01 
 1.63144192e-03  1.01662239e+01  4.98036667e+00 -2.19505790e-01 
 1.63184192e-03  1.01657303e+01  4.93882242e+00 -2.20665667e-01 
 1.63224192e-03  1.01650717e+01  4.89728137e+00 -2.19058913e-01 
 1.63264192e-03  1.01642484e+01  4.85574413e+00 -2.20238427e-01 
 1.63304192e-03  1.01632608e+01  4.81421143e+00 -2.18604267e-01 
 1.63344192e-03  1.01621093e+01  4.77268387e+00 -2.19804107e-01 
 1.63384192e-03  1.01607941e+01  4.73116217e+00 -2.18141605e-01 
 1.63424192e-03  1.01593156e+01  4.68964695e+00 -2.19362495e-01 
 1.63464192e-03  1.01576741e+01  4.64813890e+00 -2.17670668e-01 
 1.63504192e-03  1.01558702e+01  4.60663864e+00 -2.18913369e-01 
 1.63544192e-03  1.01539040e+01  4.56514689e+00 -2.17191182e-01 
 1.63584192e-03  1.01517759e+01  4.52366423e+00 -2.18456495e-01 
 1.63624192e-03  1.01494863e+01  4.48219139e+00 -2.16702860e-01 
 1.63664192e-03  1.01470357e+01  4.44072896e+00 -2.17991628e-01 
 1.63704192e-03  1.01444242e+01  4.39927764e+00 -2.16205398e-01 
 1.63744192e-03  1.01416524e+01  4.35783804e+00 -2.17518510e-01 
 1.63784192e-03  1.01387205e+01  4.31641086e+00 -2.15698475e-01 
 1.63824192e-03  1.01356290e+01  4.27499669e+00 -2.17036868e-01 
 1.63864192e-03  1.01323781e+01  4.23359624e+00 -2.15181750e-01 
 1.63904192e-03  1.01289684e+01  4.19221009e+00 -2.16546416e-01 
 1.63944192e-03  1.01254001e+01  4.15083895e+00 -2.14654866e-01 
 1.63972096e-03  1.01228172e+01  4.12198773e+00 -2.16122509e-01 
 1.64000000e-03  1.01201575e+01  4.09314434e+00 -2.14281191e-01 
 1.64001000e-03  1.01200607e+01  4.09211082e+00 -2.15130648e-01 
 1.64003000e-03  1.01198669e+01  4.09004380e+00 -2.15140857e-01 
 1.64006500e-03  1.01195269e+01  4.08642660e+00 -2.15154046e-01 
 1.64010000e-03  1.01191856e+01  4.08280952e+00 -2.15168521e-01 
 1.64010700e-03  1.01191172e+01  4.08208612e+00 -2.15162472e-01 
 1.64012100e-03  1.01189802e+01  4.08063934e+00 -2.15151807e-01 
 1.64014900e-03  1.01187058e+01  4.07774582e+00 -2.15130045e-01 
 1.64020500e-03  1.01181545e+01  4.07195904e+00 -2.15087353e-01 
 1.64031700e-03  1.01170428e+01  4.06038648e+00 -2.15002589e-01 
 1.64054100e-03  1.01147823e+01  4.03724541e+00 -2.14837210e-01 
 1.64055616e-03  1.01146275e+01  4.03567977e+00 -2.14825300e-01 
 1.64058647e-03  1.01143173e+01  4.03254853e+00 -2.14803470e-01 
 1.64064710e-03  1.01136943e+01  4.02628636e+00 -2.14759133e-01 
 1.64076836e-03  1.01124375e+01  4.01376522e+00 -2.11405995e-01 
 1.64079867e-03  1.01121208e+01  4.01132557e+00  2.06421341e+00 
 1.64085930e-03  1.01114868e+01  4.00901102e+00  1.05241910e+01 
 1.64087446e-03  1.01113282e+01  4.00931067e+00  1.20883206e+01 
 1.64090477e-03  1.01110111e+01  4.01021554e+00  1.41039484e+01 
 1.64096540e-03  1.01103784e+01  4.01315947e+00  1.58288523e+01 
 1.64103258e-03  1.01096798e+01  4.01736731e+00  1.69171243e+01 
 1.64110451e-03  1.01089356e+01  4.02260878e+00  1.78760205e+01 
 1.64123677e-03  1.01075788e+01  4.03400983e+00  1.95804704e+01 
 1.64133119e-03  1.01066205e+01  4.04310837e+00  1.99076183e+01 
 1.64141655e-03  1.01057620e+01  4.05148987e+00  1.99418361e+01 
 1.64149891e-03  1.01049407e+01  4.05959734e+00  1.99564170e+01 
 1.64157744e-03  1.01041642e+01  4.06733632e+00  1.99631158e+01 
 1.64173449e-03  1.01026304e+01  4.08282791e+00  1.99714565e+01 
 1.64204860e-03  1.00996394e+01  4.11384136e+00  1.99778612e+01 
 1.64244860e-03  1.00959782e+01  4.15336900e+00  1.99815779e+01 
 1.64284860e-03  1.00924823e+01  4.19292128e+00  1.99830204e+01 
 1.64324860e-03  1.00891515e+01  4.23249227e+00  1.99841100e+01 
 1.64364860e-03  1.00859855e+01  4.27207916e+00  1.99844715e+01 
 1.64404860e-03  1.00829840e+01  4.31168006e+00  1.99849494e+01 
 1.64444860e-03  1.00801469e+01  4.35129367e+00  1.99849831e+01 
 1.64484860e-03  1.00774737e+01  4.39091884e+00  1.99852252e+01 
 1.64524860e-03  1.00749642e+01  4.43055465e+00  1.99851163e+01 
 1.64564860e-03  1.00726181e+01  4.47020023e+00  1.99852537e+01 
 1.64604860e-03  1.00704352e+01  4.50985478e+00  1.99850744e+01 
 1.64644860e-03  1.00684151e+01  4.54951754e+00  1.99851572e+01 
 1.64684860e-03  1.00665575e+01  4.58918779e+00  1.99849401e+01 
 1.64724860e-03  1.00648622e+01  4.62886481e+00  1.99849929e+01 
 1.64764860e-03  1.00633288e+01  4.66854793e+00  1.99847546e+01 
 1.64804860e-03  1.00619571e+01  4.70823645e+00  1.99847902e+01 
 1.64844860e-03  1.00607467e+01  4.74792970e+00  1.99845398e+01 
 1.64884860e-03  1.00596974e+01  4.78762702e+00  1.99845654e+01 
 1.64924860e-03  1.00588088e+01  4.82732775e+00  1.99843079e+01 
 1.64964860e-03  1.00580806e+01  4.86703125e+00  1.99843277e+01 
 1.65004860e-03  1.00575126e+01  4.90673685e+00  1.99840660e+01 
 1.65044860e-03  1.00571043e+01  4.94644391e+00  1.99840823e+01 
 1.65084860e-03  1.00568555e+01  4.98615179e+00  1.99838182e+01 
 1.65124860e-03  1.00567659e+01  5.02585985e+00  1.99838323e+01 
 1.65164860e-03  1.00568352e+01  5.06556745e+00  1.99835669e+01 
 1.65204860e-03  1.00570630e+01  5.10527394e+00  1.99835798e+01 
 1.65244860e-03  1.00574490e+01  5.14497871e+00  1.99833135e+01 
 1.65284860e-03  1.00579929e+01  5.18468110e+00  1.99833256e+01 
 1.65324860e-03  1.00586943e+01  5.22438049e+00  1.99830589e+01 
 1.65364860e-03  1.00595530e+01  5.26407626e+00  1.99830706e+01 
 1.65404860e-03  1.00605685e+01  5.30376776e+00  1.99828036e+01 
 1.65444860e-03  1.00617407e+01  5.34345438e+00  1.99828150e+01 
 1.65484860e-03  1.00630690e+01  5.38313549e+00  1.99825479e+01 
 1.65524860e-03  1.00645533e+01  5.42281046e+00  1.99825592e+01 
 1.65564860e-03  1.00661931e+01  5.46247867e+00  1.99822921e+01 
 1.65604860e-03  1.00679882e+01  5.50213950e+00  1.99823032e+01 
 1.65644860e-03  1.00699381e+01  5.54179232e+00  1.99820362e+01 
 1.65684860e-03  1.00720426e+01  5.58143653e+00  1.99820472e+01 
 1.65724860e-03  1.00743013e+01  5.62107150e+00  1.99817803e+01 
 1.65764860e-03  1.00767138e+01  5.66069661e+00  1.99817913e+01 
 1.65804860e-03  1.00792798e+01  5.70031125e+00  1.99815245e+01 
 1.65844860e-03  1.00819990e+01  5.73991481e+00  1.99815355e+01 
 1.65884860e-03  1.00848710e+01  5.77950668e+00  1.99812687e+01 
 1.65924860e-03  1.00878954e+01  5.81908625e+00  1.99812798e+01 
 1.65964860e-03  1.00910719e+01  5.85865290e+00  1.99810132e+01 
 1.65987430e-03  1.00929312e+01  5.88097248e+00  1.99810799e+01 
 1.66010000e-03  1.00948388e+01  5.90328766e+00  1.99808690e+01 
 1.66011000e-03  1.00949245e+01  5.90427626e+00  1.99809752e+01 
 1.66013000e-03  1.00950961e+01  5.90625346e+00  1.99810173e+01 
 1.66016500e-03  1.00953972e+01  5.90971346e+00  1.99809280e+01 
 1.66020000e-03  1.00956995e+01  5.91317329e+00  1.99806040e+01 
 1.66020700e-03  1.00957601e+01  5.91386522e+00  1.99804635e+01 
 1.66022100e-03  1.00958814e+01  5.91524905e+00  1.99801832e+01 
 1.66024900e-03  1.00961246e+01  5.91801654e+00  1.99795835e+01 
 1.66030500e-03  1.00966133e+01  5.92355075e+00  1.99781971e+01 
 1.66041700e-03  1.00975995e+01  5.93461541e+00  1.99743366e+01 
 1.66064100e-03  1.00996073e+01  5.95671400e+00  1.99537597e+01 
 1.66085791e-03  1.01015952e+01  5.97679817e+00  1.87661114e+01 
 1.66106264e-03  1.01034993e+01  5.98577690e+00  1.02100387e+01 
 1.66124660e-03  1.01052080e+01  5.97637286e+00 -2.25452431e-01 
 1.66142171e-03  1.01068092e+01  5.95828203e+00 -2.24359900e-01 
 1.66164015e-03  1.01087600e+01  5.93571193e+00 -2.25282979e-01 
 1.66184180e-03  1.01105154e+01  5.91487236e+00 -2.24043230e-01 
 1.66224180e-03  1.01138678e+01  5.87352544e+00 -2.25032127e-01 
 1.66264180e-03  1.01170482e+01  5.83216618e+00 -2.23684090e-01 
 1.66304180e-03  1.01200571e+01  5.79079502e+00 -2.24788508e-01 
 1.66344180e-03  1.01228945e+01  5.74941267e+00 -2.23434598e-01 
 1.66384180e-03  1.01255609e+01  5.70802006e+00 -2.24416983e-01 
 1.66424180e-03  1.01280566e+01  5.66661791e+00 -2.23041671e-01 
 1.66464180e-03  1.01303818e+01  5.62520684e+00 -2.24052482e-01 
 1.66504180e-03  1.01325369e+01  5.58378759e+00 -2.22657117e-01 
 1.66544180e-03  1.01345221e+01  5.54236079e+00 -2.23680603e-01 
 1.66584180e-03  1.01363378e+01  5.50092718e+00 -2.22264682e-01 
 1.66624180e-03  1.01379843e+01  5.45948740e+00 -2.23303213e-01 
 1.66664180e-03  1.01394619e+01  5.41804217e+00 -2.21866235e-01 
 1.66704180e-03  1.01407710e+01  5.37659236e+00 -2.22807595e-01 
 1.66744180e-03  1.01419118e+01  5.33513871e+00 -2.21331140e-01 
 1.66784180e-03  1.01428846e+01  5.29368163e+00 -2.22415442e-01 
 1.66824180e-03  1.01436898e+01  5.25222182e+00 -2.20915859e-01 
 1.66864180e-03  1.01443278e+01  5.21075992e+00 -2.22017126e-01 
 1.66904180e-03  1.01447988e+01  5.16929664e+00 -2.20493703e-01 
 1.66944180e-03  1.01451031e+01  5.12783263e+00 -2.21612174e-01 
 1.66984180e-03  1.01452412e+01  5.08636858e+00 -2.20064529e-01 
 1.67024180e-03  1.01452133e+01  5.04490514e+00 -2.21201545e-01 
 1.67064180e-03  1.01450197e+01  5.00344302e+00 -2.19628129e-01 
 1.67104180e-03  1.01446609e+01  4.96198283e+00 -2.20783929e-01 
 1.67144180e-03  1.01441371e+01  4.92052530e+00 -2.19184283e-01 
 1.67184180e-03  1.01434487e+01  4.87907104e+00 -2.20359514e-01 
 1.67224180e-03  1.01425961e+01  4.83762077e+00 -2.18732763e-01 
 1.67264180e-03  1.01415795e+01  4.79617509e+00 -2.19928102e-01 
 1.67304180e-03  1.01403993e+01  4.75473473e+00 -2.18273326e-01 
 1.67344180e-03  1.01390559e+01  4.71330030e+00 -2.19489485e-01 
 1.67384180e-03  1.01375497e+01  4.67187249e+00 -2.17805720e-01 
 1.67424180e-03  1.01358809e+01  4.63045193e+00 -2.19043446e-01 
 1.67464180e-03  1.01340500e+01  4.58903933e+00 -2.17329675e-01 
 1.67504180e-03  1.01320572e+01  4.54763527e+00 -2.18589755e-01 
 1.67544180e-03  1.01299030e+01  4.50624048e+00 -2.16844910e-01 
 1.67584180e-03  1.01275877e+01  4.46485556e+00 -2.18128173e-01 
 1.67624180e-03  1.01251117e+01  4.42348120e+00 -2.16351129e-01 
 1.67664180e-03  1.01224753e+01  4.38211801e+00 -2.17658447e-01 
 1.67704180e-03  1.01196789e+01  4.34076668e+00 -2.15848016e-01 
 1.67744180e-03  1.01167229e+01  4.29942782e+00 -2.17180309e-01 
